SA3_MAIN11,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot,SA3_NAME11
31304,275,8,0,3,0,286,169,8,0,0,0,177,140,3,4,0,0,147,271,14,5,0,0,290,392,10,3,0,0,405,1037,55,21,0,0,1113,1186,69,25,0,0,1280,2014,50,18,3,0,2085,1185,14,11,0,0,1210,778,13,5,0,0,796,249,3,3,0,0,255,481,13,3,3,0,500,8177,260,98,9,0,8544,Narangba - Burpengary
31305,245,18,29,0,0,292,141,7,13,0,0,161,115,4,19,0,0,138,246,8,20,3,0,277,293,15,23,0,0,331,734,31,56,3,0,824,852,65,60,0,0,977,1325,62,95,5,0,1487,686,20,45,0,0,751,382,6,33,0,0,421,222,3,25,0,0,250,295,12,19,0,0,326,5536,251,437,11,0,6235,Redcliffe
31401,462,9,4,0,0,475,257,5,3,0,0,265,234,0,5,0,0,239,378,3,6,0,0,387,516,7,6,0,0,529,1540,28,9,0,0,1577,1698,46,5,0,0,1749,2859,49,17,3,0,2928,2160,20,5,3,0,2188,1986,7,0,0,0,1993,908,0,0,3,0,911,565,6,0,3,0,574,13563,180,60,12,0,13815,Hills District
31402,198,10,3,0,0,211,119,3,0,0,0,122,109,4,3,3,0,119,214,10,0,0,0,224,280,9,0,0,0,289,818,19,6,4,0,847,1136,52,16,0,0,1204,2085,70,4,3,0,2162,1386,7,3,0,0,1396,826,9,0,3,0,838,247,0,0,0,0,247,323,3,3,0,0,329,7741,196,38,13,0,7988,North Lakes
31403,166,8,4,3,0,181,116,11,3,0,0,130,97,9,5,0,0,111,245,13,0,0,0,258,297,20,7,0,0,324,707,44,22,0,0,773,887,76,34,0,0,997,1440,60,18,0,0,1518,650,13,9,0,0,672,263,7,0,0,0,270,66,0,3,0,0,69,247,10,4,0,0,261,5181,271,109,3,0,5564,Strathpine
31502,141,3,4,6,0,154,44,0,0,3,0,47,58,0,0,3,0,61,98,4,0,7,0,109,141,3,5,3,0,152,321,0,12,4,0,337,320,3,8,3,0,334,662,15,10,3,0,690,324,5,0,0,0,329,204,7,3,0,0,214,89,3,0,3,0,95,154,3,5,4,0,166,2556,46,47,39,0,2688,Outback - North
31503,209,3,0,4,0,216,99,0,0,3,0,102,103,0,0,0,0,103,151,0,0,0,0,151,180,0,0,0,0,180,294,0,0,3,0,297,181,0,0,0,0,181,132,0,0,0,0,132,52,0,0,3,0,55,34,0,0,0,0,34,67,0,0,0,0,67,127,0,0,0,3,130,1629,3,0,13,3,1648,Outback - South
31601,200,22,8,0,0,230,115,9,0,0,0,124,78,3,4,0,0,85,178,10,10,0,0,198,217,10,6,0,0,233,647,40,20,0,0,707,735,52,18,0,0,805,1309,41,19,0,0,1369,962,14,6,3,0,985,705,10,6,0,0,721,377,3,0,0,0,380,293,8,5,3,0,309,5816,222,102,6,0,6146,Buderim
31602,301,32,30,0,0,363,128,20,12,3,0,163,117,20,14,4,0,155,226,25,8,0,0,259,298,21,24,0,0,343,816,56,73,3,0,948,851,77,73,3,0,1004,1421,94,85,0,0,1600,1060,39,46,0,0,1145,825,14,42,0,0,881,438,5,28,3,0,474,424,20,23,0,0,467,6905,423,458,16,0,7802,Caloundra
31603,190,31,50,0,0,271,101,16,16,0,0,133,86,12,12,0,0,110,162,28,40,3,0,233,187,35,59,0,0,281,497,101,132,3,3,736,566,122,145,0,3,836,824,162,194,0,0,1180,609,48,76,0,0,733,437,37,50,0,0,524,227,7,53,0,0,287,203,30,55,3,0,291,4089,629,882,9,6,5615,Maroochy
31604,360,5,7,0,0,372,221,4,7,3,0,235,197,3,4,3,0,207,370,0,7,0,0,377,515,6,10,0,0,531,1107,14,32,14,0,1167,1187,19,29,13,3,1251,1716,21,19,0,0,1756,955,9,5,0,0,969,642,5,0,0,0,647,339,0,0,7,0,346,499,8,10,3,0,520,8108,94,130,43,3,8378,Nambour - Pomona
31605,201,12,15,0,3,231,78,5,4,0,0,87,71,3,3,0,0,77,120,13,13,0,0,146,149,17,18,0,0,184,418,45,38,10,0,511,419,39,51,5,0,514,617,40,43,0,0,700,453,24,19,0,0,496,400,11,20,5,0,436,289,4,13,0,0,306,210,15,24,0,0,249,3425,228,261,20,3,3937,Noosa
31606,318,3,3,6,0,330,192,0,0,0,0,192,136,0,0,0,0,136,265,3,3,3,0,274,361,0,3,4,0,368,869,5,0,9,3,886,836,10,3,9,0,858,1277,21,0,8,0,1306,854,3,3,0,0,860,592,3,0,4,0,599,296,0,0,3,0,299,378,0,0,4,0,382,6374,48,15,50,3,6490,Sunshine Coast Hinterland
31701,649,13,20,5,0,687,461,10,14,0,0,485,380,6,15,0,0,401,807,22,36,0,0,865,1124,30,36,0,0,1190,2969,102,149,6,0,3226,3396,72,97,3,5,3573,3435,33,51,3,3,3525,1269,17,6,0,3,1295,783,12,10,0,0,805,405,8,6,0,0,419,793,19,12,3,0,827,16471,344,452,20,11,17298,Toowoomba
31801,257,3,3,6,0,269,153,0,3,0,0,156,160,0,3,3,0,166,285,0,3,0,0,288,337,0,5,4,0,346,817,8,4,8,0,837,606,8,4,6,0,624,529,11,3,7,0,550,186,0,3,0,0,189,142,4,0,0,0,146,81,0,3,0,4,88,281,8,0,5,0,294,3834,42,34,39,4,3953,Charters Towers - Ayr - Ingham
31802,690,14,41,4,0,749,375,9,15,3,0,402,309,12,21,0,0,342,792,33,31,5,0,861,1016,43,59,0,0,1118,2784,105,150,8,3,3050,3139,117,181,6,0,3443,5117,126,187,9,0,5439,2721,40,66,3,3,2833,1807,22,56,0,3,1888,798,15,51,3,0,867,1023,25,50,3,0,1101,20571,561,908,44,9,22093,Townsville
31901,465,5,7,7,0,484,344,3,3,7,0,357,308,4,6,3,0,321,617,7,4,0,0,628,721,7,18,7,0,753,1800,19,21,17,0,1857,1729,18,25,4,0,1776,1503,15,20,5,0,1543,580,3,3,3,0,589,324,3,8,0,0,335,183,4,3,3,3,196,545,3,3,3,0,554,9119,91,121,59,3,9393,Bundaberg
30908,159,39,12,0,0,210,68,23,0,0,0,91,73,19,4,0,0,96,124,25,5,0,0,154,145,58,5,0,0,208,450,144,15,0,0,609,468,192,49,0,0,709,795,264,52,0,4,1115,650,162,33,0,0,845,610,70,17,0,0,697,309,22,9,0,0,340,227,54,8,0,0,289,4078,1072,209,0,4,5363,Robina
30909,198,37,28,0,0,263,87,12,11,0,0,110,71,11,19,0,0,101,147,30,22,0,0,199,228,34,50,0,0,312,529,112,123,0,0,764,584,152,162,0,4,902,1001,172,169,0,3,1345,742,65,49,0,0,856,529,31,41,0,0,601,235,11,19,0,0,265,278,39,42,0,0,359,4629,706,735,0,7,6077,Southport
30910,100,28,69,0,0,197,24,12,19,0,0,55,21,12,20,0,0,53,41,14,32,0,0,87,45,21,67,0,0,133,141,58,173,0,0,372,141,67,213,0,0,421,217,106,281,0,0,604,151,60,123,0,0,334,261,58,110,4,0,433,358,73,99,0,0,530,160,34,88,0,0,282,1660,543,1294,4,0,3501,Surfers Paradise
31001,236,5,0,0,0,241,159,8,0,0,0,167,134,4,0,0,0,138,226,12,0,0,0,238,366,7,0,0,0,373,968,28,0,0,0,996,1133,65,9,0,0,1207,1775,71,8,0,0,1854,950,10,3,0,0,963,571,6,0,4,0,581,185,3,0,0,0,188,284,11,3,0,0,298,6987,230,23,4,0,7244,Forest Lake - Oxley
31002,323,0,0,4,0,327,258,0,3,3,0,264,242,0,0,0,3,245,466,0,0,4,0,470,563,0,3,3,0,569,1322,3,3,5,3,1336,1277,0,0,3,0,1280,1588,0,0,4,0,1592,582,3,0,3,0,588,376,0,0,4,0,380,175,0,0,0,0,175,445,0,0,0,0,445,7617,6,9,33,6,7671,Ipswich Hinterland
31003,422,10,3,0,0,435,283,11,3,0,0,297,276,5,0,3,0,284,557,11,4,0,0,572,718,18,4,0,0,740,1864,34,12,0,0,1910,2398,47,14,0,0,2459,2631,25,3,7,0,2666,1059,7,0,0,0,1066,701,4,3,0,0,708,228,3,0,0,0,231,580,10,4,3,0,597,11717,185,50,13,0,11965,Ipswich Inner
31004,217,3,3,0,0,223,138,3,0,0,0,141,139,5,3,0,0,147,282,19,3,0,0,304,359,11,3,0,0,373,1021,65,13,0,0,1099,1392,57,14,0,0,1463,2333,60,8,0,0,2401,1286,25,0,0,0,1311,662,7,0,0,0,669,247,3,0,0,0,250,355,10,3,0,0,368,8431,268,50,0,0,8749,Springfield - Redbank
31101,52,3,3,0,0,58,31,3,0,0,0,34,20,3,0,0,0,23,59,3,0,0,0,62,80,3,0,3,0,86,208,3,3,0,0,214,224,3,3,0,0,230,290,0,0,0,0,290,132,3,0,0,0,135,82,0,0,0,0,82,39,0,0,3,0,42,84,3,0,0,0,87,1301,27,9,6,0,1343,Beaudesert
31201,150,4,4,6,0,164,45,3,0,0,0,48,34,8,0,0,0,42,93,4,0,0,0,97,114,5,0,3,0,122,256,10,3,4,0,273,265,9,4,3,0,281,373,12,4,4,3,396,241,0,3,3,0,247,177,3,3,4,0,187,79,0,0,3,0,82,171,4,3,3,0,181,1998,62,24,33,3,2120,Bowen Basin - North
31102,151,9,3,0,0,163,84,8,3,0,0,95,87,3,3,0,0,93,169,13,4,0,0,186,218,17,10,0,0,245,620,81,30,0,0,731,734,92,20,0,0,846,1108,49,8,0,0,1165,527,11,0,0,0,538,243,3,0,0,0,246,82,4,0,0,0,86,227,18,4,0,0,249,4250,308,85,0,0,4643,Beenleigh
31103,316,3,0,0,0,319,200,3,0,3,0,206,209,0,0,0,0,209,398,5,0,0,0,403,480,11,3,0,0,494,1419,27,7,0,0,1453,1743,26,3,3,0,1775,2761,31,3,0,3,2798,1102,3,4,0,0,1109,503,7,0,0,0,510,227,5,4,0,0,236,608,6,3,0,0,617,9966,127,27,6,3,10129,Browns Plains
31104,176,0,3,0,0,179,105,0,3,0,0,108,75,0,0,0,0,75,176,0,0,4,0,180,272,0,0,3,0,275,805,5,0,0,0,810,961,0,0,0,0,961,1595,0,3,0,0,1598,1246,3,0,0,0,1249,900,0,3,0,0,903,238,0,0,0,0,238,449,0,3,0,0,452,6998,8,15,7,0,7028,Jimboomba
31105,245,9,0,0,0,254,134,9,0,0,0,143,131,10,0,0,0,141,251,19,3,0,0,273,374,23,0,0,0,397,988,87,7,0,0,1082,1170,92,8,0,0,1270,1951,67,0,0,3,2021,1081,8,3,0,0,1092,648,0,3,0,0,651,285,0,0,0,0,285,432,16,0,0,0,448,7690,340,24,0,3,8057,Loganlea - Carbrook
31902,404,4,0,6,0,414,270,3,0,11,0,284,283,0,0,7,0,290,449,0,4,12,0,465,495,0,3,3,0,501,1006,5,8,8,0,1027,756,3,5,8,0,772,604,3,3,3,0,613,202,3,0,0,0,205,133,0,4,0,0,137,118,0,0,3,0,121,337,0,0,3,0,340,5057,21,27,64,0,5169,Burnett
31903,314,3,3,7,0,327,237,0,3,4,0,244,200,4,0,0,0,204,380,3,4,6,0,393,445,4,0,5,0,454,999,4,6,17,0,1026,895,5,0,3,0,903,924,6,3,3,0,936,351,0,0,3,0,354,184,0,3,5,0,192,88,0,0,3,0,91,357,0,3,0,0,360,5374,29,25,56,0,5484,Gympie - Cooloola
31904,237,8,7,0,0,252,174,0,8,0,0,182,142,3,4,0,0,149,311,9,9,0,0,329,362,3,7,0,0,372,779,12,34,4,0,829,839,18,17,0,0,874,1050,16,19,4,0,1089,400,4,5,0,0,409,247,0,10,0,0,257,107,0,10,3,0,120,314,0,5,0,0,319,4962,73,135,11,0,5181,Hervey Bay
31905,272,5,0,7,0,284,233,0,4,4,0,241,222,0,0,3,0,225,377,0,7,0,0,384,446,0,0,3,0,449,1027,5,9,10,0,1051,900,8,3,0,0,911,675,0,0,0,0,675,249,0,0,0,0,249,117,0,0,0,0,117,58,0,0,3,0,61,293,0,0,3,0,296,4869,18,23,33,0,4943,Maryborough
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Qld)
40403,223,27,26,0,0,276,150,19,31,0,0,200,144,10,30,0,0,184,240,26,52,0,0,318,310,59,72,0,0,441,755,116,212,0,0,1083,722,97,251,0,0,1070,1056,188,125,0,3,1372,623,56,48,0,0,727,515,54,12,0,0,581,205,28,10,0,0,243,232,20,27,0,0,279,5175,700,896,0,3,6774,West Torrens
40502,226,0,0,3,0,229,195,5,0,0,0,200,182,4,0,0,0,186,292,0,0,0,0,292,297,0,5,0,0,302,570,0,0,3,0,573,366,3,0,6,0,375,249,3,0,3,0,255,72,0,0,4,0,76,59,0,0,0,0,59,43,0,0,0,0,43,130,0,0,3,0,133,2681,15,5,22,0,2723,Lower North
40503,239,5,0,3,0,247,299,18,0,0,0,317,278,12,3,3,0,296,402,14,0,3,0,419,418,9,0,4,0,431,724,10,0,4,0,738,365,0,0,5,0,370,271,0,3,0,0,274,62,0,3,0,0,65,47,0,0,0,0,47,30,0,0,0,0,30,143,0,0,0,0,143,3278,68,9,22,0,3377,Mid North
40101,24,28,30,0,0,82,7,16,11,0,0,34,3,3,12,0,0,18,8,20,18,0,3,49,10,27,29,0,0,66,25,63,83,0,0,171,23,86,104,0,0,213,45,98,127,0,0,270,19,77,63,0,0,159,33,54,48,0,0,135,67,47,35,0,0,149,8,28,14,0,0,50,272,547,574,0,3,1396,Adelaide City
40102,498,3,4,0,0,505,305,0,0,0,3,308,314,4,0,3,0,321,551,12,12,0,0,575,704,10,7,0,0,721,1734,24,10,4,0,1772,1730,31,14,0,0,1775,2190,15,13,3,0,2221,1142,5,0,5,0,1152,850,6,0,5,0,861,558,7,0,0,0,565,463,3,0,0,0,466,11039,120,60,20,3,11242,Adelaide Hills
40104,293,20,5,0,0,318,162,10,11,0,0,183,139,13,11,0,0,163,276,32,22,0,0,330,312,36,26,0,0,374,778,67,59,3,0,907,708,81,45,0,0,834,1001,99,36,0,0,1136,527,54,7,0,0,588,373,30,7,0,0,410,163,19,0,0,0,182,246,25,4,0,0,275,4978,486,233,3,0,5700,Campbelltown (SA)
40105,145,39,17,0,0,201,58,11,14,0,0,83,57,19,10,0,0,86,116,30,22,0,0,168,144,31,43,0,0,218,346,121,104,0,0,571,292,98,104,0,0,494,428,169,97,3,0,697,305,106,22,0,0,433,315,70,13,0,0,398,311,54,8,0,0,373,121,30,8,0,0,159,2638,778,462,3,0,3881,Norwood - Payneham - St Peters
40203,308,24,14,0,0,346,194,13,19,0,0,226,186,22,20,0,0,228,333,30,29,3,0,395,413,48,42,0,0,503,1023,108,100,0,0,1231,1081,143,64,0,0,1288,1477,154,42,0,0,1673,694,52,14,0,0,760,382,32,5,0,0,419,128,16,3,0,0,147,241,22,6,0,0,269,6460,664,358,3,0,7485,Port Adelaide - East
40106,146,14,9,0,0,169,83,3,4,3,0,93,74,11,3,0,0,88,111,9,15,0,4,139,147,5,19,0,0,171,361,44,51,0,0,456,349,36,56,0,0,441,482,61,47,0,0,590,312,23,11,0,3,349,366,27,0,0,0,393,287,7,3,0,0,297,140,14,7,0,0,161,2858,254,225,3,7,3347,Prospect - Walkerville
40501,243,7,8,0,0,258,215,3,0,3,0,221,191,3,0,0,0,194,347,7,3,3,0,360,451,4,3,0,3,461,1064,18,7,4,0,1093,992,6,9,6,0,1013,879,8,0,3,0,890,307,0,0,0,0,307,159,0,0,0,0,159,82,0,0,0,0,82,246,3,0,3,3,255,5176,59,30,22,6,5293,Barossa
40504,178,0,0,0,0,178,177,0,0,0,0,177,160,0,0,0,0,160,252,0,0,6,0,258,266,4,0,0,0,270,505,6,0,6,0,517,341,4,0,0,0,345,254,5,0,0,0,259,55,4,0,0,0,59,45,0,0,0,0,45,25,0,0,0,0,25,128,3,0,0,3,134,2386,26,0,12,3,2427,Yorke Peninsula
40601,306,31,3,5,3,348,266,57,0,4,0,327,260,49,5,3,0,317,513,98,6,5,0,622,544,124,8,3,3,682,1241,252,8,7,0,1508,1010,67,9,7,0,1093,896,37,6,8,0,947,312,12,0,3,0,327,172,5,3,0,0,180,88,5,0,0,0,93,277,27,4,0,0,308,5885,764,52,45,6,6752,Eyre Peninsula and South West
40602,124,4,3,0,0,131,98,4,0,3,0,105,117,0,0,3,0,120,229,5,3,0,0,237,204,3,3,3,3,216,452,11,4,0,0,467,375,4,0,0,0,379,282,5,0,3,0,290,159,3,3,0,0,165,96,3,0,0,0,99,42,0,0,3,0,45,111,5,0,0,0,116,2289,47,16,15,3,2370,Outback - North and East
40701,385,4,3,3,0,395,280,6,6,0,0,292,266,3,4,0,0,273,408,6,3,3,0,420,462,9,4,3,0,478,1064,18,13,0,0,1095,966,10,8,7,0,991,907,8,3,3,0,921,306,0,0,0,0,306,233,0,0,4,0,237,126,3,0,0,0,129,269,6,6,0,0,281,5672,73,50,23,0,5818,Fleurieu - Kangaroo Island
40702,460,6,7,3,0,476,360,5,11,0,0,376,397,12,10,0,0,419,802,17,16,3,0,838,1008,19,24,0,0,1051,2044,35,36,3,0,2118,1371,14,10,0,5,1400,829,4,3,3,0,839,237,0,0,0,0,237,162,0,0,0,0,162,138,0,3,3,0,144,411,5,8,3,0,427,8219,117,128,18,5,8487,Limestone Coast
40703,553,8,0,3,3,567,457,6,3,0,0,466,491,16,0,3,0,510,810,15,5,3,3,836,934,28,4,3,3,972,1784,15,0,3,0,1802,1146,7,6,4,0,1163,733,6,0,3,0,742,209,4,0,3,0,216,135,0,0,0,0,135,108,0,0,3,3,114,439,5,4,3,0,451,7799,110,22,31,12,7974,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
40107,206,26,18,0,0,250,89,23,13,0,0,125,69,23,17,0,0,109,125,32,23,0,0,180,156,35,30,0,0,221,383,108,74,0,0,565,365,98,105,0,0,568,547,130,80,0,3,760,382,79,24,0,0,485,474,88,20,0,0,582,474,44,12,0,0,530,163,19,15,0,0,197,3433,705,431,0,3,4572,Unley
40201,185,3,0,0,0,188,163,5,10,0,0,178,146,6,0,0,0,152,296,15,0,0,0,311,375,17,3,3,0,398,953,34,13,0,4,1004,1034,13,9,0,0,1056,1022,6,0,0,3,1031,409,7,0,0,0,416,197,3,0,0,0,200,84,0,0,0,0,84,232,4,0,0,0,236,5096,113,35,3,7,5254,Gawler - Two Wells
40202,346,33,3,0,0,382,400,86,4,0,0,490,392,62,6,0,0,460,825,96,11,0,0,932,993,127,11,7,0,1138,2409,175,20,0,0,2604,2358,53,3,0,3,2417,1841,15,4,0,3,1863,432,9,0,0,0,441,223,7,0,0,0,230,130,7,0,0,0,137,468,27,3,0,0,498,10817,697,65,7,6,11592,Playford
40103,244,32,19,0,0,295,87,12,9,0,0,108,66,18,14,0,0,98,133,16,38,0,0,187,150,23,30,0,0,203,437,75,84,0,0,596,400,60,95,0,0,555,639,108,85,0,0,832,416,49,30,0,0,495,605,52,21,0,0,678,711,24,9,0,0,744,204,24,20,0,0,248,4092,493,454,0,0,5039,Burnside
40204,712,34,11,0,3,760,653,46,8,3,0,710,678,36,19,3,0,736,1240,63,41,0,0,1344,1473,94,34,0,0,1601,3772,222,124,0,0,4118,4005,212,111,0,0,4328,3432,200,52,3,0,3687,931,37,11,0,0,979,582,31,6,0,0,619,246,10,4,0,0,260,829,38,9,0,0,876,18553,1023,430,9,3,20018,Salisbury
40205,607,23,7,0,0,637,456,17,14,0,0,487,416,15,7,0,0,438,863,18,24,0,0,905,1056,22,29,0,0,1107,2584,102,38,0,0,2724,2634,111,58,0,0,2803,3248,79,34,0,0,3361,1191,20,0,0,0,1211,616,3,4,0,0,623,285,3,0,0,0,288,608,19,4,0,0,631,14564,432,219,0,0,15215,Tea Tree Gully
40301,157,33,30,0,0,220,78,23,17,0,0,118,59,15,22,0,0,96,131,18,28,0,0,177,136,36,39,3,0,214,349,71,85,3,0,508,272,71,112,3,0,458,468,136,104,0,0,708,339,49,28,0,0,416,314,53,34,0,0,401,245,47,31,0,0,323,127,24,16,0,0,167,2675,576,546,9,0,3806,Holdfast Bay
40302,461,54,16,0,0,531,328,42,19,0,0,389,336,54,27,0,0,417,577,57,43,0,0,677,696,89,41,0,0,826,1663,201,115,0,0,1979,1681,240,121,0,0,2042,2346,306,95,0,0,2747,1089,182,26,0,0,1297,588,96,12,0,0,696,252,31,4,0,0,287,428,64,17,0,0,509,10445,1416,536,0,0,12397,Marion
40303,381,22,16,0,0,419,230,9,4,0,0,243,184,15,19,0,0,218,361,25,19,0,0,405,462,21,30,0,0,513,1118,65,83,0,0,1266,1060,52,98,0,0,1210,1636,72,65,0,0,1773,971,26,17,0,0,1014,856,16,8,0,0,880,523,15,4,0,0,542,317,10,9,0,0,336,8099,348,372,0,0,8819,Mitcham
40304,1175,27,22,0,0,1224,955,16,26,0,0,997,909,18,20,3,3,953,1703,26,18,3,0,1750,2085,25,29,0,3,2142,4867,119,99,3,4,5092,5128,105,85,4,3,5325,5287,80,43,3,0,5413,1757,15,12,0,3,1787,895,16,8,0,0,919,388,5,6,0,0,399,1040,16,13,0,0,1069,26189,468,381,16,16,27070,Onkaparinga
40401,471,29,26,3,0,529,313,34,24,0,0,371,281,31,26,0,0,338,518,77,43,0,0,638,654,72,40,3,0,769,1534,203,162,3,0,1902,1446,241,152,0,0,1839,2069,287,103,3,0,2462,1053,168,29,0,0,1250,814,110,23,0,0,947,363,64,13,0,0,440,455,54,23,0,0,532,9971,1370,664,12,0,12017,Charles Sturt
40402,246,34,15,0,0,295,199,31,16,0,0,246,207,31,15,0,0,253,374,50,20,0,0,444,413,51,40,4,0,508,1100,151,81,3,0,1335,1080,189,78,6,0,1353,1382,154,54,3,3,1596,547,58,14,0,0,619,373,33,6,0,4,416,165,18,9,4,0,196,259,23,14,0,0,296,6345,823,362,20,7,7557,Port Adelaide - West
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (SA)
50101,206,13,0,0,0,219,101,6,0,0,0,107,117,4,0,0,0,121,192,3,3,0,0,198,244,11,3,3,0,261,673,8,8,0,0,689,681,15,0,3,0,699,937,17,4,3,0,961,614,4,6,4,0,628,469,9,0,0,3,481,291,7,3,3,0,304,264,7,0,0,0,271,4789,104,27,16,3,4939,Augusta - Margaret River - Busselton
50102,455,13,3,4,0,475,295,12,3,0,0,310,286,5,3,0,0,294,548,18,3,3,3,575,687,20,0,6,0,713,1882,46,22,4,0,1954,2012,45,24,3,0,2084,2909,30,18,5,0,2962,1621,28,12,0,0,1661,999,7,5,4,0,1015,468,10,3,3,0,484,639,13,0,3,0,655,12801,247,96,35,3,13182,Bunbury
50103,179,0,0,0,0,179,87,0,0,3,0,90,96,0,0,6,4,106,195,0,7,0,0,202,236,0,0,0,0,236,479,0,0,6,0,485,396,3,0,0,0,399,414,0,0,5,0,419,178,0,0,0,0,178,143,0,0,3,0,146,93,0,0,0,0,93,132,0,0,3,0,135,2628,3,7,26,4,2668,Manjimup
50201,433,30,7,0,0,470,232,13,10,0,0,255,199,12,3,0,0,214,339,22,4,6,0,371,452,11,11,0,0,474,1204,46,25,8,0,1283,1271,43,27,3,0,1344,2121,69,32,3,3,2228,1416,22,18,0,0,1456,987,13,14,0,0,1014,559,19,14,3,0,595,541,12,17,5,0,575,9754,312,182,28,3,10279,Mandurah
50301,401,30,32,0,0,463,68,10,10,0,0,88,58,6,3,0,0,67,108,8,17,0,0,133,129,15,20,0,0,164,376,42,40,0,0,458,320,38,67,0,0,425,603,53,72,0,0,728,347,25,36,0,0,408,684,52,32,0,0,768,1992,78,54,0,0,2124,412,19,18,0,0,449,5498,376,401,0,0,6275,Cottesloe - Claremont
50302,308,73,95,0,0,476,105,27,40,0,0,172,93,25,51,5,0,174,172,39,76,0,0,287,196,54,124,0,0,374,491,145,332,3,3,974,548,170,413,3,0,1134,833,283,651,11,0,1778,606,206,435,8,0,1255,959,283,399,4,0,1645,1425,261,256,4,0,1946,257,69,88,3,0,417,5993,1635,2960,41,3,10632,Perth City
