SA3_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,SA3_NAME11
50103,55,66,121,100,91,191,36,244,280,125,560,685,743,335,1078,573,295,868,574,168,742,519,161,680,505,82,587,724,97,821,481,10,491,340,45,385,231,0,231,50,0,50,76,0,76,771,41,812,109,97,206,6012,2292,8304,Manjimup
50201,193,204,397,273,230,503,158,718,876,363,1993,2356,2657,1416,4073,2149,781,2930,1981,549,2530,1498,500,1998,1451,403,1854,2477,525,3002,1826,75,1901,1945,425,2370,1199,33,1232,446,15,461,644,20,664,3045,168,3213,466,514,980,22771,8569,31340,Mandurah
50301,187,274,461,141,217,358,53,387,440,97,767,864,445,868,1313,488,586,1074,622,526,1148,595,604,1199,707,442,1149,1169,608,1777,1088,99,1187,2540,853,3393,1767,59,1826,1048,41,1089,2761,55,2816,2135,281,2416,147,284,431,15990,6951,22941,Cottesloe - Claremont
50302,232,481,713,161,353,514,87,956,1043,164,1725,1889,786,1399,2185,854,1273,2127,969,1263,2232,1004,1452,2456,1074,1340,2414,2057,1935,3992,2021,393,2414,3030,2491,5521,2291,230,2521,1240,136,1376,2729,247,2976,2279,827,3106,189,432,621,21167,16933,38100,Perth City
50401,137,215,352,181,195,376,143,687,830,220,1703,1923,1464,1242,2706,1368,938,2306,1377,919,2296,1424,933,2357,1446,721,2167,2458,875,3333,2186,194,2380,1978,666,2644,1429,80,1509,692,35,727,997,49,1046,2187,365,2552,311,419,730,19998,10236,30234,Bayswater - Bassendean
50402,50,76,126,92,61,153,52,221,273,105,585,690,736,417,1153,637,287,924,680,237,917,701,243,944,738,188,926,1398,211,1609,1206,37,1243,1211,165,1376,754,12,766,388,9,397,490,3,493,1430,64,1494,196,205,401,10864,3021,13885,Mundaring
50403,189,196,385,231,164,395,153,511,664,323,1239,1562,1662,741,2403,1535,783,2318,1644,703,2347,1951,793,2744,2052,640,2692,3965,569,4534,3362,112,3474,2716,366,3082,1695,41,1736,716,23,739,1017,29,1046,3440,201,3641,467,313,780,27118,7424,34542,Swan
50501,248,248,496,308,216,524,139,535,674,308,1541,1849,1855,1373,3228,2016,947,2963,2264,890,3154,2327,959,3286,2641,784,3425,5301,980,6281,5092,165,5257,5625,736,6361,3917,83,4000,1860,42,1902,2784,50,2834,5569,377,5946,469,359,828,42723,10285,53008,Joondalup
50502,400,494,894,504,491,995,265,1647,1912,532,4048,4580,3093,2804,5897,2891,2171,5062,3055,2027,5082,2922,2215,5137,3052,1785,4837,5194,2215,7409,4783,483,5266,4888,1685,6573,3731,209,3940,1841,118,1959,3072,183,3255,4913,862,5775,762,909,1671,45898,24346,70244,Stirling
50503,320,196,516,356,196,552,230,634,864,439,1514,1953,2412,1109,3521,2403,941,3344,2454,853,3307,2749,1041,3790,3076,718,3794,5774,763,6537,5122,158,5280,4209,518,4727,2763,68,2831,1140,27,1167,1428,36,1464,4941,300,5241,634,355,989,40450,9427,49877,Wanneroo
50601,104,119,223,156,115,271,97,358,455,223,1011,1234,1241,596,1837,1184,556,1740,1132,523,1655,1300,551,1851,1291,354,1645,2299,387,2686,1938,73,2011,1525,198,1723,981,20,1001,415,10,425,535,21,556,1950,131,2081,296,277,573,16667,5300,21967,Armadale
50602,177,270,447,176,232,408,120,610,730,195,1523,1718,1094,912,2006,973,818,1791,931,765,1696,1019,837,1856,1077,704,1781,1882,935,2817,1741,244,1985,1691,843,2534,1165,146,1311,578,66,644,860,106,966,1620,465,2085,297,375,672,15596,9851,25447,Belmont - Victoria Park
50603,249,337,586,281,231,512,123,627,750,241,1601,1842,1264,1129,2393,1408,796,2204,1397,749,2146,1527,776,2303,1492,607,2099,2785,717,3502,2477,188,2665,2479,459,2938,1659,62,1721,788,46,834,1190,55,1245,2489,381,2870,304,331,635,22153,9092,31245,Canning
50607,113,218,331,81,149,230,58,312,370,101,699,800,408,708,1116,486,489,975,492,520,1012,514,554,1068,556,504,1060,938,653,1591,967,125,1092,1404,735,2139,1015,53,1068,546,40,586,1093,66,1159,1102,268,1370,105,185,290,9979,6278,16257,South Perth
50701,172,156,328,210,166,376,136,530,666,236,1333,1569,1479,849,2328,1264,680,1944,1259,616,1875,1476,657,2133,1587,505,2092,3101,656,3757,2988,151,3139,2664,442,3106,1843,61,1904,837,35,872,1075,53,1128,2956,260,3216,379,303,682,23662,7453,31115,Cockburn
50702,62,113,175,109,153,262,58,434,492,94,912,1006,548,584,1132,506,417,923,465,317,782,453,375,828,457,305,762,791,456,1247,814,87,901,1019,468,1487,825,49,874,385,25,410,708,46,754,1074,256,1330,118,190,308,8486,5187,13673,Fremantle
50703,53,58,111,56,73,129,51,178,229,117,495,612,583,234,817,553,209,762,519,276,795,592,281,873,587,197,784,1098,198,1296,860,35,895,588,88,676,340,22,362,148,3,151,157,12,169,984,71,1055,148,123,271,7434,2553,9987,Kwinana
50704,239,275,514,250,246,496,90,578,668,197,1654,1851,1287,1397,2684,1386,981,2367,1521,818,2339,1379,796,2175,1452,645,2097,2636,856,3492,2533,152,2685,3570,747,4317,2569,68,2637,1329,32,1361,2517,66,2583,3223,333,3556,294,321,615,26472,9965,36437,Melville
50705,198,174,372,212,207,419,165,607,772,342,1651,1993,2000,1096,3096,1838,730,2568,1652,633,2285,1738,730,2468,1885,558,2443,3687,695,4382,2990,128,3118,2973,472,3445,1859,36,1895,810,30,840,952,30,982,3974,269,4243,460,378,838,27735,8424,36159,Rockingham
50801,50,38,88,43,34,77,32,119,151,59,300,359,327,210,537,298,169,467,295,128,423,287,122,409,341,84,425,534,93,627,409,11,420,294,70,364,204,3,207,74,0,74,92,3,95,507,25,532,99,94,193,3945,1503,5448,Esperance
50802,35,32,67,33,24,57,14,86,100,23,169,192,178,117,295,153,110,263,161,99,260,142,74,216,157,67,224,280,74,354,225,17,242,178,61,239,130,7,137,53,4,57,51,4,55,304,20,324,76,86,162,2193,1051,3244,Gascoyne
50803,51,101,152,73,55,128,69,206,275,111,392,503,386,196,582,353,230,583,307,218,525,390,325,715,497,304,801,1051,492,1543,956,70,1026,1343,462,1805,987,54,1041,451,22,473,622,56,678,1109,128,1237,254,176,430,9010,3487,12497,Goldfields
50804,48,83,131,76,56,132,89,200,289,115,241,356,384,185,569,457,213,670,366,217,583,422,285,707,401,231,632,767,301,1068,760,64,824,588,200,788,494,46,540,200,22,222,299,30,329,952,136,1088,181,135,316,6599,2645,9244,Kimberley
50805,150,126,276,163,155,318,102,435,537,209,1064,1273,1195,707,1902,939,528,1467,990,438,1428,925,446,1371,1052,297,1349,1616,384,2000,1274,57,1331,1024,230,1254,640,23,663,243,7,250,391,7,398,2075,105,2180,382,319,701,13370,5328,18698,Mid West
50806,56,57,113,39,33,72,38,72,110,61,101,162,153,92,245,158,86,244,129,126,255,180,221,401,234,248,482,601,477,1078,626,39,665,1892,932,2824,1353,62,1415,839,54,893,1810,149,1959,1199,150,1349,235,133,368,9603,3032,12635,Pilbara
50901,202,133,335,198,162,360,125,542,667,282,1411,1693,1464,983,2447,1388,670,2058,1480,464,1944,1279,428,1707,1322,296,1618,1838,300,2138,1363,31,1394,759,128,887,561,7,568,151,7,158,274,3,277,1744,110,1854,269,283,552,14699,5958,20657,Albany
50902,211,172,383,237,188,425,117,489,606,246,1203,1449,1455,671,2126,1239,621,1860,1178,482,1660,1061,433,1494,1097,320,1417,1742,286,2028,1231,40,1271,921,203,1124,554,14,568,162,7,169,303,9,312,2084,89,2173,327,320,647,14165,5547,19712,Wheat Belt - North
50903,108,79,187,110,75,185,51,214,265,115,469,584,493,274,767,516,246,762,497,192,689,401,158,559,462,115,577,642,133,775,463,14,477,292,94,386,212,5,217,53,0,53,123,3,126,698,21,719,142,130,272,5378,2222,7600,Wheat Belt - South
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (WA)
60101,15,24,39,40,41,81,65,153,218,127,287,414,539,135,674,439,133,572,439,122,561,419,98,517,395,47,442,583,46,629,410,8,418,191,12,203,110,0,110,37,0,37,37,3,40,384,15,399,110,72,182,4340,1196,5536,Brighton
60102,53,72,125,100,123,223,86,423,509,191,1209,1400,1144,870,2014,1255,657,1912,1177,480,1657,1250,439,1689,1133,309,1442,1818,326,2144,1635,44,1679,939,131,1070,744,11,755,255,0,255,344,3,347,1308,94,1402,196,240,436,13628,5431,19059,Hobart - North East
60103,72,111,183,107,179,286,122,762,884,279,1963,2242,1710,1162,2872,1506,818,2324,1319,655,1974,1406,506,1912,1212,299,1511,1756,273,2029,1334,58,1392,583,69,652,336,9,345,143,0,143,109,3,112,1218,91,1309,284,383,667,13496,7341,20837,Hobart - North West
60104,35,33,68,75,42,117,41,196,237,99,580,679,596,515,1111,736,333,1069,702,285,987,757,218,975,717,165,882,1304,203,1507,1094,45,1139,705,62,767,526,7,533,193,4,197,208,3,211,824,56,880,90,89,179,8702,2836,11538,Hobart - South and West
60105,93,174,267,104,234,338,53,580,633,127,1089,1216,611,1149,1760,725,793,1518,795,723,1518,835,729,1564,824,574,1398,1487,711,2198,1435,138,1573,1168,437,1605,1017,50,1067,412,23,435,651,7,658,1235,348,1583,110,211,321,11682,7970,19652,Hobart Inner
50606,39,26,65,49,33,82,23,51,74,49,112,161,276,88,364,255,80,335,248,75,323,281,97,378,336,70,406,678,79,757,594,10,604,518,46,564,325,6,331,155,3,158,186,5,191,741,27,768,81,24,105,4834,832,5666,Serpentine - Jarrahdale
60106,26,27,53,46,35,81,34,141,175,60,414,474,455,244,699,418,203,621,400,151,551,418,120,538,389,68,457,611,65,676,392,4,396,215,28,243,134,4,138,35,0,35,51,0,51,387,22,409,71,59,130,4142,1585,5727,Sorell - Dodges Ferry
60201,84,177,261,186,284,470,166,1092,1258,412,2377,2789,2221,1721,3942,2111,1235,3346,1859,907,2766,2020,751,2771,1826,498,2324,2731,492,3223,2055,96,2151,1160,219,1379,794,29,823,298,11,309,363,15,378,1811,240,2051,311,491,802,20408,10635,31043,Launceston
60202,45,60,105,93,78,171,42,272,314,106,632,738,844,381,1225,676,265,941,723,172,895,579,136,715,510,75,585,805,65,870,518,10,528,280,30,310,160,0,160,64,0,64,54,0,54,628,22,650,117,127,244,6244,2325,8569,Meander Valley - West Tamar
60203,72,95,167,166,162,328,101,542,643,237,1207,1444,1490,643,2133,1200,462,1662,1109,284,1393,967,221,1188,890,116,1006,1151,136,1287,775,17,792,381,66,447,198,4,202,97,0,97,111,0,111,1003,46,1049,224,217,441,10172,4218,14390,North East
60301,27,19,46,60,39,99,23,136,159,71,328,399,414,155,569,376,141,517,332,87,419,352,56,408,279,39,318,356,37,393,242,4,246,100,10,110,62,0,62,22,0,22,31,0,31,307,17,324,74,67,141,3128,1135,4263,Central Highlands (Tas.)
60302,43,39,82,63,75,138,42,199,241,95,521,616,635,302,937,635,233,868,551,144,695,540,85,625,443,70,513,629,51,680,382,5,387,192,28,220,110,5,115,37,0,37,62,0,62,492,16,508,93,91,184,5044,1864,6908,Huon - Bruny Island
60303,16,22,38,39,28,67,13,92,105,36,240,276,301,161,462,283,100,383,225,70,295,153,45,198,147,18,165,185,26,211,72,0,72,35,18,53,28,0,28,8,0,8,8,0,8,183,13,196,43,54,97,1775,887,2662,South East Coast
60401,83,111,194,192,155,347,127,727,854,281,1695,1976,1808,817,2625,1506,651,2157,1318,414,1732,1198,308,1506,1121,205,1326,1628,214,1842,1045,32,1077,590,90,680,351,9,360,109,3,112,149,0,149,1335,78,1413,264,302,566,13105,5811,18916,Burnie - Ulverstone
60402,67,86,153,178,142,320,113,507,620,254,1380,1634,1609,794,2403,1324,534,1858,1233,382,1615,1130,297,1427,1089,175,1264,1494,168,1662,996,27,1023,487,87,574,315,4,319,84,3,87,112,3,115,1168,64,1232,240,234,474,11893,4887,16780,Devonport
60403,34,44,78,67,52,119,33,219,252,103,509,612,567,279,846,498,233,731,403,174,577,451,147,598,427,116,543,688,141,829,401,12,413,287,62,349,130,6,136,38,3,41,57,0,57,542,29,571,97,97,194,4823,2123,6946,West Coast
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Tas.)
70101,32,44,76,22,41,63,14,154,168,40,236,276,134,164,298,133,185,318,120,252,372,220,307,527,246,283,529,539,444,983,656,155,811,636,373,1009,604,80,684,266,39,305,555,72,627,645,287,932,46,110,156,4908,3226,8134,Darwin City
70102,77,83,160,81,46,127,66,219,285,110,472,582,385,315,700,452,388,840,546,405,951,687,436,1123,811,417,1228,1604,567,2171,1656,146,1802,1263,304,1567,1057,68,1125,524,36,560,849,58,907,1517,240,1757,248,183,431,11933,4383,16316,Darwin Suburbs
50604,226,200,426,277,189,466,178,525,703,311,1481,1792,1871,933,2804,1823,871,2694,1819,829,2648,2081,870,2951,2205,607,2812,3868,702,4570,3469,175,3644,2546,334,2880,1619,56,1675,703,36,739,867,43,910,3262,279,3541,496,351,847,27621,8481,36102,Gosnells
50605,87,87,174,135,84,219,53,239,292,153,690,843,870,541,1411,869,397,1266,937,371,1308,969,410,1379,976,288,1264,1916,334,2250,1780,49,1829,1642,246,1888,1042,32,1074,528,19,547,738,20,758,1916,103,2019,190,160,350,14801,4070,18871,Kalamunda
70103,36,37,73,17,30,47,17,70,87,36,128,164,161,138,299,169,149,318,194,108,302,219,139,358,234,110,344,534,105,639,630,28,658,449,55,504,383,0,383,173,3,176,287,10,297,644,46,690,82,63,145,4265,1219,5484,Litchfield
70104,30,30,60,32,35,67,37,122,159,70,223,293,220,120,340,234,147,381,256,174,430,397,253,650,463,217,680,941,229,1170,1153,78,1231,825,129,954,582,36,618,242,8,250,310,14,324,914,104,1018,98,75,173,6804,1994,8798,Palmerston
70202,11,6,17,20,7,27,14,27,41,18,26,44,76,20,96,89,35,124,46,52,98,78,50,128,54,33,87,119,44,163,107,8,115,65,19,84,48,0,48,9,3,12,14,0,14,105,14,119,96,47,143,969,391,1360,Barkly
70201,45,40,85,125,45,170,75,184,259,109,245,354,356,203,559,365,306,671,328,340,668,466,392,858,481,296,777,922,408,1330,976,96,1072,703,223,926,529,32,561,191,16,207,347,20,367,964,161,1125,243,176,419,7225,3183,10408,Alice Springs
70203,22,29,51,88,38,126,47,76,123,87,113,200,243,57,300,208,77,285,206,76,282,221,103,324,197,70,267,300,101,401,235,15,250,146,48,194,118,7,125,44,0,44,51,0,51,249,18,267,42,48,90,2504,876,3380,Daly - Tiwi - West Arnhem
70204,8,6,14,14,3,17,15,11,26,20,10,30,83,13,96,75,19,94,100,24,124,141,54,195,137,66,203,257,109,366,248,11,259,308,105,413,249,3,252,113,3,116,144,7,151,245,6,251,23,10,33,2180,460,2640,East Arnhem
70205,16,25,41,40,17,57,42,109,151,54,92,146,217,82,299,220,121,341,198,96,294,237,104,341,247,91,338,425,121,546,393,21,414,268,63,331,199,10,209,67,4,71,70,9,79,435,34,469,132,114,246,3260,1113,4373,Katherine
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NT)
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NT)
80104,65,62,127,62,46,108,47,95,142,75,208,283,300,207,507,369,194,563,455,230,685,572,381,953,684,386,1070,1556,624,2180,1811,131,1942,1771,403,2174,1609,70,1679,788,25,813,1339,36,1375,1078,180,1258,84,47,131,12665,3325,15990,Gungahlin
80105,49,143,192,90,187,277,46,434,480,108,806,914,358,535,893,361,531,892,472,412,884,462,618,1080,452,657,1109,943,996,1939,1087,288,1375,1191,988,2179,1229,175,1404,572,83,655,1469,171,1640,1050,510,1560,70,196,266,10009,7730,17739,North Canberra
80106,23,43,66,32,66,98,12,202,214,47,326,373,155,259,414,153,211,364,163,197,360,181,273,454,241,265,506,470,518,988,564,118,682,744,711,1455,785,98,883,450,38,488,1293,84,1377,640,169,809,49,110,159,6002,3688,9690,South Canberra
80107,72,92,164,112,93,205,115,311,426,206,735,941,828,589,1417,876,558,1434,934,555,1489,1271,670,1941,1415,604,2019,3080,949,4029,3439,145,3584,2941,606,3547,2608,82,2690,1297,26,1323,2293,50,2343,2261,173,2434,196,151,347,23944,6389,30333,Tuggeranong
80101,87,140,227,121,169,290,125,411,536,230,989,1219,889,808,1697,967,811,1778,1185,733,1918,1456,960,2416,1537,902,2439,3001,1377,4378,3291,245,3536,2816,782,3598,2703,133,2836,1226,79,1305,2072,91,2163,2172,434,2606,203,214,417,24081,9278,33359,Belconnen
80102,3,0,3,0,0,0,5,0,5,0,3,3,9,3,12,0,9,9,0,7,7,0,8,8,9,3,12,19,6,25,19,0,19,12,3,15,11,0,11,14,0,14,12,0,12,20,3,23,0,4,4,133,49,182,Cotter - Namadgi
80103,0,7,7,3,10,13,0,33,33,3,53,56,19,44,63,18,39,57,14,27,41,21,25,46,14,25,39,39,10,49,25,6,31,21,9,30,17,0,17,4,0,4,14,0,14,29,0,29,0,14,14,241,302,543,Fyshwick - Pialligo - Hume
80108,11,26,37,30,45,75,30,126,156,51,294,345,215,258,473,268,250,518,285,205,490,383,210,593,378,201,579,712,301,1013,724,41,765,719,221,940,744,30,774,378,14,392,697,30,727,575,53,628,54,65,119,6254,2370,8624,Weston Creek
80109,43,54,97,45,68,113,32,187,219,51,481,532,282,404,686,322,397,719,409,366,775,451,425,876,513,403,916,917,572,1489,871,107,978,983,468,1451,971,67,1038,530,31,561,1287,60,1347,861,125,986,82,100,182,8650,4315,12965,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (ACT)
90101,0,0,0,0,3,3,0,3,3,3,9,12,11,9,20,9,14,23,9,12,21,27,20,47,16,16,32,46,18,64,58,5,63,42,9,51,34,0,34,17,0,17,20,3,23,37,0,37,9,3,12,338,124,462,Christmas Island
90102,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,12,11,0,11,11,3,14,10,0,10,10,3,13,16,0,16,14,0,14,7,0,7,0,0,0,5,0,5,31,3,34,3,0,3,133,9,142,Cocos (Keeling) Islands
90103,0,3,3,0,0,0,0,0,0,3,3,6,11,4,15,6,3,9,3,3,6,7,0,7,6,0,6,3,4,7,4,0,4,9,0,9,3,0,3,0,0,0,0,0,0,7,0,7,3,3,6,65,23,88,Jervis Bay
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,Migratory - Offshore - Shipping (OT)
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (OT)
