gml_id,sa3_code16,p_oth_svc_15_19_yr,p_oth_svc_20_24_yr,p_oth_svc_25_34_yr,p_oth_svc_35_44_yr,p_oth_svc_45_54_yr,p_oth_svc_55_64_yr,p_oth_svc_65_74_yr,p_oth_svc_75_84_yr,p_oth_svc_85_yr_over,p_oth_svc_tot,p_inad_desc_ns_15_19,p_inad_desc_ns_20_24,p_inad_desc_ns_25_34,p_inad_desc_ns_35_44,p_inad_desc_ns_45_54,p_inad_desc_ns_55_64,p_inad_desc_ns_65_74,p_inad_desc_ns_75_84,p_inad_desc_ns_85,p_inad_desc_ns_tot,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ace,"31905","43","51","102","121","138","105","15","0","0","582","32","65","85","111","143","121","47","15","0","620","860","1034","2150","2869","3495","2916","641","89","18","14078",Maryborough
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6acf,"40101","11","43","79","64","70","46","24","5","0","333","15","34","87","55","71","38","16","11","3","324","331","1356","3519","2136","2006","1538","638","92","15","11636",Adelaide City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad0,"40102","62","136","263","290","298","267","64","7","3","1394","70","62","148","224","288","213","69","19","5","1094","1987","2835","5322","7309","8867","6637","1849","196","40","35040",Adelaide Hills
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad1,"40105","17","53","124","107","138","97","40","4","0","577","23","48","117","101","88","73","23","6","3","478","630","1595","4032","3546","3516","2601","761","93","6","16769",Norwood - Payneham - St Peters
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad2,"40106","15","47","104","83","105","77","26","0","0","468","10","45","107","77","84","51","22","7","0","414","561","1324","3086","2828","2987","2391","543","71","3","13806",Prospect - Walkerville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad3,"40403","35","132","315","223","220","168","40","13","0","1146","28","76","255","150","167","115","46","18","6","862","1318","2987","7767","6274","5831","3915","898","137","16","29139",West Torrens
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad4,"40107","19","42","123","91","132","105","43","8","0","557","14","34","118","115","79","72","39","9","4","484","782","1646","3917","3891","3978","3019","889","90","11","18213",Unley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad5,"40201","23","95","127","114","131","102","22","0","0","606","28","44","93","111","109","98","24","6","4","517","963","1461","2800","3126","3913","2627","460","46","3","15398",Gawler - Two Wells
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad6,"40202","51","180","377","264","224","149","38","3","0","1278","71","201","354","297","290","170","43","13","7","1445","1752","3811","8258","6545","6936","4435","672","64","13","32482",Playford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad7,"40203","32","118","349","267","256","165","43","3","0","1222","35","124","342","224","172","106","29","11","3","1037","1042","2478","8802","7167","5261","3392","703","61","12","28917",Port Adelaide - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad8,"40204","77","272","638","492","443","334","59","9","0","2321","111","260","603","529","492","307","74","12","7","2401","2674","5858","13964","12615","12110","8015","1381","102","9","56725",Salisbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ad9,"40205","73","209","373","445","422","348","98","9","0","1984","59","113","194","265","301","192","57","16","3","1210","2527","3936","8882","9650","10395","7555","1539","121","11","44609",Tea Tree Gully
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ada,"40303","34","87","152","211","240","197","74","14","0","1003","32","47","150","172","185","120","50","24","5","796","1593","2613","5055","6634","7149","5169","1379","174","24","29779",Mitcham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6adb,"40304","122","340","760","737","753","492","130","7","0","3330","95","226","496","478","522","337","126","19","10","2308","4128","6911","15195","15976","16928","12421","2529","170","29","74285",Onkaparinga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6adc,"40401","68","216","496","404","520","327","110","11","3","2154","60","135","356","341","365","288","77","21","5","1653","2298","4739","11383","10355","11158","7606","1678","193","23","49445",Charles Sturt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6add,"40402","40","101","268","220","248","160","26","3","0","1067","36","82","201","176","214","150","44","14","5","926","1059","2245","5641","5385","5693","4022","726","48","9","24829",Port Adelaide - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ade,"40501","28","51","114","108","124","96","29","3","0","550","30","43","85","101","132","117","42","6","3","551","870","1240","2720","3426","3947","3294","863","136","26","16514",Barossa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6adf,"40502","16","27","60","70","68","49","17","3","0","312","17","22","45","58","68","68","42","17","3","337","392","645","1494","1716","2248","2117","632","126","21","9395",Lower North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae0,"40503","8","38","61","65","67","81","23","3","0","342","18","25","43","46","62","66","33","17","0","308","589","880","1836","1972","2561","2247","578","80","20","10758",Mid North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae1,"40504","24","36","83","65","79","70","14","3","0","369","25","18","39","46","59","60","25","12","5","297","485","622","1404","1513","2171","2040","531","109","24","8905",Yorke Peninsula
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae2,"40601","37","99","197","176","208","146","40","6","0","920","51","64","150","129","202","156","54","31","7","837","1255","1952","4746","4938","5950","4543","1059","154","26","24623",Eyre Peninsula and South West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae3,"40602","13","59","79","66","82","59","16","0","3","381","18","23","77","56","91","60","20","7","3","363","475","1065","2921","2563","2959","2263","494","52","12","12798",Outback - North and East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae4,"40701","34","78","116","143","174","127","42","4","0","715","36","39","94","105","129","108","59","25","4","594","976","1227","2622","3443","4482","4271","1279","214","21","18529",Fleurieu - Kangaroo Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae5,"40702","69","131","233","212","234","201","52","8","0","1142","81","88","150","190","213","178","66","33","9","1003","1831","2329","5112","5825","6914","5476","1605","293","56","29438",Limestone Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae6,"40703","66","120","201","186","229","173","49","6","3","1028","78","105","174","187","229","174","68","22","16","1058","1612","2479","5082","5286","6825","5666","1579","273","53","28846",Murray and Mallee
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae7,"50101","51","63","148","188","179","120","23","0","0","788","43","64","154","217","200","169","63","13","8","921","1327","1373","3950","5390","5212","3859","1057","145","23","22337",Augusta - Margaret River - Busselton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae8,"50102","142","218","405","375","381","232","64","11","0","1830","118","158","335","362","371","288","90","20","0","1746","2856","3534","8352","9287","10308","7256","1598","194","30","43404",Bunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ae9,"50103","23","30","48","60","80","46","20","0","0","308","34","22","61","58","93","113","41","12","0","446","519","521","1264","1809","2415","2243","788","146","14","9724",Manjimup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aea,"50201","89","180","293","269","276","190","47","6","0","1353","99","150","297","295","345","220","99","28","3","1533","2309","3213","6404","7230","8537","6086","1437","188","26","35431",Mandurah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aeb,"50301","49","88","126","114","138","121","49","14","0","687","63","114","181","262","301","205","111","36","7","1271","1720","3057","4832","5533","7295","5341","2013","398","37","30217",Cottesloe - Claremont
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aec,"50302","35","174","558","278","265","248","57","12","3","1623","45","179","749","510","434","228","109","24","3","2282","1429","5007","18580","11817","9595","6704","1921","218","25","55287",Perth City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aed,"40103","27","46","91","110","126","122","45","5","0","561","20","28","92","128","129","116","48","10","3","581","952","1574","3021","4095","4871","3736","1358","198","24","19836",Burnside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aee,"40104","28","119","217","247","260","147","53","14","0","1066","21","67","147","135","154","110","51","18","0","699","1062","2088","4825","5030","5429","3521","885","112","11","22954",Campbelltown (SA)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aef,"50401","43","171","466","346","334","227","70","6","0","1672","55","167","519","390","376","238","79","12","0","1848","1512","3482","10530","8766","7646","5538","1398","117","15","38989",Bayswater - Bassendean
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af0,"50402","54","87","166","168","179","162","39","3","0","867","56","84","128","174","251","149","50","13","0","905","1141","1498","2881","3541","4765","3589","909","93","3","18415",Mundaring
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af1,"50403","116","356","768","611","564","322","74","8","0","2826","129","319","736","655","639","382","105","25","3","2982","3250","5992","14233","13427","13011","7940","1648","146","14","59671",Swan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af2,"50501","148","335","606","592","671","511","145","9","0","3018","162","306","533","667","805","529","174","25","10","3207","4816","7297","13138","16081","18852","13916","3164","211","27","77502",Joondalup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af3,"50502","117","357","1140","704","660","466","163","18","0","3630","128","357","1146","947","783","548","187","50","15","4169","3517","8102","26324","20235","17629","12320","3337","437","51","91950",Stirling
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af4,"50503","202","502","1148","969","854","440","88","6","0","4208","219","468","998","954","921","489","127","19","0","4203","5261","8734","20886","20556","19005","9958","2055","174","17","86643",Wanneroo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af5,"50601","82","201","444","340","276","206","61","3","0","1621","83","209","461","406","389","201","55","11","3","1813","1825","3420","9480","7963","6903","4696","1025","96","5","35421",Armadale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af6,"50602","46","160","477","278","230","152","44","6","0","1394","41","188","521","328","273","161","62","14","3","1598","1167","3756","11289","7437","5757","3985","986","87","11","34478",Belmont - Victoria Park
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af7,"50603","71","177","401","315","321","256","76","4","0","1628","79","248","568","425","375","248","77","17","0","2038","2113","4953","10497","8822","8329","5881","1445","121","10","42174",Canning
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af8,"50604","109","266","569","522","505","324","64","12","0","2363","153","318","785","657","595","337","97","21","3","2967","2739","5085","12711","12192","10582","6979","1524","113","12","51931",Gosnells
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6af9,"50605","86","188","280","246","280","184","52","5","0","1320","84","121","250","265","269","227","49","17","0","1287","1604","2419","5029","5720","6092","4333","1145","120","4","26474",Kalamunda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6afa,"50606","42","107","173","116","116","69","13","0","0","632","41","71","126","149","145","83","25","3","0","650","745","1293","3161","2640","2690","1617","348","35","8","12529",Serpentine - Jarrahdale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6afb,"50607","18","70","168","99","116","96","48","7","0","632","32","75","229","167","176","134","62","17","3","880","876","2209","5226","3979","3953","3159","1004","92","16","20518",South Perth
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6afc,"50701","102","254","557","465","430","250","57","9","0","2121","128","217","567","605","539","268","89","20","0","2424","2558","4495","11979","11960","10392","6332","1372","121","14","49218",Cockburn
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6afd,"50702","19","44","113","99","110","84","27","0","0","487","33","66","194","184","188","125","37","12","0","825","717","1360","3884","3674","4027","3035","888","94","7","17686",Fremantle
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6afe,"50703","24","86","209","147","106","63","15","0","0","645","50","119","241","196","170","100","22","3","0","896","851","1689","4858","3855","3007","1697","277","17","7","16259",Kwinana
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aff,"50704","64","170","322","264","335","265","67","12","5","1509","84","178","389","442","454","348","124","29","3","2048","2618","4637","8727","9566","10765","8380","2272","250","24","47241",Melville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b00,"50705","115","276","532","450","405","225","43","7","0","2059","121","263","547","574","525","323","59","11","14","2424","3396","5623","11921","11891","12050","6830","1095","112","18","52937",Rockingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b01,"50901","64","117","190","201","221","166","47","6","0","1025","85","91","163","162","214","184","94","36","8","1040","1551","1843","4076","4944","6085","5076","1562","259","36","25431",Albany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b02,"50902","57","83","138","169","168","179","47","8","0","837","75","91","167","187","264","217","85","32","3","1122","967","1628","4005","4556","5752","5172","1724","361","42","24203",Wheat Belt - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b03,"50903","19","44","60","73","65","42","18","4","0","329","17","36","34","53","81","75","35","17","9","357","293","617","1637","1875","2277","1978","733","160","24","9586",Wheat Belt - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b04,"51001","40","90","222","195","170","104","27","4","0","853","45","76","179","170","189","151","65","9","0","889","566","1233","4073","3695","3749","3344","897","81","9","17649",Kimberley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b05,"51002","20","77","276","148","85","38","13","0","0","656","11","50","137","108","130","69","11","3","0","525","375","1256","5887","4729","4044","2255","315","24","3","18893",East Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b06,"51003","30","63","183","144","102","65","15","3","0","603","37","96","400","400","332","189","24","3","0","1486","518","1598","8372","7837","6648","3590","414","31","6","29005",West Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b07,"51101","21","46","67","70","72","45","8","0","0","325","19","29","47","42","70","40","19","5","4","280","407","555","1289","1474","1734","1242","383","62","15","7168",Esperance
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b08,"51102","11","18","33","22","37","31","7","0","0","158","13","22","59","50","59","74","21","5","0","294","180","366","1175","1149","1301","1265","345","59","8","5842",Gascoyne
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b09,"51103","75","118","225","197","164","102","23","0","0","911","43","76","145","168","168","117","30","4","0","762","958","1773","5500","4764","4676","3034","564","45","3","21319",Goldfields
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b0a,"51104","73","119","202","193","182","130","43","7","0","941","56","85","188","205","267","176","69","27","4","1068","1345","1853","4745","5075","6000","4498","1190","157","13","24881",Mid West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b0b,"60101","17","40","84","69","56","41","8","0","0","317","14","33","62","51","55","43","0","0","0","262","406","652","1491","1575","1436","1063","179","17","0","6819",Brighton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b0c,"60102","38","85","213","165","238","135","44","8","0","929","35","46","109","128","139","83","33","17","9","601","1231","1875","4567","5046","5465","4140","837","107","11","23285",Hobart - North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b0d,"60103","34","105","222","203","160","151","30","7","0","914","46","90","195","169","178","117","39","14","9","846","1244","2005","4809","4514","4830","3573","640","52","13","21686",Hobart - North West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b0e,"60104","18","46","113","128","112","109","31","3","0","562","21","37","78","68","76","67","23","4","0","380","854","1161","2810","3353","3551","2578","544","53","5","14912",Hobart - South and West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b0f,"60105","9","51","132","131","143","108","49","14","0","649","33","54","133","115","112","95","48","17","3","610","1053","2547","5566","5113","5388","3999","1078","142","14","24903",Hobart Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b10,"60106","16","38","54","61","57","52","7","3","0","278","14","19","47","52","59","35","16","3","0","242","386","538","1317","1409","1681","1314","298","31","0","6973",Sorell - Dodges Ferry
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b11,"60201","72","183","293","255","290","207","51","4","0","1355","65","101","226","219","233","181","54","12","5","1100","2182","3637","6874","7085","7921","5773","1215","128","16","34823",Launceston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b12,"60202","19","25","51","67","55","58","15","0","0","299","24","25","53","57","103","64","21","0","3","357","477","611","1333","1663","2336","1960","510","67","20","8980",Meander Valley - West Tamar
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b13,"60203","25","52","91","89","102","90","28","7","0","481","38","42","102","106","149","148","48","19","3","652","636","1081","2159","2654","3591","3181","775","151","16","14247",North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b14,"60301","3","20","31","32","40","27","7","0","0","158","8","14","26","42","58","35","16","11","0","210","215","331","721","889","1185","954","257","49","10","4613",Central Highlands (Tas.)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b15,"60302","17","33","63","50","74","50","16","3","0","290","17","23","45","60","71","52","17","4","3","291","318","462","1146","1538","1922","1578","397","60","6","7432",Huon - Bruny Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b16,"60303","3","5","13","17","13","6","9","0","0","56","8","7","6","19","29","15","4","11","3","104","75","121","372","432","581","628","189","37","3","2433",South East Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b17,"40302","43","190","379","329","329","266","66","5","0","1621","55","118","243","268","244","185","60","13","3","1193","2015","4255","9850","9139","8572","6612","1313","118","27","41888",Marion
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b18,"60401","32","92","162","148","182","130","34","0","0","776","48","61","115","125","157","119","50","13","4","700","1289","1673","3270","3619","4620","3447","642","85","22","18667",Burnie - Ulverstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b19,"40301","14","45","108","99","135","103","49","6","0","569","18","50","95","95","97","82","40","11","8","492","761","1441","3023","3141","3701","3093","835","99","17","16098",Holdfast Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b1a,"60402","37","93","162","164","167","100","24","0","0","757","42","47","119","129","140","116","47","16","4","671","1138","1394","3149","3582","4330","3226","740","107","19","17680",Devonport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b1b,"60403","22","26","47","43","52","38","8","0","0","238","35","30","34","57","60","49","21","8","0","283","373","654","1351","1420","1872","1526","362","70","10","7644",West Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b1c,"70101","17","53","159","93","82","65","24","3","0","497","31","66","198","133","150","97","26","6","3","715","467","1486","5574","3490","3368","2442","669","75","11","17576",Darwin City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b1d,"70102","49","78","219","210","181","114","30","6","0","885","72","121","291","248","252","156","40","12","0","1190","1258","2246","7085","6415","5472","3862","901","79","7","27316",Darwin Suburbs
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b1e,"70103","47","52","88","84","122","62","14","0","0","470","35","48","122","163","174","119","35","3","0","709","600","1088","2651","3039","3333","2109","469","41","3","13330",Litchfield
