SA3_MAIN11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot,SA3_NAME11
30504,10,55,96,11,16,58,246,4,48,7,15,4,0,78,30,35,79,25,3,6,178,111,32,161,20,18,3,345,143,7,111,4,5,4,274,355,8,183,11,7,3,567,1038,13,419,9,18,7,1504,1968,6,584,6,23,7,2594,1096,0,290,6,17,5,1414,429,0,137,0,6,3,575,441,0,121,0,4,0,566,63,17,61,0,11,16,168,5688,221,2249,107,132,112,8509,Brisbane Inner - West
30601,9,37,52,3,14,55,170,0,40,13,4,0,0,57,25,74,51,7,12,0,169,227,44,148,8,24,8,459,313,17,152,0,46,0,528,783,13,300,8,69,6,1179,1135,8,370,15,43,17,1588,1135,5,254,3,20,4,1421,217,0,47,0,5,0,269,65,0,15,0,3,0,83,45,0,15,0,0,0,60,50,18,53,0,14,12,147,4004,256,1470,48,250,102,6130,Cairns - North
30602,27,431,125,19,54,117,773,13,444,20,26,30,8,541,235,586,192,47,61,15,1136,1337,294,513,49,132,27,2352,971,79,433,21,104,6,1614,1429,70,561,18,97,16,2191,2777,43,760,24,127,25,3756,1026,6,292,6,35,3,1368,162,5,68,0,4,3,242,60,3,25,3,3,0,94,51,8,22,0,11,4,96,121,138,104,15,43,27,448,8209,2107,3115,228,701,251,14611,Cairns - South
30603,4,69,126,18,90,134,441,9,88,31,9,18,0,155,68,252,170,52,50,5,597,381,133,254,56,82,12,918,215,22,161,18,45,3,464,389,13,190,3,41,5,641,259,4,110,0,16,4,393,101,3,57,0,7,3,171,12,0,14,0,4,0,30,3,0,3,0,3,0,9,4,0,11,0,4,0,19,42,25,53,7,38,10,175,1487,609,1180,163,398,176,4013,Innisfail - Cassowary Coast
30604,0,16,31,7,30,39,123,0,21,10,4,11,3,49,23,42,31,32,15,0,143,102,27,69,20,14,0,232,84,11,53,3,17,3,171,191,0,71,0,9,3,274,237,3,68,0,4,0,312,144,0,30,0,4,0,178,41,0,9,0,3,3,56,10,0,0,0,0,0,10,11,0,4,0,0,0,15,18,13,9,3,7,3,53,861,133,385,69,114,54,1616,Port Douglas - Daintree
30605,4,95,157,7,89,185,537,7,113,21,15,25,4,185,62,179,188,46,78,9,562,215,65,307,27,72,13,699,192,19,207,16,34,0,468,423,18,249,4,31,5,730,364,6,189,4,27,6,596,125,0,49,0,4,0,178,5,0,7,0,0,4,16,3,0,0,0,0,0,3,3,0,6,0,0,0,9,31,35,49,11,29,14,169,1434,530,1429,130,389,240,4152,Tablelands (East) - Kuranda
30701,6,130,239,4,536,402,1317,8,89,30,11,62,3,203,127,194,276,31,125,9,762,264,69,254,23,63,18,691,147,26,150,5,32,4,364,295,12,150,0,26,3,486,329,3,108,3,19,0,462,244,0,40,0,13,3,300,70,0,10,0,7,0,87,16,3,5,0,4,0,28,16,0,16,3,4,0,39,33,26,80,8,160,13,320,1555,552,1358,88,1051,455,5059,Darling Downs (West) - Maranoa
30702,4,35,181,8,187,188,603,5,45,27,4,33,3,117,95,62,243,36,71,12,519,290,24,260,27,55,3,659,283,5,177,3,42,7,517,464,11,165,0,18,3,661,401,0,93,0,12,3,509,127,0,28,0,7,3,165,15,0,6,0,0,0,21,3,0,4,0,0,0,7,5,0,13,0,0,0,18,36,15,63,10,68,4,196,1728,197,1260,88,493,226,3992,Darling Downs - East
30703,6,43,111,3,80,124,367,11,46,25,3,17,0,102,139,74,241,44,57,13,568,526,26,308,10,44,7,921,347,3,172,3,24,7,556,630,3,192,0,26,3,854,324,0,75,0,11,0,410,35,0,13,0,0,0,48,3,0,3,0,0,0,6,3,0,0,0,0,0,3,3,0,10,3,0,0,16,36,10,40,3,23,13,125,2063,205,1190,69,282,167,3976,Granite Belt
30801,26,96,105,14,1140,189,1570,7,84,12,3,109,0,215,18,176,46,16,116,5,377,17,65,42,5,59,4,192,18,13,37,0,25,3,96,90,4,48,0,31,3,176,122,4,82,3,24,3,238,272,3,91,0,14,0,380,269,3,59,0,14,0,345,121,0,29,0,12,0,162,104,0,29,0,22,0,155,60,22,49,6,151,9,297,1124,470,629,47,1717,216,4203,Central Highlands (Qld)
30802,29,177,168,11,281,218,884,8,198,31,0,112,3,352,52,298,153,54,111,8,676,105,140,185,42,77,5,554,162,45,163,7,25,0,402,419,51,219,12,49,6,756,850,10,266,3,47,7,1183,1248,3,246,3,27,3,1530,483,3,58,0,20,3,567,142,0,28,0,3,0,173,77,3,27,0,7,3,117,119,62,77,10,132,18,418,3694,990,1621,142,891,274,7612,Gladstone - Biloela
30803,14,264,226,51,79,223,857,12,332,37,57,8,6,452,168,401,275,104,84,19,1051,541,161,455,59,73,7,1296,673,54,397,18,62,9,1213,1451,71,509,14,64,14,2123,1994,33,609,22,46,21,2725,1148,7,239,3,20,3,1420,186,3,33,0,4,0,226,33,3,9,3,3,0,51,32,6,15,0,3,3,59,108,87,131,38,62,28,454,6360,1422,2935,369,508,333,11927,Rockhampton
30306,12,31,76,6,0,39,164,4,45,5,12,5,0,71,15,65,58,5,40,0,183,24,55,61,9,37,6,192,22,11,67,5,4,0,109,46,5,99,5,5,3,163,510,14,243,13,29,5,814,1445,19,505,35,88,16,2108,272,0,79,6,6,4,367,56,0,28,0,8,0,92,53,0,22,0,0,0,75,53,21,83,14,20,12,203,2512,266,1326,110,242,85,4541,Sunnybank
30401,3,0,40,3,3,35,84,0,8,0,0,0,0,8,4,6,13,6,4,0,33,7,3,19,3,3,0,35,8,4,21,0,4,0,37,16,0,25,0,14,0,55,199,5,93,0,11,0,308,712,0,171,11,11,4,909,237,0,39,0,6,0,282,80,0,16,0,0,0,96,67,0,19,0,0,0,86,17,0,21,3,3,4,48,1350,26,477,26,59,43,1981,Centenary
30402,0,0,59,0,8,37,104,0,0,0,10,3,0,13,0,0,29,19,6,3,57,16,0,42,4,5,0,67,0,0,28,0,7,0,35,19,0,48,3,7,0,77,103,5,76,3,4,3,194,596,6,156,3,6,0,767,329,8,61,0,5,3,406,155,0,34,0,0,0,189,165,0,38,0,4,5,212,23,0,32,5,4,3,67,1406,19,603,47,59,54,2188,Kenmore - Brookfield - Moggill
30403,11,91,122,6,9,74,313,3,89,5,3,3,3,106,24,49,61,10,7,0,151,112,23,138,11,9,3,296,45,6,77,12,16,0,156,224,11,155,8,13,0,411,957,4,347,7,10,4,1329,1884,3,432,9,33,3,2364,930,5,237,6,13,3,1194,354,0,91,3,10,0,458,313,0,108,0,4,4,429,81,21,51,8,11,18,190,4938,302,1824,83,138,112,7397,Sherwood - Indooroopilly
30404,0,170,47,4,5,36,262,0,210,3,6,4,3,226,10,241,46,14,19,0,330,13,119,52,19,111,0,314,28,57,49,3,191,0,328,91,47,78,3,140,0,359,508,29,211,0,43,0,791,1184,10,230,3,21,5,1453,334,0,58,0,3,3,398,93,0,18,0,0,0,111,59,4,13,0,4,0,80,27,42,21,9,25,3,127,2347,929,826,61,566,50,4779,The Gap - Enoggera
30501,13,340,141,15,28,78,615,0,241,11,19,0,3,274,73,191,111,94,12,9,490,200,127,233,82,24,6,672,157,27,153,13,16,4,370,551,15,330,14,31,15,956,1325,15,529,15,49,13,1946,2327,8,809,18,37,10,3209,1969,0,634,19,39,12,2673,975,6,360,3,23,3,1370,958,5,401,7,36,4,1411,121,58,110,15,37,22,363,8669,1033,3822,314,332,179,14349,Brisbane Inner
30502,11,209,53,3,3,34,313,4,187,5,0,0,0,196,17,122,31,3,3,0,176,58,64,86,4,6,0,218,66,15,85,7,3,3,179,259,15,113,3,9,0,399,748,12,261,0,13,3,1037,1657,4,319,4,17,4,2005,783,0,162,4,3,0,952,294,0,64,0,3,3,364,357,3,78,0,3,3,444,30,30,40,6,4,16,126,4284,661,1297,34,67,66,6409,Brisbane Inner - East
30901,14,53,94,6,14,87,268,0,66,8,4,0,3,81,13,52,58,10,16,0,149,50,27,119,9,17,3,225,80,6,109,4,6,5,210,412,3,205,0,9,4,633,1757,4,577,4,64,15,2421,1744,4,631,11,67,18,2475,655,0,232,0,10,11,908,259,0,89,0,0,3,351,241,0,64,0,5,0,310,84,18,75,5,19,25,226,5309,233,2261,53,227,174,8257,Broadbeach - Burleigh
30902,13,184,77,3,7,68,352,3,148,3,3,0,3,160,18,125,56,3,9,3,214,111,71,113,11,21,3,330,163,17,135,3,13,3,334,716,12,258,0,12,5,1003,1179,7,559,9,61,18,1833,1246,0,487,4,49,9,1795,424,0,141,0,15,3,583,119,0,37,0,0,3,159,62,0,43,0,7,0,112,50,34,67,3,13,16,183,4104,598,1976,39,207,134,7058,Coolangatta
30903,9,192,77,10,14,71,373,0,202,6,4,0,3,215,17,156,53,25,45,0,296,53,86,119,50,18,11,337,116,27,112,13,10,3,281,509,24,250,4,58,11,856,1964,17,858,25,113,42,3019,1870,10,624,15,59,17,2595,565,3,152,0,10,0,730,182,0,55,0,3,0,240,197,0,62,0,3,4,266,90,60,66,13,9,17,255,5572,777,2434,159,342,179,9463,Gold Coast - North
30904,0,0,53,0,17,62,132,0,0,5,0,7,0,12,7,0,19,5,10,0,41,7,0,42,0,12,0,61,13,0,57,0,11,0,81,46,0,64,0,15,0,125,156,4,84,0,6,4,254,237,0,77,0,7,0,321,84,0,22,0,0,0,106,15,0,7,0,0,3,25,14,0,7,0,0,0,21,11,0,19,0,13,6,49,590,4,456,5,98,75,1228,Gold Coast Hinterland
30905,0,13,39,0,12,42,106,0,27,0,3,0,0,30,3,24,26,7,7,0,67,9,17,41,0,11,0,78,3,5,29,0,4,0,41,9,7,47,0,4,0,67,246,0,228,4,38,8,524,528,3,218,0,21,10,780,294,0,94,0,5,0,393,82,0,24,3,0,0,109,68,0,20,3,0,0,91,25,3,25,0,5,0,58,1267,99,791,20,107,60,2344,Mudgeeraba - Tallebudgera
30906,9,70,67,6,14,48,214,0,93,5,8,10,0,116,6,126,24,11,15,3,185,10,74,59,14,102,3,262,17,24,53,3,62,0,159,99,27,114,7,93,5,345,646,22,402,11,70,15,1166,1846,11,564,18,72,20,2531,457,0,131,0,4,0,592,125,0,41,0,0,0,166,90,3,26,0,5,0,124,48,30,44,7,15,18,162,3353,480,1530,85,462,112,6022,Nerang
30907,11,10,101,3,38,84,247,4,11,4,3,5,0,27,6,42,51,0,18,0,117,27,57,74,3,22,0,183,19,20,83,6,25,0,153,103,22,148,3,51,3,330,1160,12,495,18,79,15,1779,4905,3,675,14,59,30,5686,1011,3,169,4,8,0,1195,301,0,64,0,0,3,368,297,0,63,0,3,3,366,114,16,65,3,24,19,241,7958,196,1992,57,332,157,10692,Ormeau - Oxenford
31105,12,113,44,0,8,23,200,3,120,3,3,0,0,129,15,201,32,0,36,0,284,21,105,57,6,30,5,224,55,45,69,4,14,0,187,267,36,139,3,12,7,464,1088,29,451,15,51,16,1650,1345,6,303,4,21,8,1687,182,0,61,0,12,0,255,36,3,14,0,3,0,56,19,3,13,0,0,0,35,49,58,34,6,7,9,163,3092,719,1220,41,194,68,5334,Loganlea - Carbrook
31106,21,352,65,10,14,53,515,3,375,11,5,3,3,400,34,528,58,39,43,5,707,137,286,162,24,24,3,636,237,99,175,7,13,3,534,1091,139,317,9,33,10,1599,2262,41,683,24,94,14,3118,1057,14,293,3,36,8,1411,182,3,54,0,5,3,247,31,7,6,0,0,3,47,34,4,12,0,3,3,56,85,108,79,11,16,16,315,5174,1956,1915,132,284,124,9585,Springwood - Kingston
31201,91,98,103,6,2050,193,2541,4,78,18,3,306,0,409,30,93,70,33,187,7,420,67,34,67,27,75,5,275,90,12,64,14,33,0,213,131,13,62,10,22,4,242,226,19,78,3,30,0,356,179,3,73,7,27,3,292,91,0,20,0,16,0,127,22,0,4,0,7,0,33,242,0,59,0,55,0,356,71,27,44,3,212,19,376,1244,377,662,106,3020,231,5640,Bowen Basin - North
31202,7,254,264,14,99,208,846,6,242,44,19,26,7,344,29,391,173,35,56,6,690,129,215,277,41,88,9,759,176,59,241,15,48,7,546,530,63,374,18,51,5,1041,1189,42,630,41,92,15,2009,1931,7,777,38,82,8,2843,1099,0,249,0,38,6,1392,206,3,53,0,11,3,276,98,4,60,3,7,0,172,73,111,136,22,68,33,443,5473,1391,3278,246,666,307,11361,Mackay
31203,3,20,35,3,31,47,139,0,28,4,3,15,0,50,11,39,50,23,8,0,131,73,27,55,18,32,5,210,89,6,65,0,20,0,180,204,7,96,0,24,0,331,371,3,143,4,22,4,547,328,3,106,0,18,0,455,116,0,32,0,4,0,152,27,0,6,0,8,0,41,15,0,16,0,9,3,43,28,8,20,4,15,4,79,1265,141,628,55,206,63,2358,Whitsunday
31301,3,70,34,3,11,39,160,4,63,10,4,0,0,81,24,73,49,5,47,3,201,95,32,93,5,30,5,260,152,8,106,0,9,4,279,500,11,184,3,16,4,718,935,3,207,3,16,6,1170,465,0,61,3,3,0,532,85,0,21,0,3,0,109,12,0,3,3,0,0,18,17,0,3,0,3,0,23,41,18,26,14,10,13,122,2333,278,797,43,148,74,3673,Bribie - Beachmere
31302,8,169,39,7,19,49,291,4,162,8,11,0,4,189,13,254,49,17,13,8,354,90,129,114,40,34,18,425,190,27,154,25,35,9,440,943,43,266,16,27,8,1303,3300,14,403,8,32,22,3779,723,0,100,0,10,0,833,58,0,24,0,0,0,82,18,0,6,0,0,0,24,26,3,10,0,7,0,46,80,73,52,5,15,19,244,5453,874,1225,129,192,137,8010,Caboolture
31303,0,3,46,3,14,31,97,3,0,4,0,4,0,11,3,3,31,0,9,0,46,17,0,61,3,16,0,97,21,0,47,0,6,0,74,96,0,38,0,4,3,141,161,0,47,0,7,3,218,71,0,17,0,0,0,88,13,0,6,0,0,0,19,5,0,3,0,0,0,8,0,0,5,0,0,0,5,11,3,23,0,11,3,51,401,9,328,6,71,40,855,Caboolture Hinterland
31304,3,72,46,3,8,46,178,4,97,0,0,6,0,107,3,190,39,4,26,0,262,37,98,70,4,53,4,266,70,19,61,4,56,3,213,396,35,155,9,23,3,621,1574,10,361,18,43,13,2019,957,0,121,0,10,3,1091,113,0,34,0,0,0,147,26,0,3,0,3,0,32,19,0,6,0,6,0,31,61,43,40,3,7,6,160,3263,564,936,45,241,78,5127,Narangba - Burpengary
31305,10,337,62,15,11,52,487,3,334,8,29,4,5,383,36,358,113,29,30,13,579,252,187,213,20,23,8,703,272,36,188,3,26,5,530,779,45,350,3,26,9,1212,2045,28,508,11,52,16,2660,1195,0,245,0,15,5,1460,176,0,47,0,4,0,227,61,0,16,0,0,3,80,51,7,12,0,3,0,73,67,93,47,12,14,24,257,4947,1425,1809,122,208,140,8651,Redcliffe
31401,7,10,65,0,9,53,144,0,14,7,0,0,0,21,3,24,40,8,8,0,83,8,27,67,5,56,0,163,14,19,66,0,163,0,262,56,12,102,0,47,0,217,393,4,249,5,18,4,673,1322,5,283,0,21,3,1634,304,0,68,0,8,0,380,114,0,27,0,0,0,141,62,0,24,0,3,0,89,24,3,46,3,17,8,101,2307,118,1044,21,350,68,3908,Hills District
30908,9,59,49,0,8,33,158,3,50,6,0,0,0,59,3,86,25,9,4,0,127,16,54,37,5,0,3,115,20,12,26,6,5,3,72,54,16,68,0,0,3,141,415,5,264,8,32,4,728,2064,9,672,30,85,16,2876,875,3,175,7,15,3,1078,215,0,46,6,7,3,277,151,0,26,0,6,0,183,43,19,47,4,4,9,126,3868,313,1441,75,166,77,5940,Robina
30909,8,198,78,15,12,64,375,0,233,6,17,3,0,259,28,242,59,28,9,4,370,72,120,128,23,19,4,366,95,32,108,9,13,5,262,439,63,278,19,25,5,829,1317,37,570,16,73,15,2028,1889,13,586,12,60,20,2580,768,3,180,9,22,14,996,211,0,50,0,5,3,269,84,5,61,3,15,0,168,63,59,90,18,21,18,269,4974,1005,2194,169,277,152,8771,Southport
30910,12,0,73,5,20,49,159,0,3,4,0,0,0,7,11,0,38,0,4,0,53,122,3,75,4,5,0,209,185,0,84,7,4,0,280,563,0,209,9,26,12,819,975,3,384,11,36,15,1424,1054,5,435,11,55,19,1579,568,3,196,5,15,7,794,263,0,88,0,3,3,357,309,0,93,0,6,0,408,62,0,59,4,13,21,159,4124,17,1738,56,187,126,6248,Surfers Paradise
31001,12,308,72,3,14,50,459,3,391,8,5,3,6,416,14,575,60,22,22,8,701,25,288,88,38,100,5,544,29,117,78,7,80,7,318,221,120,186,14,73,8,622,1549,55,492,21,77,11,2205,1557,8,324,10,36,6,1941,134,8,41,0,3,0,186,35,3,7,0,3,0,48,14,8,8,0,5,0,35,46,136,45,9,27,11,274,3639,2017,1409,129,443,112,7749,Forest Lake - Oxley
31002,3,12,154,10,82,154,415,0,28,23,4,32,0,87,34,26,141,23,59,6,289,153,14,239,9,116,3,534,196,3,238,3,50,3,493,660,0,262,0,46,6,974,916,0,194,5,18,3,1136,182,3,71,3,9,3,271,28,0,13,0,3,0,44,6,0,0,0,0,0,6,6,0,19,0,5,0,30,49,9,73,4,33,12,180,2233,95,1427,61,453,190,4459,Ipswich Hinterland
31003,9,304,101,10,29,88,541,7,305,20,36,3,4,375,39,422,125,71,38,9,704,241,201,267,49,154,6,918,315,78,326,32,277,7,1035,1989,78,636,27,129,14,2873,3033,25,542,27,106,29,3762,498,11,126,3,22,3,663,75,0,27,6,4,0,112,20,3,3,0,0,0,26,38,8,14,0,8,0,68,90,112,91,14,34,26,367,6354,1547,2278,275,804,186,11444,Ipswich Inner
31004,7,81,57,3,4,33,185,0,115,8,4,0,0,127,15,246,37,19,40,3,360,68,116,73,17,40,3,317,115,44,121,7,63,0,350,690,64,223,11,50,4,1042,3460,13,449,8,49,18,3997,1679,6,158,0,17,10,1870,145,3,18,0,0,0,166,34,0,10,3,0,0,47,29,6,9,3,5,0,52,88,34,44,3,12,11,192,6330,728,1207,78,280,82,8705,Springfield - Redbank
31101,0,29,36,0,41,40,146,3,28,3,4,13,3,54,24,32,37,5,20,3,121,78,15,73,0,21,3,190,50,8,36,6,5,0,105,109,3,59,18,5,5,199,307,3,84,0,7,3,404,133,0,33,4,3,0,173,9,0,5,0,0,0,14,4,0,0,0,0,0,4,11,0,0,0,3,0,14,9,4,13,0,11,11,48,737,122,379,37,129,68,1472,Beaudesert
31402,4,45,24,5,13,32,123,0,60,8,4,9,0,81,3,106,24,12,40,3,188,31,64,35,19,32,8,189,30,18,50,0,85,0,183,159,17,87,3,22,0,288,1229,15,392,15,40,14,1705,2088,8,247,7,21,6,2377,263,0,39,0,0,3,305,71,0,13,0,0,0,84,26,3,6,0,3,0,38,58,12,26,5,5,12,118,3962,348,951,70,270,78,5679,North Lakes
31403,0,94,17,0,0,23,134,0,108,3,0,0,0,111,0,139,32,6,6,0,183,34,75,55,3,9,3,179,60,22,70,3,17,4,176,179,26,136,5,12,5,363,859,23,268,18,32,3,1203,740,4,147,7,8,3,909,33,0,11,0,0,0,44,4,0,5,0,0,0,9,10,5,4,0,0,0,19,22,46,22,3,3,6,102,1941,542,770,45,87,47,3432,Strathpine
31501,7,706,89,568,700,184,2254,3,326,17,165,52,4,567,16,340,72,214,72,3,717,19,165,80,62,49,3,378,23,35,36,11,33,0,138,37,42,44,23,36,0,182,60,34,37,3,26,3,163,40,13,9,4,22,3,91,43,4,19,0,27,0,93,37,4,5,0,9,0,55,15,0,14,3,14,0,46,16,58,40,33,102,12,261,316,1727,462,1086,1142,212,4945,Far North
31502,8,292,76,23,621,188,1208,0,182,9,29,54,4,278,27,313,74,52,84,10,560,48,134,88,46,48,3,367,50,33,91,14,38,3,229,146,34,77,11,23,3,294,167,16,142,3,36,0,364,258,7,154,4,31,0,454,199,3,101,0,16,0,319,79,5,32,0,4,0,120,24,0,20,0,5,0,49,31,73,53,8,111,13,289,1037,1092,917,190,1071,224,4531,Outback - North
31503,4,132,120,16,476,224,972,11,116,31,7,38,3,206,70,155,159,56,95,11,546,127,37,129,13,30,3,339,57,4,39,4,17,0,121,77,3,29,3,10,0,122,38,0,23,0,4,0,65,15,0,6,0,6,0,27,0,0,4,0,0,0,4,0,0,4,0,0,0,4,0,0,11,0,0,0,11,17,25,37,3,112,10,204,416,472,592,102,788,251,2621,Outback - South
31601,3,68,45,29,29,39,213,0,51,8,18,0,0,77,4,68,37,5,4,0,118,22,31,51,0,14,4,122,33,6,56,3,19,0,117,111,5,104,3,13,0,236,364,8,172,0,13,5,562,1417,3,299,3,15,3,1740,421,0,87,0,6,0,514,96,0,26,0,0,0,122,42,0,18,0,0,0,60,24,18,32,10,13,11,108,2537,258,935,71,126,62,3989,Buderim
31602,4,181,96,4,12,66,363,0,156,10,6,9,0,181,13,174,79,14,34,0,314,58,80,151,9,35,5,338,105,20,124,8,25,4,286,462,28,233,6,29,0,758,1462,6,537,5,53,18,2081,2301,0,611,11,51,10,2984,586,0,148,0,7,0,741,157,0,37,0,0,0,194,99,4,27,0,0,0,130,69,40,62,6,12,10,199,5316,689,2115,69,267,113,8569,Caloundra
31603,15,217,65,6,23,59,385,3,229,7,5,3,3,250,21,167,64,16,26,5,299,103,57,132,7,19,0,318,200,8,139,0,24,3,374,725,9,306,7,32,7,1086,2031,13,598,8,52,15,2717,1759,0,504,4,35,14,2316,382,0,122,0,5,4,513,97,0,30,0,4,0,131,103,0,24,3,5,0,135,66,58,46,0,13,6,189,5505,758,2037,56,241,116,8713,Maroochy
31604,9,103,116,10,30,123,391,0,80,19,11,5,3,118,28,102,98,24,61,3,316,106,63,178,12,39,4,402,109,18,130,8,33,7,305,292,16,208,6,34,9,565,807,11,371,0,36,9,1234,800,0,229,0,8,5,1042,124,3,52,0,5,0,184,29,0,10,0,4,0,43,23,0,13,0,0,0,36,28,31,55,8,15,13,150,2355,427,1479,79,270,176,4786,Nambour - Pomona
31605,11,78,53,4,17,49,212,0,71,3,3,0,3,80,4,72,37,11,5,0,129,52,32,84,0,12,0,180,63,4,78,0,8,5,158,203,7,131,3,12,0,356,749,6,271,3,21,3,1053,1216,3,264,3,22,5,1513,499,3,89,0,3,0,594,156,0,31,0,0,3,190,113,3,27,0,0,3,146,60,16,44,10,5,7,142,3126,295,1112,37,105,78,4753,Noosa
31606,4,17,116,6,35,107,285,3,23,12,13,8,0,59,10,58,87,10,46,0,211,49,24,145,6,46,0,270,57,14,110,4,23,3,211,170,7,188,0,16,3,384,621,5,280,0,28,4,938,665,4,188,0,16,0,873,96,0,30,0,3,0,129,12,0,9,0,0,0,21,12,0,10,0,3,0,25,23,13,55,8,21,11,131,1722,165,1230,47,245,128,3537,Sunshine Coast Hinterland
31701,12,330,194,38,65,177,816,16,298,45,31,27,0,417,254,390,385,74,69,16,1188,1433,186,723,66,123,21,2552,950,53,560,13,115,12,1703,2664,48,825,14,144,15,3710,2701,21,547,28,65,15,3377,1014,4,180,10,16,6,1230,118,0,36,0,3,0,157,34,0,9,0,0,0,43,41,8,27,0,0,0,76,141,105,130,31,42,39,488,9378,1443,3661,305,669,301,15757,Toowoomba
31801,11,111,199,29,245,207,802,12,114,43,24,52,0,245,143,231,214,97,75,17,777,510,88,257,66,63,12,996,330,23,116,9,21,3,502,485,9,104,5,14,5,622,250,3,67,0,5,0,325,41,3,19,3,3,0,69,11,0,0,0,3,3,17,0,0,0,0,0,0,0,3,4,9,0,4,0,20,33,26,56,6,62,7,190,1829,612,1084,239,547,254,4565,Charters Towers - Ayr - Ingham
31802,32,490,254,10,81,199,1066,11,534,29,28,31,9,642,104,799,276,62,84,7,1332,535,437,457,31,346,7,1813,729,182,457,11,667,12,2058,1965,134,731,27,276,16,3149,4087,94,1187,54,160,26,5608,4182,17,750,9,119,24,5101,731,0,145,4,18,0,898,153,6,37,3,9,0,208,101,16,53,3,4,0,177,171,203,155,24,119,31,703,12801,2912,4531,266,1914,331,22755,Townsville
31901,9,199,171,12,66,152,609,13,228,30,11,30,7,319,93,316,243,38,70,17,777,613,167,480,23,167,20,1470,460,45,409,5,55,6,980,1712,24,668,18,106,20,2548,1422,9,370,23,46,10,1880,227,0,66,3,12,4,312,17,0,20,6,3,4,50,4,0,0,0,3,0,7,17,8,15,0,12,0,52,79,64,79,11,49,24,306,4666,1060,2551,150,619,264,9310,Bundaberg
31902,11,66,238,126,191,196,828,10,78,43,122,66,4,323,136,141,254,70,73,18,692,650,31,353,12,54,4,1104,376,6,182,0,30,0,594,545,9,124,0,8,3,689,284,3,44,0,4,0,335,79,0,11,0,0,0,90,6,0,3,0,3,0,12,0,0,0,0,0,0,0,13,6,10,0,3,0,32,34,24,60,6,51,20,195,2144,364,1322,336,483,245,4894,Burnett
