sa3_code16,d_0_4_fpeft_mpeft,d_0_4_fpeft_mpept,d_0_4_fpeft_mpeaw,d_0_4_fpeft_mpehns,d_0_4_fpeft_mpet,d_0_4_fpeft_mpulftw,d_0_4_fpeft_mpulptw,d_0_4_fpeft_mput,d_0_4_fpeft_mptlf,d_0_4_fpeft_mpnlf,d_0_4_fpeft_mplfsns,d_0_4_fpeft_t,d_0_4_fpept_mpeft,d_0_4_fpept_mpept,d_0_4_fpept_mpeaw,d_0_4_fpept_mpehns,d_0_4_fpept_mpet,d_0_4_fpept_mpulftw,d_0_4_fpept_mpulptw,d_0_4_fpept_mput,d_0_4_fpept_mptlf,d_0_4_fpept_mpnlf,d_0_4_fpept_mplfsns,d_0_4_fpept_t,d_0_4_fpeaw_mpeft,d_0_4_fpeaw_mpept,d_0_4_fpeaw_mpeaw,d_0_4_fpeaw_mpehns,d_0_4_fpeaw_mpet,d_0_4_fpeaw_mpulftw,d_0_4_fpeaw_mpulptw,d_0_4_fpeaw_mput,d_0_4_fpeaw_mptlf,d_0_4_fpeaw_mpnlf,d_0_4_fpeaw_mplfsns,d_0_4_fpeaw_t,d_0_4_fphns_mpeft,d_0_4_fphns_mpept,d_0_4_fphns_mpeaw,d_0_4_fphns_mpehns,d_0_4_fphns_mpet,d_0_4_fphns_mpulftw,d_0_4_fphns_mpulptw,d_0_4_fphns_mput,d_0_4_fphns_mptlf,d_0_4_fphns_mpnlf,d_0_4_fphns_mplfsns,d_0_4_fphns_t,d_0_4_fpet_mpeft,d_0_4_fpet_mpept,d_0_4_fpet_mpeaw,d_0_4_fpet_mpehns,d_0_4_fpet_mpet,d_0_4_fpet_mpulftw,d_0_4_fpet_mpulptw,d_0_4_fpet_mput,d_0_4_fpet_mptlf,d_0_4_fpet_mpnlf,d_0_4_fpet_mplfsns,d_0_4_fpet_t,d_0_4_fpulftw_mpeft,d_0_4_fpulftw_mpept,d_0_4_fpulftw_mp_eaw,d_0_4_fpulftw_mp_e_hw_ns,d_0_4_fpulftw_mpet,d_0_4_fpulftw_mpulftw,d_0_4_fpulftw_mpulptw,d_0_4_fpulftw_mput,d_0_4_fpulftw_mptlf,d_0_4_fpulftw_mpnlf,d_0_4_fpulftw_mplfsns,d_0_4_fpulftw_t,d_0_4_fpulptw_mpeft,d_0_4_fpulptw_mpept,d_0_4_fpulptw_mpeaw,d_0_4_fpulptw_mpem_hw_ns,d_0_4_fpulptw_mpet,d_0_4_fpulptw_mpulftw,d_0_4_fpulptw_mpulptw,d_0_4_fpulptw_mput,d_0_4_fpulptw_mptlf,d_0_4_fpulptw_mpnlf,d_0_4_fpulptw_mplfsns,d_0_4_fpulptw_t,d_0_4_fput_mpeft,d_0_4_fput_mpept,d_0_4_fput_mpeaw,d_0_4_fput_mp_e_hns,d_0_4_fput_mpet,d_0_4_fput_mpulftw,d_0_4_fput_mpulptw,d_0_4_fput_mput,d_0_4_fput_mptlf,d_0_4_fput_mpnlf,d_0_4_fput_mplfsns,d_0_4_fput_t,d_0_4_fptlf_mpeft,d_0_4_fptlf_mpept,d_0_4_fptlf_mpeaw,d_0_4_fptlf_mpehns,d_0_4_fptlf_mpet,d_0_4_fptlf_mpulftw,d_0_4_fptlf_mpulptw,d_0_4_fptlf_mput,d_0_4_fptlf_mptlf,d_0_4_fptlf_mpnlf,d_0_4_fptlf_mplfsns,d_0_4_fptlf_t,d_0_4_fpnlf_mpeft,d_0_4_fpnlf_mpept,d_0_4_fpnlf_mpeaw,d_0_4_fpnlf_mp_e_hns,d_0_4_fpnlf_mpet,d_0_4_fpnlf_mpuemplfftw,d_0_4_fpnlf_mpuemplfptw,d_0_4_fpnlf_mput,d_0_4_fpnlf_mptlf,d_0_4_fpnlf_mpnlf,d_0_4_fpnlf_mplfsns,d_0_4_fpnlf_t,d_0_4_fplfsns_mpeft,d_0_4_fplfsns_mpept,d_0_4_fplfsns_mpeaw,d_0_4_fplfsns_mp_e_hns,d_0_4_fplfsns_mpet,d_0_4_fplfsns_mpulftw,d_0_4_fplfsns_mpulptw,d_0_4_fplfsns_mput,d_0_4_fplfsns_mptlf,d_0_4_fplfsns_mpnlf,d_0_4_fplfsns_mplfsns,d_0_4_fplfsns_t,d_0_4_fpt_mpeft,d_0_4_fpt_mpept,d_0_4_fpt_mpeaw,d_0_4_fpt_mpehns,d_0_4_fpt_mpet,d_0_4_fpt_mpulftw,d_0_4_fpt_mpulptw,d_0_4_fpt_mput,d_0_4_fpt_mptlf,d_0_4_fpt_mpnlf,d_0_4_fpt_mplfsns,d_0_4_fpt_t,d_5_9_fpeft_mpeft,d_5_9_fpeft_mpept,d_5_9_fpeft_mpeaw,d_5_9_fpeft_mpehns,d_5_9_fpeft_mpet,d_5_9_fpeft_mpulftw,d_5_9_fpeft_mpulptw,d_5_9_fpeft_mput,d_5_9_fpeft_mptlf,d_5_9_fpeft_mpnlf,d_5_9_fpeft_mplfsns,d_5_9_fpeft_t,d_5_9_fpept_mpeft,d_5_9_fpept_mpept,d_5_9_fpept_mpeaw,d_5_9_fpept_mpehns,d_5_9_fpept_mpet,d_5_9_fpept_mpulftw,d_5_9_fpept_mpulptw,d_5_9_fpept_mput,d_5_9_fpept_mptlf,d_5_9_fpept_mpnlf,d_5_9_fpept_mplfsns,d_5_9_fpept_t,d_5_9_fpeaw_mpeft,d_5_9_fpeaw_mpept,d_5_9_fpeaw_mpeaw,d_5_9_fpeaw_mpehns,d_5_9_fpeaw_mpet,d_5_9_fpeaw_mpulftw,d_5_9_fpeaw_mpulptw,d_5_9_fpeaw_mput,d_5_9_fpeaw_mptlf,d_5_9_fpeaw_mpnlf,d_5_9_fpeaw_mplfsns,d_5_9_fpeaw_t,d_5_9_fphns_mpeft,d_5_9_fphns_mpept,d_5_9_fphns_mpeaw,d_5_9_fphns_mpehns,d_5_9_fphns_mpet,d_5_9_fphns_mpulftw,d_5_9_fphns_mpulptw,d_5_9_fphns_mput,d_5_9_fphns_mptlf,d_5_9_fphns_mpnlf,d_5_9_fphns_mplfsns,d_5_9_fphns_t,d_5_9_fpet_mpeft,d_5_9_fpet_mpept,d_5_9_fpet_mpeaw,d_5_9_fpet_mp_e_hns,d_5_9_fpet_mpet,d_5_9_fpet_mpulftw,d_5_9_fpet_mpulptw,d_5_9_fpet_mput,sa3_name16
10304,383,60,4,8,452,5,0,10,457,24,3,483,1044,88,4,7,1144,10,0,5,1155,28,0,1184,226,19,30,0,277,0,0,0,279,3,0,281,16,0,0,10,32,0,0,0,32,0,0,32,1672,171,44,23,1910,18,0,14,1924,56,7,1986,15,5,0,0,17,0,0,0,19,0,0,19,44,3,3,0,51,3,0,3,52,3,0,54,59,5,3,0,68,3,0,3,69,3,0,77,1731,178,46,23,1977,20,0,22,1999,61,7,2061,679,81,24,21,801,26,7,30,834,71,0,909,3,0,0,3,9,0,0,0,9,0,0,8,2418,257,70,47,2786,43,12,48,2834,129,6,2977,701,88,14,10,806,11,6,13,817,37,3,858,1191,108,13,9,1318,8,0,8,1328,31,0,1361,44,7,16,0,72,0,0,0,73,5,0,73,16,3,0,12,34,0,0,0,34,0,0,32,1953,201,35,30,2226,19,6,23,Orange
10401,147,21,0,3,177,0,0,4,179,11,0,195,409,72,3,3,490,9,3,9,499,22,0,521,86,26,8,0,116,0,0,0,116,3,0,120,11,0,0,0,15,0,0,0,15,4,0,16,651,121,15,8,797,6,7,14,809,41,0,853,9,0,0,0,8,11,0,11,23,3,3,31,24,0,3,0,27,3,0,5,30,3,0,38,31,0,3,0,39,20,0,19,56,8,3,67,684,125,21,8,837,26,3,32,863,52,3,918,399,87,21,9,524,31,0,34,552,85,0,638,3,3,0,0,8,0,0,0,8,0,0,8,1090,217,46,22,1366,50,7,63,1429,129,3,1565,315,52,0,3,372,13,0,14,392,26,0,413,519,114,8,13,651,9,3,14,669,44,0,708,18,4,3,0,29,0,0,0,29,10,0,39,9,4,0,7,21,0,0,0,22,4,3,23,863,177,12,22,1074,21,4,26,Clarence Valley
10402,348,71,6,5,427,0,9,11,436,42,3,484,943,186,5,16,1149,11,4,14,1163,21,0,1190,211,29,27,0,274,8,0,8,286,5,0,291,12,0,0,13,26,3,0,3,26,0,0,30,1521,286,41,29,1877,20,11,37,1909,79,3,1988,11,11,0,0,19,8,3,9,29,0,0,28,45,5,0,0,53,11,4,13,66,7,0,72,55,15,0,0,74,15,11,24,99,8,0,103,1577,304,38,29,1948,36,17,58,2004,81,3,2093,785,162,21,22,993,45,19,59,1053,147,8,1210,4,0,0,4,11,0,0,0,11,0,13,26,2365,468,62,60,2954,80,39,117,3074,224,22,3325,654,130,5,10,790,14,11,22,817,58,3,879,1220,266,18,16,1517,19,8,29,1547,64,0,1610,54,10,11,0,71,0,4,4,75,3,0,82,21,0,0,11,32,3,0,3,36,0,0,34,1940,402,36,32,2420,38,20,55,Coffs Harbour
10501,164,18,3,0,187,0,0,0,187,7,0,197,246,21,4,6,275,5,0,5,284,7,0,290,64,9,9,0,88,0,0,0,87,0,0,85,4,0,0,3,9,0,0,0,11,0,0,11,485,51,16,12,562,8,0,8,565,19,3,585,4,0,0,0,4,0,0,0,8,0,0,8,4,3,0,0,5,0,0,0,9,0,0,5,10,3,0,0,8,0,0,3,16,0,0,15,489,49,16,12,569,6,0,7,581,17,3,602,260,28,11,16,315,17,0,19,334,64,3,399,3,0,0,0,8,0,0,0,8,0,6,14,758,81,30,25,896,22,0,24,922,77,11,1008,292,24,0,6,315,0,0,0,318,13,0,335,279,32,7,3,323,4,0,6,336,24,0,359,11,3,8,3,23,0,0,0,18,0,0,19,5,0,0,5,11,4,0,4,19,0,0,19,589,60,8,17,680,9,3,13,Bourke - Cobar - Coonamble
10502,87,12,0,0,102,0,0,0,110,10,0,113,163,12,0,0,179,3,0,3,183,8,0,194,43,8,8,3,56,0,0,0,53,3,0,55,7,0,0,0,5,0,0,0,10,0,0,10,298,30,12,3,349,3,0,7,357,24,0,376,5,0,0,0,5,3,3,3,5,0,0,11,7,3,0,0,7,0,0,0,7,0,0,7,13,3,0,0,11,3,3,3,19,0,0,16,307,36,12,3,359,12,4,10,370,21,0,395,128,20,5,5,163,18,8,29,189,42,0,228,3,0,0,0,3,0,0,0,3,0,6,6,444,57,12,10,526,32,6,40,565,60,5,631,165,13,3,3,184,3,3,5,193,17,0,211,180,10,4,9,202,5,0,8,207,12,0,215,12,0,0,0,14,0,0,0,17,3,0,18,3,0,0,8,12,0,3,3,11,0,0,11,369,25,4,17,413,8,5,14,Broken Hill and Far West
10503,454,53,4,0,510,8,0,10,519,24,0,546,969,88,13,14,1088,8,7,12,1106,23,0,1122,264,25,24,3,313,4,0,6,317,4,0,319,18,3,0,3,29,0,0,0,29,5,0,31,1715,167,41,22,1939,22,6,27,1969,49,0,2026,14,6,4,0,19,0,0,0,26,0,0,28,41,0,0,3,38,0,0,0,38,3,0,46,48,6,3,3,65,0,0,0,67,4,0,67,1762,172,44,23,2003,25,6,30,2036,54,0,2088,604,66,29,21,723,57,7,66,790,112,0,898,8,0,0,0,8,0,0,0,8,0,0,8,2381,244,71,46,2741,78,14,93,2834,161,3,2997,788,60,7,0,854,8,3,15,869,48,0,916,1078,134,10,10,1227,13,5,23,1250,37,0,1285,45,13,4,3,64,0,0,3,61,0,0,68,8,0,0,12,21,0,0,0,21,3,0,30,1926,203,22,21,2168,31,12,42,Dubbo
10601,410,44,15,0,477,11,3,10,492,29,0,520,1220,112,11,6,1359,18,0,19,1373,35,0,1406,254,21,24,4,305,0,3,3,309,10,0,311,14,3,0,13,32,0,0,0,30,0,0,30,1907,183,56,24,2171,29,6,33,2199,70,0,2269,13,6,0,0,14,6,0,6,22,0,0,19,60,12,0,3,69,4,3,9,81,10,0,86,71,18,0,3,91,10,3,11,98,10,0,111,1976,197,56,31,2255,35,12,40,2300,80,0,2380,1082,149,36,31,1295,69,13,78,1373,133,4,1515,11,0,0,0,16,0,0,0,16,0,13,23,3068,348,91,58,3570,99,24,124,3686,213,17,3916,667,55,20,4,753,13,3,21,772,49,0,822,1464,163,26,19,1676,22,0,25,1699,60,0,1759,55,7,15,4,83,0,0,0,86,0,0,87,10,0,0,12,27,3,0,3,28,3,3,36,2203,230,62,43,2540,45,0,45,Lower Hunter
10602,501,60,7,3,570,3,5,8,582,26,0,603,1383,114,14,10,1516,19,3,18,1542,32,0,1570,323,24,29,3,369,8,0,8,375,4,0,382,14,3,0,10,25,0,0,0,29,0,0,29,2222,201,38,21,2483,30,10,42,2528,64,0,2586,30,4,0,0,31,3,0,8,41,6,0,45,105,11,0,0,125,5,0,7,133,0,0,139,135,16,0,0,154,14,4,15,172,7,0,178,2356,217,38,25,2639,44,8,53,2693,67,4,2763,938,119,35,19,1111,37,20,61,1172,66,5,1238,7,0,0,4,7,0,0,0,7,0,3,15,3302,332,77,42,3763,79,28,114,3871,136,9,4022,754,82,9,0,845,17,3,23,861,49,0,917,1511,144,25,8,1686,25,3,23,1712,25,0,1742,69,6,12,0,80,0,0,0,86,0,0,88,13,0,0,9,22,0,0,0,22,0,4,27,2346,232,44,17,2639,42,3,46,Maitland
10603,260,32,8,0,308,3,0,4,311,22,0,340,808,101,17,11,937,11,4,16,953,31,0,983,175,8,24,0,202,4,0,4,205,8,0,211,3,0,0,15,18,0,0,0,18,0,0,22,1250,137,52,22,1465,17,5,25,1490,61,0,1549,15,0,0,0,12,0,0,0,19,0,0,19,33,6,0,0,42,0,0,0,39,3,0,43,41,6,0,0,51,3,0,3,54,3,0,56,1294,141,53,23,1515,24,5,25,1543,62,0,1608,677,122,17,19,840,36,5,41,875,80,3,962,6,0,0,0,6,0,0,0,6,0,0,8,1978,268,71,42,2359,56,15,71,2429,144,5,2582,534,64,14,4,623,6,7,11,628,32,0,667,1008,129,11,3,1158,14,7,17,1173,45,0,1217,49,0,10,0,63,0,0,0,63,6,0,70,18,0,0,9,23,0,0,0,23,0,0,23,1607,202,34,18,1865,19,11,28,Port Stephens
10604,144,9,4,3,158,5,0,5,165,5,0,168,378,58,10,10,449,0,0,0,453,4,0,455,104,8,12,0,125,0,0,0,123,0,0,123,12,3,0,6,22,0,0,0,22,0,0,25,628,80,24,21,753,6,0,7,763,20,0,780,8,3,0,0,17,3,0,3,16,3,0,22,27,4,0,0,34,0,0,0,33,0,0,33,37,8,0,0,45,7,0,7,52,3,0,53,665,86,27,25,800,10,0,15,814,20,0,832,445,55,18,18,529,34,4,33,568,59,0,622,3,0,0,0,3,0,0,0,3,0,9,12,1109,139,43,42,1335,44,3,44,1383,81,10,1471,312,25,6,0,346,3,3,7,355,17,0,372,545,50,9,4,611,0,3,7,615,10,0,621,16,3,6,0,28,0,0,0,28,0,0,28,7,0,0,8,16,0,0,0,16,0,0,17,877,82,17,23,998,7,3,12,Upper Hunter
10701,380,56,7,0,450,0,5,9,453,39,0,495,1057,116,19,10,1206,6,0,10,1218,38,3,1258,267,30,37,7,336,0,0,0,336,3,0,341,3,7,0,6,17,0,0,0,17,0,0,17,1709,211,60,27,2008,12,7,19,2025,78,3,2109,22,7,0,3,27,0,3,6,34,0,0,35,71,9,0,0,86,10,0,10,94,0,0,94,92,19,0,3,111,15,3,16,128,0,0,127,1799,224,57,30,2117,22,9,31,2146,80,3,2236,755,184,18,37,988,34,11,51,1039,166,0,1208,0,0,0,3,7,0,0,0,3,0,6,11,2553,407,77,68,3109,59,21,85,3193,243,13,3454,620,82,4,5,706,7,9,19,722,53,0,773,1234,112,10,19,1376,14,4,20,1392,50,0,1444,72,7,12,0,88,4,0,4,89,0,0,95,3,3,0,12,19,0,0,0,19,0,3,23,1927,196,25,34,2184,24,15,37,Dapto - Port Kembla
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illawarra Catchment Reserve
10703,444,46,9,0,501,7,0,3,509,28,0,538,1432,126,24,15,1595,9,3,13,1609,42,5,1659,338,22,28,0,389,4,0,4,390,3,0,397,21,0,3,10,33,0,0,0,33,0,0,31,2232,195,67,26,2515,24,3,28,2544,73,4,2623,10,3,0,0,14,7,0,7,24,0,0,22,76,6,3,0,91,3,0,3,93,0,0,93,94,16,3,0,108,6,0,5,121,0,0,122,2323,210,73,25,2625,26,3,36,2658,77,4,2743,953,119,29,23,1121,28,12,39,1155,140,0,1296,3,3,0,4,9,0,0,0,9,5,5,17,3282,328,94,51,3754,50,15,72,3830,217,13,4062,657,100,21,4,786,19,4,24,807,45,0,852,1695,159,32,4,1894,25,3,33,1928,58,4,1984,96,5,17,0,113,0,0,0,113,10,0,124,11,0,0,6,22,0,0,0,22,0,0,22,2459,266,65,23,2812,41,11,56,Kiama - Shellharbour
10704,586,97,11,3,704,13,5,21,718,49,0,766,2052,200,20,11,2282,11,7,23,2304,42,0,2349,499,65,51,8,630,3,0,3,635,9,0,643,22,0,0,9,34,0,0,0,34,0,0,34,3165,368,85,28,3647,28,17,44,3691,100,0,3800,22,0,0,0,22,3,0,6,26,7,0,34,88,11,0,0,96,3,3,4,98,4,0,105,103,9,0,0,116,8,4,15,131,10,0,140,3270,374,86,29,3767,38,17,58,3823,116,0,3935,1256,194,33,26,1507,51,22,70,1581,243,0,1831,6,0,0,5,11,0,0,0,11,0,6,18,4529,573,123,61,5287,90,46,131,5415,362,10,5787,1163,171,17,7,1362,18,5,22,1382,80,0,1457,2403,240,28,16,2681,23,16,35,2718,56,3,2774,105,10,29,0,151,0,0,0,151,3,0,156,16,0,0,15,33,0,0,0,33,0,0,34,3690,421,73,37,4212,44,22,58,Wollongong
10801,72,11,3,0,89,0,0,0,88,13,3,104,236,50,3,3,287,7,3,13,301,19,0,315,45,4,3,0,52,0,0,0,52,0,0,52,3,0,0,3,3,0,0,0,3,0,0,3,355,68,8,9,439,6,3,9,448,35,3,479,0,0,0,0,0,0,0,0,0,0,0,3,11,5,0,3,16,3,0,3,19,3,0,21,11,8,0,3,21,3,0,3,23,7,0,24,360,73,8,11,451,13,3,14,465,37,3,503,159,59,8,11,239,16,4,19,257,55,4,314,0,0,0,0,3,0,0,0,3,0,5,8,523,138,15,22,696,29,10,36,730,96,9,831,156,22,3,3,187,0,0,0,187,20,3,205,279,57,4,3,342,9,0,12,353,23,0,378,13,3,3,0,13,0,0,0,18,0,0,16,3,0,0,8,12,0,0,0,12,0,0,17,447,87,10,14,559,10,0,11,Great Lakes
10802,126,35,0,6,164,3,0,3,170,17,0,183,343,63,17,8,436,11,3,16,445,24,5,477,66,16,7,0,95,5,0,5,98,5,0,98,4,0,0,13,14,0,0,0,14,0,0,14,543,114,23,24,708,20,3,21,726,44,5,777,3,0,0,0,6,0,0,0,6,5,0,13,13,4,0,0,14,3,0,3,19,0,0,24,16,5,0,0,23,3,0,3,25,11,0,37,557,124,23,25,727,22,3,23,756,56,5,808,302,86,7,18,412,38,8,49,459,111,0,572,0,0,0,3,3,0,0,0,3,0,5,9,859,209,35,43,1144,63,6,71,1214,167,7,1390,263,61,3,4,330,13,3,17,347,35,0,376,422,116,13,3,553,12,3,17,567,48,3,627,22,10,6,0,37,0,0,0,37,0,0,37,4,0,0,10,22,0,0,0,22,0,0,24,715,182,28,17,944,27,5,31,Kempsey - Nambucca
10803,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,10,0,0,0,10,0,0,10,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,16,0,0,0,16,0,0,16,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,Lord Howe Island
10804,308,70,0,0,382,7,8,15,393,22,0,415,860,125,12,8,1009,3,0,8,1015,25,0,1035,133,30,25,0,188,4,0,8,188,8,0,196,10,7,0,7,20,0,0,0,25,3,0,28,1310,238,37,16,1597,19,10,26,1620,52,0,1679,7,3,0,0,12,7,0,7,16,3,0,18,41,3,0,0,44,0,0,0,44,3,0,47,50,8,0,5,61,3,0,3,67,4,0,72,1360,240,37,19,1658,25,10,34,1690,54,0,1745,644,123,26,14,804,41,12,48,859,87,3,948,10,3,0,7,20,0,0,0,20,0,0,24,2010,372,60,37,2484,66,21,82,2567,139,3,2711,696,101,3,0,801,20,5,26,825,51,0,876,1061,145,20,3,1225,15,3,20,1248,46,0,1292,41,14,14,0,73,3,3,5,84,3,0,82,15,4,0,14,27,0,0,0,27,3,0,33,1816,268,39,16,2137,36,13,47,Port Macquarie
10805,152,29,13,4,192,3,0,3,193,20,0,220,485,64,13,11,573,16,4,15,585,36,0,626,74,12,12,0,95,0,0,0,95,7,0,96,3,0,0,6,13,0,0,0,13,0,0,10,710,103,32,15,865,16,4,21,885,69,0,950,3,0,0,0,3,6,0,6,8,0,0,6,18,7,5,0,25,4,0,5,28,0,0,37,17,7,5,0,30,10,0,7,41,3,0,44,726,112,36,21,890,23,9,30,925,71,0,992,359,110,21,23,509,46,10,59,565,135,0,695,0,0,0,0,5,0,0,0,6,3,8,16,1089,221,60,43,1410,66,20,86,1492,205,9,1709,337,78,8,3,427,0,3,8,430,24,0,457,583,118,12,13,724,19,0,18,749,63,0,811,24,4,3,0,32,0,0,0,32,0,0,32,6,0,0,3,14,0,0,0,15,0,0,15,948,200,33,18,1195,18,7,28,Taree - Gloucester
10901,304,40,8,0,347,4,3,3,350,21,0,376,1046,89,19,18,1173,10,0,8,1182,25,0,1209,229,29,26,0,285,0,0,0,285,0,0,285,15,0,0,8,31,0,0,0,31,0,0,31,1596,157,52,27,1834,7,3,10,1846,43,0,1896,16,3,0,0,20,0,0,0,21,3,0,20,35,9,0,0,46,0,0,0,46,0,0,46,50,16,0,0,67,6,0,6,70,3,0,68,1649,172,52,27,1903,10,3,14,1914,43,0,1961,597,102,12,15,726,37,7,47,772,88,3,862,3,0,0,3,6,0,0,0,6,0,5,14,2255,273,62,42,2633,54,13,65,2695,131,7,2833,512,63,13,4,593,3,3,3,595,55,0,646,1103,109,8,11,1237,12,0,17,1254,30,3,1281,44,9,12,0,66,0,0,0,66,0,0,66,15,0,0,7,22,0,0,0,22,3,0,28,1683,178,33,24,1922,14,4,19,Albury
10902,58,8,3,0,64,0,0,0,69,0,0,69,170,13,0,0,190,0,0,0,192,3,0,197,37,0,0,4,40,0,0,0,40,0,0,40,3,0,0,0,3,0,0,0,3,3,0,6,267,23,3,4,300,0,0,0,297,4,0,307,0,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,3,0,3,9,3,0,11,7,0,0,0,11,4,0,4,17,5,0,17,274,23,3,9,306,5,0,5,312,8,0,320,137,10,3,9,161,8,0,13,168,32,0,198,0,0,0,0,4,0,0,0,4,0,3,3,408,35,12,17,470,16,0,20,488,35,3,529,101,9,0,0,113,0,0,0,113,3,0,115,225,14,4,5,253,0,0,0,250,3,0,253,14,0,0,0,14,0,0,0,14,0,0,14,3,0,3,0,7,0,0,0,7,0,0,6,339,25,6,8,382,0,0,0,Lower Murray
10903,218,16,4,0,245,0,3,3,247,14,0,259,600,55,9,5,675,4,0,4,678,23,3,705,101,12,27,0,137,0,0,0,137,0,0,136,3,0,0,8,13,0,0,0,13,0,3,14,920,84,42,13,1067,4,3,5,1073,39,7,1119,6,3,0,0,12,0,0,0,11,0,0,11,8,3,0,0,15,0,0,0,13,0,0,13,19,3,0,0,21,3,0,3,29,0,0,31,937,89,42,18,1087,13,3,11,1101,40,7,1145,365,48,7,21,448,6,3,12,458,43,3,499,3,0,0,0,3,0,0,0,3,0,3,9,1311,141,50,33,1536,18,5,24,1558,81,10,1650,379,35,5,3,422,0,0,3,420,18,0,444,752,60,20,5,828,7,0,9,841,25,0,860,38,3,6,0,47,0,0,0,47,0,0,47,9,0,0,10,18,0,0,0,18,0,0,22,1171,92,27,24,1312,11,3,8,Upper Murray exc. Albury
11001,188,30,0,3,222,3,0,7,222,23,0,243,433,54,6,3,498,0,3,3,502,9,0,507,70,17,19,0,101,3,0,3,106,4,0,108,4,0,0,0,4,3,0,3,6,0,0,9,698,103,18,10,826,7,3,11,837,34,0,874,6,0,0,0,4,5,0,5,10,0,0,10,11,4,0,0,13,8,0,8,15,3,0,20,16,4,0,0,20,11,0,11,25,3,0,28,713,105,18,10,841,19,3,20,863,40,0,899,374,77,8,11,467,14,5,18,486,105,0,587,3,0,0,0,3,0,0,0,3,0,0,8,1085,178,27,17,1312,29,11,40,1345,145,0,1490,347,40,6,5,387,3,0,4,391,20,0,411,546,63,9,4,616,3,0,5,622,31,0,650,18,3,7,0,30,0,0,0,30,0,0,30,3,0,0,5,11,0,0,0,11,0,0,7,909,100,21,9,1043,11,3,9,Armidale
11002,167,23,5,0,197,5,0,5,200,9,0,212,360,43,8,4,416,10,3,10,426,15,5,446,81,8,6,3,92,5,0,5,102,3,0,102,0,0,0,8,10,0,0,0,10,0,0,9,612,75,16,15,717,18,3,18,736,25,5,772,3,6,0,4,9,3,0,3,7,0,0,7,15,7,0,0,21,0,0,0,17,6,0,25,15,4,0,4,24,3,0,4,28,6,0,36,629,87,16,14,745,18,5,20,766,31,5,807,336,79,11,5,434,38,8,49,482,87,4,574,5,0,0,0,5,0,0,0,5,0,4,9,969,164,30,24,1183,56,17,70,1254,122,15,1386,285,42,4,3,331,7,0,7,342,14,0,350,463,55,10,9,532,6,4,15,546,21,0,565,33,3,5,0,39,0,0,0,39,0,0,39,5,0,0,15,17,0,0,0,17,3,3,21,783,94,23,19,921,20,4,23,Inverell - Tenterfield
11003,200,6,0,3,208,0,0,0,208,3,0,210,399,23,10,6,436,0,0,0,436,6,0,443,81,3,12,0,103,0,0,0,103,0,0,103,10,0,0,6,21,0,0,0,21,0,0,21,691,36,15,17,766,0,0,0,767,13,3,777,0,4,0,4,8,3,0,3,14,0,0,9,3,4,0,0,10,3,0,3,9,0,0,14,9,7,0,4,12,8,0,6,19,0,0,25,696,41,15,21,780,7,0,10,785,15,3,799,290,24,5,12,332,21,3,18,352,38,3,393,0,0,0,0,0,0,0,0,0,0,5,5,992,66,28,31,1110,25,5,27,1139,54,11,1202,321,26,5,0,350,0,0,0,349,10,0,359,467,19,7,5,508,0,0,0,508,0,0,506,11,0,13,0,26,0,0,0,26,0,0,26,11,0,0,7,19,0,0,0,19,0,0,19,807,49,24,17,899,0,0,0,Moree - Narrabri
