SA3_MAIN11,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot,SA3_NAME11
30305,103,42,49,15,209,85,42,52,10,189,21,32,61,0,114,48,36,101,5,190,489,113,233,15,850,381,293,264,18,956,368,403,239,30,1040,334,538,290,33,1195,376,600,173,27,1176,654,1202,196,37,2089,678,1147,101,34,1960,364,894,62,13,1333,255,602,26,6,889,96,297,13,0,406,101,330,8,0,439,264,834,158,17,1273,82,94,61,7,244,4699,7499,2087,267,14552,Rocklea - Acacia Ridge
30306,139,59,67,36,301,103,37,48,23,211,46,34,54,5,139,60,53,93,9,215,499,180,226,19,924,405,319,264,32,1020,433,385,209,28,1055,325,462,202,38,1027,371,511,137,33,1052,474,852,203,46,1575,481,756,95,17,1349,273,612,70,14,969,188,407,31,6,632,52,189,6,4,251,72,279,3,0,354,235,617,142,8,1002,66,62,34,8,170,4222,5814,1884,326,12246,Sunnybank
30401,31,13,21,0,65,33,13,20,3,69,12,10,16,3,41,10,13,40,0,63,219,43,105,9,376,231,89,114,6,440,281,124,97,9,511,182,216,127,16,541,199,279,111,11,600,359,621,142,15,1137,403,709,69,14,1195,353,730,73,8,1164,309,637,19,4,969,101,297,6,3,407,138,463,9,0,610,175,524,102,3,804,40,41,13,0,94,3076,4822,1084,104,9086,Centenary
30402,55,34,25,5,119,46,16,21,6,89,4,12,17,0,33,21,9,43,6,79,240,35,103,12,390,282,61,126,8,477,389,106,106,18,619,243,178,136,18,575,314,221,122,10,667,405,607,150,19,1181,481,687,80,15,1263,442,1316,127,14,1899,389,999,31,9,1428,158,543,14,0,715,353,936,12,0,1301,281,925,110,3,1319,44,42,16,0,102,4147,6727,1239,143,12256,Kenmore - Brookfield - Moggill
30403,60,24,48,36,168,40,18,20,28,106,12,9,22,4,47,28,11,41,19,99,242,85,86,34,447,250,81,104,59,494,324,107,100,63,594,302,139,141,55,637,312,186,119,34,651,492,404,172,57,1125,519,394,73,52,1038,469,771,126,14,1380,446,612,25,18,1101,166,346,7,6,525,346,716,6,6,1074,291,557,99,13,960,54,30,14,4,102,4353,4490,1203,502,10548,Sherwood - Indooroopilly
30404,29,10,14,3,56,46,6,23,4,79,5,8,45,3,61,36,3,87,9,135,372,46,221,14,653,389,105,212,29,735,421,162,178,24,785,296,278,230,26,830,322,379,174,23,898,475,838,250,44,1607,597,908,114,29,1648,396,1035,113,8,1552,401,783,31,13,1228,160,394,14,4,572,217,510,4,3,734,300,695,161,5,1161,61,42,51,3,157,4523,6202,1922,244,12891,The Gap - Enoggera
30501,103,18,39,38,198,55,9,36,26,126,19,9,33,8,69,43,7,48,12,110,256,52,119,30,457,278,60,130,57,525,349,79,102,52,582,358,128,120,52,658,441,132,100,58,731,752,309,143,71,1275,900,263,55,48,1266,804,508,126,29,1467,759,316,43,34,1152,373,195,19,19,606,710,436,7,14,1167,534,358,101,11,1004,99,31,22,7,159,6833,2910,1243,566,11552,Brisbane Inner
30502,22,15,23,6,66,33,13,15,3,64,3,7,30,0,40,16,7,60,6,89,168,24,131,14,337,168,55,145,18,386,187,84,105,20,396,184,147,123,32,486,211,158,107,27,503,407,395,126,45,973,617,354,65,44,1080,445,778,110,16,1349,461,586,31,12,1090,224,304,11,3,542,426,584,5,4,1019,301,457,101,6,865,47,28,19,4,98,3920,3996,1207,260,9383,Brisbane Inner - East
30503,85,30,39,22,176,60,16,36,16,128,15,13,38,7,73,29,19,89,10,147,352,77,204,44,677,380,122,220,76,798,470,158,208,60,896,426,225,264,68,983,458,270,213,62,1003,841,621,274,109,1845,1097,664,132,76,1969,814,1311,233,33,2391,826,1068,57,37,1988,410,543,24,14,991,804,1196,19,13,2032,579,833,190,17,1619,101,54,37,8,200,7747,7220,2277,672,17916,Brisbane Inner - North
30504,51,13,26,26,116,28,17,20,21,86,10,6,34,5,55,28,10,41,10,89,221,45,102,30,398,273,56,157,55,541,296,72,121,70,559,259,136,129,69,593,283,171,140,51,645,591,446,167,87,1291,717,467,76,64,1324,543,1008,172,26,1749,569,901,39,20,1529,283,452,13,5,753,554,1038,13,10,1615,391,607,133,18,1149,40,48,30,7,125,5137,5493,1413,574,12617,Brisbane Inner - West
30601,57,21,40,3,121,52,27,42,8,129,11,5,49,3,68,34,11,134,3,182,402,82,343,14,841,407,167,325,7,906,459,249,243,15,966,369,407,228,10,1014,458,497,170,17,1142,771,908,186,25,1890,725,836,45,8,1614,371,655,63,3,1092,321,468,9,8,806,89,158,0,4,251,120,191,0,0,311,521,952,179,0,1652,99,70,38,5,212,5266,5704,2094,133,13197,Cairns - North
30602,85,34,70,9,198,128,65,81,7,281,27,32,203,7,269,82,48,355,11,496,888,213,930,35,2066,725,438,837,48,2048,813,569,571,59,2012,637,857,508,48,2050,808,919,261,53,2041,1253,1548,356,60,3217,1059,1242,116,39,2456,455,788,83,9,1335,348,464,20,11,843,136,210,5,0,351,158,245,3,0,406,859,1409,433,29,2730,200,175,241,15,631,8661,9256,5073,440,23430,Cairns - South
30603,75,27,14,5,121,81,26,24,5,136,19,14,83,0,116,47,32,126,0,205,646,93,300,21,1060,457,237,281,24,999,408,260,145,23,836,277,361,141,18,797,339,400,90,11,840,422,524,89,11,1046,282,371,31,9,693,128,220,20,0,368,93,134,4,0,231,18,46,6,0,70,46,66,3,0,115,294,531,116,12,953,151,74,64,8,297,3783,3416,1537,147,8883,Innisfail - Cassowary Coast
30604,25,10,6,0,41,21,18,4,0,43,10,0,22,0,32,8,3,25,0,36,129,27,83,0,239,116,42,67,9,234,131,87,39,6,263,109,112,34,4,259,151,111,19,7,288,195,179,17,4,395,133,104,13,0,250,55,51,4,0,110,38,38,0,0,76,3,5,0,0,8,12,17,0,0,29,104,168,42,0,314,31,27,18,0,76,1271,999,393,30,2693,Port Douglas - Daintree
30605,87,16,21,0,124,108,25,34,3,170,26,14,73,0,113,64,22,158,8,252,861,115,354,11,1341,603,202,289,18,1112,587,280,201,23,1091,332,372,169,24,897,374,388,86,16,864,468,614,84,12,1178,325,398,27,4,754,152,274,24,3,453,139,139,9,0,287,24,44,0,0,68,47,55,3,0,105,435,630,175,10,1250,160,93,82,6,341,4792,3681,1789,138,10400,Tablelands (East) - Kuranda
30701,141,48,17,4,210,123,38,22,3,186,16,22,59,3,100,50,24,101,6,181,608,142,269,3,1022,464,220,247,13,944,487,329,135,22,973,335,444,126,17,922,390,478,74,15,957,572,756,65,19,1412,410,531,37,13,991,217,378,15,0,610,170,257,6,4,437,52,87,0,0,139,113,115,4,3,235,375,825,125,6,1331,174,114,62,6,356,4697,4808,1364,137,11006,Darling Downs (West) - Maranoa
30702,81,20,17,3,121,116,29,18,5,168,14,23,56,3,96,50,24,122,4,200,838,116,298,7,1259,541,226,231,23,1021,533,278,141,12,964,325,458,151,11,945,402,471,54,19,946,490,783,99,13,1385,363,554,39,12,968,162,353,18,0,533,106,202,6,3,317,32,69,0,0,101,84,85,7,0,176,366,648,114,0,1128,146,80,57,12,295,4649,4419,1428,127,10623,Darling Downs - East
30703,69,18,8,3,98,124,29,34,6,193,19,11,66,3,99,63,27,110,3,203,1012,140,339,22,1513,662,291,323,33,1309,613,375,197,16,1201,392,507,127,19,1045,428,452,71,6,957,486,682,83,9,1260,287,407,27,3,724,114,203,12,0,329,87,92,4,0,183,15,47,0,0,62,31,48,4,0,83,307,597,114,5,1023,150,88,62,3,303,4859,4014,1581,131,10585,Granite Belt
30801,39,21,7,0,67,34,19,18,0,71,9,7,27,0,43,14,6,57,0,77,178,40,104,4,326,108,73,99,8,288,127,96,63,3,289,126,163,58,6,353,158,187,36,5,386,270,469,66,6,811,315,331,17,14,677,330,845,46,7,1228,286,409,17,5,717,131,173,6,4,314,150,293,10,8,461,235,547,68,6,856,77,82,27,6,192,2587,3761,726,82,7156,Central Highlands (Qld)
30802,118,39,34,3,194,122,24,51,3,200,31,14,84,3,132,51,22,174,3,250,854,87,374,14,1329,521,191,341,26,1079,525,255,221,16,1017,373,445,203,15,1036,491,568,148,14,1221,859,1332,228,29,2448,783,1111,83,23,2000,806,1572,113,12,2503,626,1036,39,17,1718,215,422,11,3,651,260,545,14,9,828,596,1213,176,11,1996,206,165,88,14,473,7437,9041,2382,215,19075,Gladstone - Biloela
30803,121,47,58,3,229,169,32,75,7,283,24,16,165,3,208,98,28,376,7,509,1721,158,804,32,2715,1107,356,816,67,2346,1068,531,508,51,2158,733,829,484,42,2088,807,947,308,28,2090,1337,1966,372,55,3730,1179,1593,153,51,2976,652,1348,115,8,2123,528,908,34,6,1476,175,369,13,4,561,236,444,7,6,693,1154,2059,374,17,3604,342,201,184,21,748,11451,11832,4846,408,28537,Rockhampton
30901,102,33,36,3,174,111,23,51,9,194,22,18,70,5,115,52,20,127,3,202,870,96,391,20,1377,742,195,415,39,1391,761,301,289,39,1390,501,394,303,37,1235,590,444,161,29,1224,808,802,196,48,1854,760,634,72,21,1487,358,601,85,8,1052,307,418,18,6,749,116,180,7,0,303,171,267,4,3,445,505,635,216,15,1371,156,83,58,6,303,6932,5144,2499,291,14866,Broadbeach - Burleigh
30902,63,24,17,4,108,90,23,41,3,157,18,14,84,4,120,54,18,144,5,221,792,102,454,21,1369,630,217,425,42,1314,690,274,281,39,1284,452,462,302,31,1247,487,518,203,24,1232,645,890,190,30,1755,515,673,62,13,1263,221,479,48,5,753,192,288,16,0,496,70,116,6,3,195,93,151,6,0,250,390,640,247,11,1288,131,69,62,7,269,5533,4958,2588,242,13321,Coolangatta
30903,107,48,40,3,198,135,45,45,4,229,49,11,80,0,140,70,36,185,13,304,1134,135,496,25,1790,887,295,535,45,1762,844,389,391,38,1662,577,527,363,37,1504,660,506,203,31,1400,850,772,202,36,1860,696,628,72,21,1417,374,513,71,9,967,295,328,22,3,648,92,135,7,3,237,175,224,6,3,408,455,658,237,16,1366,219,70,76,9,374,7619,5320,3031,296,16266,Gold Coast - North
30904,35,12,3,0,50,45,10,9,4,68,11,3,25,0,39,22,13,49,3,87,299,50,116,6,471,254,96,112,5,467,256,122,76,5,459,178,162,61,4,405,204,192,40,3,439,239,384,41,0,664,205,240,13,0,458,132,200,15,3,350,79,99,5,0,183,26,54,3,0,83,38,58,0,0,96,167,280,59,0,506,44,42,11,0,97,2234,2017,638,33,4922,Gold Coast Hinterland
30905,38,18,19,0,75,41,22,33,0,96,9,14,38,4,65,29,20,69,3,121,358,70,208,9,645,293,164,212,15,684,325,212,166,4,707,193,401,163,8,765,259,442,91,6,798,357,749,105,7,1218,311,658,38,6,1013,170,469,32,3,674,125,322,7,3,457,48,134,3,0,185,47,171,3,0,221,203,515,98,6,822,57,52,27,3,139,2863,4433,1312,77,8685,Mudgeeraba - Tallebudgera
30906,80,27,36,0,143,103,36,53,7,199,20,27,86,0,133,52,30,181,7,270,733,149,497,11,1390,609,299,483,24,1415,663,473,347,32,1515,443,711,321,21,1496,524,862,218,23,1627,817,1562,233,26,2638,707,1195,86,19,2007,301,844,55,3,1203,216,474,20,3,713,76,199,4,0,279,66,243,6,0,315,365,918,225,7,1515,151,108,69,5,333,5926,8157,2920,188,17191,Nerang
30907,138,79,81,3,301,118,58,71,7,254,33,28,125,0,186,73,45,210,3,331,944,182,634,14,1774,739,382,586,25,1732,860,613,455,32,1960,629,1085,401,38,2153,844,1293,279,29,2445,1335,2325,316,32,4008,1252,1918,112,28,3310,655,1393,114,6,2168,530,968,38,5,1541,201,357,7,0,565,268,550,8,3,829,611,1463,257,11,2342,181,201,70,3,455,9411,12940,3764,239,26354,Ormeau - Oxenford
30908,78,32,43,16,169,73,32,42,0,147,24,21,62,0,107,46,28,104,3,181,599,116,341,13,1069,517,243,361,21,1142,512,270,285,32,1099,359,456,285,23,1123,382,489,185,16,1072,564,850,201,30,1645,516,688,64,25,1293,264,521,62,13,860,201,343,21,4,569,68,139,3,3,213,75,188,4,3,270,284,590,172,3,1049,88,66,39,0,193,4650,5072,2274,205,12201,Robina
30909,102,44,63,18,227,94,34,65,18,211,29,23,73,6,131,63,27,154,7,251,663,137,440,29,1269,595,300,419,56,1370,557,340,296,46,1239,456,485,311,31,1283,512,506,193,33,1244,656,850,223,28,1757,564,607,55,26,1252,258,464,70,9,801,220,310,15,3,548,63,121,3,0,187,91,190,0,3,284,339,637,228,13,1217,149,86,71,10,316,5411,5161,2679,336,13587,Southport
30910,98,30,38,6,172,74,24,25,5,128,31,15,27,4,77,47,19,74,7,147,369,73,195,18,655,421,115,176,27,739,438,149,131,26,744,341,175,113,24,653,399,177,73,21,670,520,305,99,18,942,481,263,39,18,801,273,308,64,9,654,236,238,14,5,493,85,111,3,3,202,206,234,0,0,440,307,322,111,6,746,131,48,25,3,207,4457,2606,1207,200,8470,Surfers Paradise
31001,77,40,48,8,173,97,60,68,10,235,29,43,141,3,216,53,53,227,15,348,671,240,512,23,1446,472,429,564,45,1510,426,452,342,41,1261,358,717,352,41,1468,337,725,255,21,1338,678,1282,299,55,2314,645,965,114,21,1745,304,710,83,14,1111,200,435,18,3,656,56,188,16,3,263,58,222,11,0,291,265,826,250,20,1361,96,115,108,10,329,4822,7502,3408,333,16065,Forest Lake - Oxley
31002,87,21,31,5,144,177,44,37,8,266,30,24,93,0,147,102,29,171,3,305,1206,146,490,14,1856,834,342,416,32,1624,774,457,294,22,1547,504,688,242,21,1455,593,717,125,14,1449,729,1126,138,16,2009,537,835,40,8,1420,221,474,21,3,719,161,289,11,3,464,38,102,3,0,143,47,92,5,0,144,410,901,162,7,1480,160,126,79,11,376,6610,6413,2358,167,15548,Ipswich Hinterland
31003,64,30,35,4,133,135,40,77,10,262,33,26,153,4,216,57,37,326,12,432,1240,181,899,26,2346,998,433,818,77,2326,948,622,573,45,2188,671,1013,560,54,2298,688,1032,365,34,2119,1161,1990,376,53,3580,991,1670,155,56,2872,472,1107,80,10,1669,333,713,31,7,1084,95,285,11,0,391,115,339,9,0,463,522,1317,417,21,2277,173,171,144,18,506,8696,11006,5029,431,25162,Ipswich Inner
31004,46,47,43,3,139,49,34,67,3,153,9,22,122,0,153,35,37,234,5,311,516,157,635,22,1330,406,372,571,22,1371,378,461,395,31,1265,368,895,376,38,1677,456,855,242,31,1584,896,1651,284,38,2869,859,1364,127,31,2381,367,830,65,14,1276,252,452,19,7,730,75,225,4,0,304,58,233,3,3,297,349,975,243,18,1585,109,125,95,3,332,5228,8735,3525,269,17757,Springfield - Redbank
31101,15,8,5,4,32,30,5,7,0,42,9,0,17,0,26,14,6,51,0,71,246,36,124,3,409,167,74,102,17,360,166,108,71,9,354,147,124,59,4,334,97,149,34,0,280,145,263,29,10,447,104,171,8,0,283,40,87,11,0,138,28,56,3,0,87,5,22,0,0,27,14,26,0,0,40,84,171,55,3,313,38,23,22,0,83,1349,1329,598,50,3326,Beaudesert
31105,52,28,38,3,121,82,33,37,3,155,20,20,86,0,126,44,26,154,6,230,639,109,433,15,1196,507,237,394,22,1160,503,326,299,27,1155,390,585,282,21,1278,457,671,212,36,1376,723,1288,236,35,2282,675,1082,131,33,1921,306,761,66,10,1143,211,465,20,3,699,58,217,10,3,288,67,226,5,4,302,317,856,194,11,1378,122,119,67,4,312,5173,7049,2664,236,15122,Loganlea - Carbrook
31106,83,36,60,5,184,94,61,69,9,233,39,32,187,3,261,63,53,297,7,420,835,281,751,33,1900,683,520,710,68,1981,602,547,491,31,1671,571,795,475,52,1893,580,862,313,50,1805,826,1442,375,51,2694,768,1113,154,39,2074,358,767,80,15,1220,207,447,20,8,682,68,198,8,3,277,86,228,10,3,327,376,992,382,18,1768,137,192,179,13,521,6376,8566,4561,408,19911,Springwood - Kingston
31201,63,23,13,0,99,42,15,12,0,69,11,9,28,0,48,15,3,48,5,71,322,37,125,3,487,186,60,116,9,371,226,100,78,3,407,158,172,75,4,409,208,218,48,6,480,330,469,57,14,870,320,353,29,5,707,348,1037,74,3,1462,301,500,19,3,823,157,210,12,4,383,207,326,20,5,558,291,550,93,3,937,101,97,44,6,248,3286,4179,891,73,8429,Bowen Basin - North
31202,117,44,39,3,203,172,42,62,3,279,32,14,124,0,170,68,34,225,9,336,1211,103,575,21,1910,791,239,555,44,1629,914,386,367,37,1704,627,717,468,41,1853,798,834,311,30,1973,1350,1992,335,67,3744,1375,1793,168,38,3374,960,2036,165,25,3186,882,1439,69,26,2416,334,630,11,6,981,349,769,22,14,1154,1420,2662,359,28,4469,383,252,136,18,789,11783,13986,3991,410,30170,Mackay
31203,42,3,15,0,60,32,12,11,4,59,7,3,20,0,30,13,4,46,0,63,216,17,115,10,358,163,64,110,3,340,223,95,75,5,398,154,151,56,9,370,201,153,27,8,389,313,335,28,6,682,246,221,14,4,485,93,174,15,5,287,103,91,4,0,198,24,34,0,0,58,36,31,0,0,67,229,323,49,0,601,46,32,20,0,98,2141,1743,605,54,4543,Whitsunday
31301,52,10,12,3,77,112,17,21,0,150,15,4,43,0,62,65,6,99,0,170,1123,66,279,3,1471,826,134,257,11,1228,752,196,164,15,1127,353,233,122,22,730,372,273,69,5,719,351,431,85,3,870,287,285,20,3,595,168,220,12,3,403,98,113,0,3,214,28,55,4,0,87,49,54,0,0,103,287,354,97,3,741,129,36,42,5,212,5067,2487,1326,79,8959,Bribie - Beachmere
31302,49,27,25,6,107,104,30,42,4,180,21,20,119,0,160,50,33,253,7,343,886,157,725,25,1793,669,334,621,24,1648,560,496,376,30,1462,470,757,327,33,1587,450,769,195,18,1432,679,1257,219,28,2183,507,865,70,14,1456,219,477,39,3,738,132,292,13,3,440,26,108,3,3,140,33,111,3,3,150,333,813,268,9,1423,135,105,136,7,383,5323,6651,3434,217,15625,Caboolture
31303,20,3,4,0,27,35,5,12,0,52,11,4,15,0,30,15,4,41,0,60,269,27,86,4,386,167,70,83,3,323,166,88,43,3,300,93,138,44,0,275,123,160,19,5,307,133,179,19,4,335,98,137,8,3,246,60,83,4,3,150,39,49,3,0,91,6,16,0,0,22,10,21,0,0,31,87,163,40,0,290,47,34,18,6,105,1379,1181,439,31,3030,Caboolture Hinterland
31304,52,30,13,0,95,99,31,44,0,174,21,19,86,3,129,45,25,178,4,252,824,118,510,14,1466,613,270,502,27,1412,589,359,300,16,1264,419,678,311,22,1430,505,775,188,16,1484,703,1434,181,21,2339,566,1196,76,14,1852,271,827,57,5,1160,197,505,12,3,717,49,206,6,3,264,46,205,3,0,254,321,944,203,7,1475,137,127,94,6,364,5457,7749,2764,161,16131,Narangba - Burpengary
31305,66,19,30,3,118,72,18,25,5,120,32,8,97,3,140,69,24,199,4,296,1026,108,492,22,1648,772,237,530,48,1587,702,327,367,33,1429,493,489,344,44,1370,502,514,194,29,1239,724,987,247,32,1990,617,764,97,19,1497,324,562,53,10,949,223,344,18,4,589,73,144,3,0,220,91,188,5,0,284,368,703,254,10,1335,180,78,70,7,335,6334,5514,3025,273,15146,Redcliffe
31401,65,30,24,8,127,100,29,43,3,175,25,13,44,0,82,56,11,103,5,175,631,82,270,6,989,565,188,296,22,1071,710,308,266,21,1305,504,568,330,23,1425,580,819,240,24,1663,949,1887,321,23,3180,1106,1957,106,30,3199,738,2022,147,5,2912,557,1535,42,12,2146,203,683,16,3,905,303,863,11,0,1177,472,1464,204,14,2154,98,105,53,0,256,7662,12564,2516,199,22941,Hills District
31402,38,15,30,3,86,71,21,24,0,116,20,13,53,0,86,37,12,119,7,175,524,66,328,4,922,449,167,357,16,989,423,265,293,15,996,372,605,271,15,1263,450,653,193,16,1312,812,1374,213,38,2437,771,1181,84,31,2067,360,936,48,5,1349,241,564,7,3,815,80,199,3,3,285,82,198,4,3,287,332,698,154,3,1187,81,65,52,5,203,5143,7032,2233,167,14575,North Lakes
31403,30,10,13,0,53,39,13,30,0,82,13,3,51,3,70,33,16,100,3,152,403,63,278,10,754,384,156,269,22,831,319,195,196,19,729,279,427,229,17,952,324,462,145,24,955,500,922,168,28,1618,497,794,74,18,1383,202,446,43,11,702,117,247,14,4,382,42,96,0,0,138,28,84,6,0,118,211,460,140,5,816,55,62,61,7,185,3476,4456,1817,171,9920,Strathpine
31102,31,12,15,3,61,73,24,24,0,121,13,12,75,3,103,23,20,174,8,225,585,107,463,11,1166,441,220,408,25,1094,406,246,236,12,900,301,435,253,27,1016,311,471,132,24,938,492,782,152,21,1447,361,575,67,17,1020,125,339,22,3,489,92,204,10,3,309,36,73,4,0,113,13,93,0,3,109,189,459,180,8,836,88,54,74,6,222,3580,4126,2289,174,10169,Beenleigh
31103,82,43,48,7,180,80,56,75,5,216,28,24,120,4,176,50,36,247,7,340,797,168,627,21,1613,550,433,677,31,1691,505,556,436,30,1527,524,978,446,35,1983,582,1044,267,23,1916,887,1799,278,44,3008,762,1468,122,28,2380,289,743,65,3,1100,165,413,25,3,606,48,208,8,0,264,55,202,12,0,269,326,1139,298,16,1779,165,188,144,7,504,5895,9498,3895,264,19552,Browns Plains
31104,46,20,22,0,88,54,20,12,0,86,11,14,50,3,78,33,9,68,0,110,395,73,197,7,672,291,144,146,7,588,313,252,141,6,712,269,478,129,5,881,288,534,79,9,910,461,1087,93,10,1651,463,901,39,6,1409,216,640,34,4,894,150,413,11,3,577,35,137,3,0,175,50,148,0,0,198,229,758,102,11,1100,87,111,38,4,240,3391,5739,1164,75,10369,Jimboomba
31501,39,20,30,3,92,71,27,43,4,145,14,24,172,9,219,35,39,164,15,253,308,194,236,23,761,200,299,243,50,792,167,278,119,27,591,126,329,134,20,609,115,237,60,12,424,220,402,68,7,697,183,237,36,5,461,111,159,26,3,299,95,134,4,0,233,31,50,8,3,92,61,77,5,0,143,172,376,94,7,649,81,76,76,5,238,2029,2958,1518,193,6698,Far North
31502,39,21,15,0,75,37,12,22,5,76,8,11,70,4,93,11,19,96,7,133,175,113,175,13,476,153,100,145,12,410,149,126,112,5,392,99,170,87,10,366,142,169,55,7,373,329,339,98,20,786,370,327,40,15,752,259,496,62,15,832,288,386,13,18,705,124,178,5,0,307,151,259,8,3,421,236,479,91,8,814,97,84,67,6,254,2667,3289,1161,148,7265,Outback - North
31503,45,21,6,0,72,47,22,17,0,86,9,5,25,0,39,23,12,57,4,96,254,56,115,5,430,176,104,115,10,405,229,138,66,6,439,171,229,61,11,472,182,182,44,9,417,245,313,36,10,604,223,237,17,4,481,95,122,5,0,222,62,108,4,0,174,20,21,0,0,41,45,41,4,0,90,232,469,71,4,776,98,60,40,4,202,2156,2140,683,67,5046,Outback - South
31601,58,20,21,0,99,80,25,27,5,137,18,15,40,4,77,51,13,99,0,163,764,80,266,11,1121,648,187,297,11,1143,695,229,212,13,1149,405,433,209,17,1064,443,528,151,11,1133,553,961,164,20,1698,471,781,35,5,1292,244,644,45,4,937,205,441,17,0,663,62,182,5,0,249,99,224,4,3,330,388,805,139,3,1335,102,53,24,0,179,5286,5621,1755,107,12769,Buderim
31602,99,34,33,6,172,185,39,55,6,285,33,18,87,0,138,104,29,202,8,343,1574,113,531,18,2236,1287,319,565,47,2218,1301,433,399,32,2165,700,722,343,35,1800,746,766,184,16,1712,927,1304,197,30,2458,711,906,73,18,1708,371,712,50,8,1141,276,473,6,5,760,75,186,4,0,265,140,214,7,3,364,600,1047,245,11,1903,205,112,79,6,402,9334,7427,3060,249,20070,Caloundra
31603,73,20,22,5,120,111,18,38,0,167,17,16,80,3,116,52,23,170,8,253,755,119,494,14,1382,775,205,448,31,1459,799,298,324,25,1446,560,511,261,40,1372,612,469,169,24,1274,763,789,161,24,1737,623,568,46,18,1255,293,375,51,6,725,224,231,7,3,465,72,90,0,0,162,113,127,3,0,243,493,624,196,14,1327,123,56,55,8,242,6458,4539,2525,223,13745,Maroochy
31604,89,44,24,3,160,136,50,43,5,234,29,18,95,0,142,90,43,157,3,293,1125,168,536,8,1837,840,338,447,34,1659,864,457,288,21,1630,586,713,245,23,1567,617,758,132,7,1514,759,1173,136,19,2087,574,794,53,8,1429,233,524,48,3,808,196,284,7,0,487,45,110,3,0,158,92,142,3,0,237,464,1015,235,12,1726,161,101,80,8,350,6900,6732,2532,154,16318,Nambour - Pomona
31605,68,16,19,0,103,106,24,24,8,162,28,4,44,0,76,48,17,91,3,159,639,94,351,12,1096,558,159,299,17,1033,623,244,210,19,1096,367,318,174,11,870,454,391,82,9,936,514,603,82,9,1208,368,388,19,6,781,243,334,28,3,608,176,181,5,0,362,53,58,4,0,115,121,97,4,0,222,372,565,155,0,1092,104,34,29,0,167,4842,3527,1620,97,10086,Noosa
31606,85,24,19,0,128,111,34,25,3,173,30,17,58,0,105,60,29,132,4,225,975,110,416,3,1504,721,270,312,20,1323,791,373,224,12,1400,502,555,180,15,1252,524,542,113,10,1189,635,893,108,19,1655,443,643,36,12,1134,222,441,30,5,698,160,245,6,0,411,39,100,3,0,142,81,121,0,3,205,498,853,167,6,1524,119,76,51,3,249,5996,5326,1880,115,13317,Sunshine Coast Hinterland
