SA3_MAIN11,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total,SA3_NAME11
21101,49,247,2640,23169,15590,2747,451,515,45408,10,327,2061,972,54,6,0,90,3520,0,3,167,635,72,6,0,11,894,10,330,2228,1607,126,12,0,101,4414,3,191,811,611,46,6,4,34,1706,0,9,45,34,3,0,0,0,91,0,6,154,47,3,0,0,3,213,0,20,6,13,3,0,0,3,45,3,226,1016,705,55,6,4,40,2055,8,62,70,26,3,3,0,11,183,0,0,4,3,0,0,0,0,7,70,865,5958,25510,15774,2768,455,667,52067,Knox
21102,5,51,355,2597,3301,945,201,61,7516,0,45,192,97,4,0,0,11,349,0,8,67,114,30,4,0,5,228,0,53,259,211,34,4,0,16,577,0,0,21,28,4,0,3,0,56,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,30,28,4,0,3,0,70,5,8,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,10,117,644,2841,3339,949,204,77,8181,Manningham - East
21103,27,233,2768,15459,9051,1454,240,332,29564,17,421,3974,1533,78,6,8,138,6175,0,18,168,414,36,4,0,8,648,17,439,4142,1947,114,10,8,146,6823,8,85,935,394,23,3,0,28,1476,3,19,178,22,3,0,0,0,225,3,0,38,28,3,0,0,0,72,0,9,8,4,3,5,0,0,29,14,113,1159,448,32,8,0,28,1802,3,8,16,21,0,0,0,3,51,0,0,0,0,3,3,0,0,6,61,793,8085,17875,9200,1475,248,509,38246,Maroondah
21104,19,137,1443,8696,5281,833,147,187,16743,3,199,1119,550,23,3,0,54,1951,3,6,142,505,91,10,3,3,763,6,205,1261,1055,114,13,3,57,2714,7,158,836,471,24,4,3,40,1543,0,0,8,0,0,0,0,0,8,0,6,13,12,0,0,0,0,31,0,11,0,0,0,0,0,0,11,7,175,857,483,24,4,3,40,1593,3,4,4,7,0,0,0,0,18,0,0,0,7,0,0,0,0,7,35,521,3565,10248,5419,850,153,284,21075,Whitehorse - East
21105,80,706,4379,23973,13538,2783,528,546,46533,3,225,564,489,132,28,3,32,1476,0,9,80,152,70,22,3,0,336,3,234,644,641,202,50,6,32,1812,16,339,852,403,23,3,7,50,1693,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,28,3,31,18,7,6,5,0,3,73,19,370,886,422,29,8,7,53,1794,36,106,71,30,10,3,0,9,265,0,3,4,5,0,0,3,0,15,138,1419,5984,25071,13779,2844,544,640,50419,Yarra Ranges
21201,28,217,1474,11531,8214,1130,217,274,23085,0,54,447,310,20,0,3,29,863,0,0,19,124,19,0,0,0,162,0,54,466,434,39,0,3,29,1025,0,28,533,136,0,0,0,15,712,0,0,11,10,0,0,0,0,21,0,0,23,14,0,0,0,4,41,0,0,5,0,4,0,0,0,9,0,28,572,160,4,0,0,19,783,10,100,50,14,3,0,0,9,186,0,3,0,3,3,0,0,0,9,38,402,2562,12142,8263,1130,220,331,25088,Cardinia
21202,62,149,1490,18665,13197,2027,352,542,36484,11,119,562,327,149,21,4,36,1229,0,0,68,332,183,37,4,6,630,11,119,630,659,332,58,8,42,1859,14,146,861,457,23,5,0,78,1584,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,14,146,869,457,23,5,0,78,1592,7,43,30,10,3,3,0,4,100,0,0,0,5,5,0,0,0,10,94,457,3019,19796,13560,2093,360,666,40045,Casey - North
21203,66,177,1372,18702,14326,1707,225,597,37172,5,20,277,676,332,34,5,29,1378,0,0,18,165,105,22,5,6,321,5,20,295,841,437,56,10,35,1699,0,46,935,351,11,3,3,54,1403,0,0,7,5,0,0,0,0,12,0,21,15,50,0,0,0,3,89,0,11,3,4,0,0,0,0,18,0,78,960,410,11,3,3,57,1522,4,21,4,8,0,0,0,3,40,0,0,0,0,0,0,0,0,0,75,296,2631,19961,14774,1766,238,692,40433,Casey - South
21204,111,233,2729,24295,9780,1670,333,1015,40166,20,247,1849,1447,303,57,7,108,4038,9,27,276,682,192,66,14,25,1291,29,274,2125,2129,495,123,21,133,5329,58,1039,5752,2157,156,23,7,393,9585,12,79,184,86,10,0,0,12,383,3,160,411,148,3,0,3,35,763,0,18,50,21,3,0,0,3,95,73,1296,6397,2412,172,23,10,443,10826,52,231,298,51,6,3,0,59,700,3,3,3,12,0,0,0,0,21,268,2037,11552,28899,10453,1819,364,1650,57042,Dandenong
21205,74,279,3492,22380,14537,2864,619,678,44923,10,174,1680,1590,247,27,14,85,3827,15,24,267,1362,583,64,11,29,2355,25,198,1947,2952,830,91,25,114,6182,38,271,2281,1751,254,42,19,114,4770,11,66,203,60,0,0,0,3,343,13,119,157,32,0,0,0,11,332,3,19,41,37,5,0,0,3,108,65,475,2682,1880,259,42,19,131,5553,3,6,37,26,4,3,0,3,82,3,5,9,9,5,0,0,0,31,170,963,8167,27247,15635,3000,663,926,56771,Monash
21301,128,215,2860,29883,12415,1604,252,1266,48623,6,88,470,932,100,15,3,61,1675,3,19,119,661,181,37,8,28,1056,9,107,589,1593,281,52,11,89,2731,23,547,1681,1388,58,8,0,164,3869,0,39,133,47,3,0,0,9,231,3,35,131,33,3,0,0,12,217,0,11,16,5,0,0,0,6,38,26,632,1961,1473,64,8,0,191,4355,11,31,17,20,3,0,0,6,88,0,4,7,5,0,0,0,0,16,174,989,5434,32974,12763,1664,263,1552,55813,Brimbank
21302,33,178,2988,13901,4279,581,82,343,22385,3,176,952,643,49,3,3,47,1876,3,11,394,1231,271,26,3,20,1959,6,187,1346,1874,320,29,6,67,3835,17,522,1702,399,19,4,7,94,2764,3,47,135,31,0,0,0,3,219,12,49,59,21,3,0,0,15,159,0,8,3,5,0,0,0,0,16,32,626,1899,456,22,4,7,112,3158,29,71,45,31,13,3,0,12,204,0,6,4,0,0,0,0,0,10,100,1068,6282,16262,4634,617,95,534,29592,Hobsons Bay
21303,37,279,4374,8351,2593,439,87,330,16490,4,237,690,497,67,17,6,38,1556,7,56,574,1390,252,22,7,26,2334,11,293,1264,1887,319,39,13,64,3890,47,1064,2184,520,24,3,4,134,3980,38,255,562,120,6,0,0,23,1004,48,343,424,57,6,0,0,37,915,0,6,13,6,0,0,0,0,25,133,1668,3183,703,36,3,4,194,5924,4,15,43,37,6,3,0,0,108,0,4,11,9,3,0,3,6,36,185,2259,8875,10987,2957,484,107,594,26448,Maribyrnong
21304,68,120,1377,18151,14261,1623,272,576,36448,5,52,651,742,273,28,0,47,1798,0,0,79,505,83,12,0,13,692,5,52,730,1247,356,40,0,60,2490,0,171,565,378,24,3,0,44,1185,0,16,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,13,0,196,569,382,24,3,0,44,1218,20,104,28,6,0,0,0,14,172,0,0,0,3,3,3,0,3,12,93,472,2704,19789,14644,1669,272,697,40340,Melton - Bacchus Marsh
21305,73,163,1870,25135,19097,1700,222,677,48937,4,45,590,976,306,22,3,54,2000,4,3,54,625,212,53,12,10,973,8,48,644,1601,518,75,15,64,2973,4,144,1139,679,20,0,0,70,2056,0,0,28,10,11,0,0,4,53,0,21,120,26,0,0,0,4,171,0,6,6,0,4,0,0,0,16,4,171,1293,715,35,0,0,78,2296,18,70,25,15,3,0,0,9,140,0,4,0,3,3,0,0,0,10,103,456,3832,27469,19656,1775,237,828,54356,Wyndham
21401,41,310,2866,22757,10631,1519,258,637,39019,35,241,1291,737,100,10,0,85,2499,4,11,246,435,30,3,3,13,745,39,252,1537,1172,130,13,3,98,3244,17,568,2719,1000,53,14,0,143,4514,14,20,80,13,0,0,0,10,137,0,0,15,19,0,0,0,0,34,0,8,5,7,3,0,0,0,23,31,596,2819,1039,56,14,0,153,4708,36,223,101,27,6,0,0,25,418,0,3,3,6,3,0,0,0,15,147,1384,7326,25001,10826,1546,261,913,47404,Frankston
21402,45,372,4485,24589,13216,2244,425,708,46084,6,301,2426,1208,107,17,5,156,4226,0,0,138,481,76,8,5,11,719,6,301,2564,1689,183,25,10,167,4945,6,259,1383,643,29,0,5,103,2428,0,20,23,12,4,0,0,3,62,0,0,7,11,4,0,0,0,22,3,10,8,6,7,0,0,0,34,9,289,1421,672,44,0,5,106,2546,28,161,277,51,13,3,0,20,553,3,4,0,8,3,0,0,4,22,91,1127,8747,27009,13459,2272,440,1005,54150,Mornington Peninsula
21501,30,327,2965,12253,4930,619,166,416,21706,0,115,340,118,17,0,3,23,616,0,0,5,20,5,3,0,3,36,0,115,345,138,22,3,3,26,652,10,244,577,101,0,0,5,55,992,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10,248,577,101,0,0,5,58,999,34,63,25,53,13,6,3,38,235,0,0,0,4,0,0,0,0,4,74,753,3912,12549,4965,628,177,538,23596,Grampians
21502,29,204,1951,9644,3757,416,72,340,16413,5,115,541,215,10,0,3,46,935,0,5,22,32,7,4,0,0,70,5,120,563,247,17,4,3,46,1005,11,230,865,238,8,0,4,109,1465,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,11,11,235,872,238,11,0,4,109,1480,47,132,72,36,7,3,0,47,344,0,0,4,4,0,0,0,0,8,92,691,3462,10169,3792,423,79,542,19250,Mildura
21503,26,195,1473,7344,3142,370,74,327,12951,3,60,181,30,4,0,3,18,299,0,3,3,12,5,3,3,3,32,3,63,184,42,9,3,6,21,331,7,207,443,70,3,0,3,37,770,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,207,448,70,3,0,3,37,775,24,91,49,32,12,3,4,51,266,0,0,3,5,3,0,3,0,14,60,556,2157,7493,3169,376,90,436,14337,Murray River - Swan Hill
21601,18,158,1288,6931,3177,408,65,223,12268,0,95,217,77,5,0,0,10,404,0,0,0,4,5,0,0,0,9,0,95,217,81,10,0,0,10,413,5,116,645,136,0,3,0,53,958,0,4,27,3,0,0,4,0,38,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,3,16,8,123,676,142,0,3,4,56,1012,15,42,41,26,13,0,0,11,148,0,3,3,3,0,3,3,0,15,41,421,2225,7183,3200,414,72,300,13856,Campaspe
21602,16,105,1083,5408,2322,341,52,174,9501,3,28,155,94,5,0,0,9,294,0,0,10,5,0,0,0,0,15,3,28,165,99,5,0,0,9,309,15,140,446,94,5,0,0,39,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,140,446,94,5,0,0,39,739,18,80,50,20,10,3,0,9,190,0,0,3,4,0,3,0,0,10,52,353,1747,5625,2342,347,52,231,10749,Moira
21603,41,170,1796,11107,4704,549,101,351,18819,0,35,441,134,12,3,3,33,661,3,4,21,25,11,0,0,0,64,3,39,462,159,23,3,3,33,725,4,390,1130,151,7,0,0,98,1780,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,3,9,4,393,1140,151,7,0,0,101,1796,49,157,112,32,3,0,3,28,384,0,3,6,6,3,0,0,0,18,97,762,3516,11455,4740,552,107,513,21742,Shepparton
21701,19,165,1695,7572,2955,436,94,221,13157,0,46,152,78,28,6,0,10,320,0,3,14,8,0,0,0,0,25,0,49,166,86,28,6,0,10,345,6,171,369,42,3,3,0,25,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,11,6,176,372,42,6,3,0,25,630,10,47,30,20,10,0,0,10,127,0,0,0,0,3,0,0,0,3,35,437,2263,7720,3002,445,94,266,14262,Glenelg - Southern Grampians
21702,40,335,3400,16117,6785,1031,255,469,28432,0,169,610,172,25,5,3,30,1014,0,4,73,129,27,5,0,10,248,0,173,683,301,52,10,3,40,1262,10,348,1125,198,22,0,0,81,1784,3,49,10,4,3,0,0,10,79,0,6,3,4,3,0,0,0,16,0,9,4,3,0,0,0,0,16,13,412,1142,209,28,0,0,91,1895,18,58,71,59,11,3,3,32,255,0,0,0,3,3,0,4,0,10,71,978,5296,16689,6879,1044,265,632,31854,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Vic.)
30101,23,142,637,9200,8761,1817,328,209,21117,3,139,565,273,19,0,3,29,1031,22,21,498,497,9,3,3,16,1069,25,160,1063,770,28,3,6,45,2100,5,178,371,178,0,0,0,28,760,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,6,0,0,3,0,0,17,5,186,382,182,0,3,0,28,786,8,86,48,10,10,0,0,6,168,0,0,3,3,0,0,0,0,6,61,574,2133,10165,8799,1823,334,288,24177,Capalaba
30102,32,265,1874,8271,10456,2173,326,285,23682,55,296,859,303,31,3,4,79,1630,4,99,377,633,17,4,0,26,1160,59,395,1236,936,48,7,4,105,2790,18,143,200,91,8,0,0,16,476,0,0,85,82,3,0,0,0,170,0,11,71,34,3,3,0,0,122,0,18,7,0,3,0,0,4,32,18,172,363,207,17,3,0,20,800,15,34,31,21,3,3,0,13,120,0,3,0,0,3,0,0,0,6,124,869,3504,9435,10527,2186,330,423,27398,Cleveland - Stradbroke
30103,24,148,1592,9011,6961,1275,217,261,19489,4,151,450,299,13,0,0,27,944,11,70,283,1240,31,0,3,44,1682,15,221,733,1539,44,0,3,71,2626,42,349,472,144,3,0,3,51,1064,0,8,97,27,0,0,0,3,135,0,0,0,0,0,0,0,0,0,0,19,6,5,3,0,0,3,36,42,376,575,176,6,0,3,57,1235,31,103,65,16,0,4,0,9,228,0,0,0,3,0,0,3,0,6,112,848,2965,10745,7011,1279,226,398,23584,Wynnum - Manly
30201,10,32,327,4308,5376,1109,189,135,11486,0,71,529,247,18,3,0,20,888,0,19,120,474,14,3,0,4,634,0,90,649,721,32,6,0,24,1522,3,36,189,67,0,0,0,6,301,3,7,117,11,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,43,306,81,0,0,0,6,442,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,16,165,1282,5113,5411,1115,189,165,13456,Bald Hills - Everton Park
30202,20,109,1900,10869,4898,1266,210,315,19587,8,203,498,371,5,3,4,44,1136,4,112,434,789,17,0,3,38,1397,12,315,932,1160,22,3,7,82,2533,37,570,1088,221,9,4,0,70,1999,9,94,805,64,4,0,0,20,996,8,79,366,110,3,0,0,38,604,0,16,8,0,3,0,0,0,27,54,759,2267,395,19,4,0,128,3626,54,113,62,16,3,0,0,53,301,0,0,0,0,0,0,0,0,0,140,1296,5161,12440,4942,1273,217,578,26047,Chermside
30203,11,57,1018,4729,2496,549,140,139,9139,0,55,131,112,8,0,0,5,311,0,56,237,360,8,4,0,19,684,0,111,368,472,16,4,0,24,995,22,440,1110,272,7,3,3,51,1908,9,58,788,132,5,0,3,16,1011,9,62,289,49,0,0,0,5,414,0,7,0,5,0,0,0,0,12,40,567,2187,458,12,3,6,72,3345,0,3,8,3,4,0,0,0,18,0,0,0,4,0,0,0,0,4,51,738,3581,5666,2528,556,146,235,13501,Nundah
30204,3,117,1683,8323,4652,738,177,258,15951,18,156,450,470,7,0,0,41,1142,5,71,436,636,19,3,0,27,1197,23,227,886,1106,26,3,0,68,2339,12,310,394,284,6,3,3,40,1052,11,49,94,51,0,0,0,8,213,6,29,15,3,0,0,0,3,56,0,15,4,16,0,0,0,0,35,29,403,507,354,6,3,3,51,1356,3,98,82,13,3,0,0,14,213,0,0,14,4,0,0,0,0,18,58,845,3172,9800,4687,744,180,391,19877,Sandgate
30301,10,73,1046,5723,4829,1293,223,168,13365,0,35,492,493,12,0,0,24,1056,4,38,372,1058,66,11,0,13,1562,4,73,864,1551,78,11,0,37,2618,10,117,267,254,7,0,0,11,666,0,8,132,26,0,0,0,3,169,0,15,65,24,0,0,0,3,107,0,0,5,0,4,0,0,0,9,10,140,469,304,11,0,0,17,951,18,70,31,3,0,0,0,5,127,0,0,0,3,0,0,0,0,3,42,356,2410,7584,4918,1304,223,227,17064,Carindale
30302,22,151,2270,6816,3514,1246,330,193,14542,8,165,219,142,22,5,0,12,573,7,294,895,946,63,21,10,43,2279,15,459,1114,1088,85,26,10,55,2852,74,1396,2554,516,39,14,19,114,4726,48,337,2258,212,14,0,5,58,2932,33,131,515,194,9,0,0,18,900,0,45,32,20,5,3,0,7,112,155,1909,5359,942,67,17,24,197,8670,0,17,7,6,0,0,3,0,33,0,6,4,5,0,0,4,0,19,192,2542,8754,8857,3666,1289,371,445,26116,Holland Park - Yeronga
30303,21,93,772,8172,6544,1753,451,229,18035,0,38,193,359,116,46,10,17,779,12,23,281,1588,17,3,3,32,1959,12,61,474,1947,133,49,13,49,2738,22,218,459,102,3,0,0,33,837,21,76,217,101,3,0,0,10,428,5,49,99,52,0,0,0,8,213,0,7,9,0,3,0,0,0,19,48,350,784,255,9,0,0,51,1497,35,159,176,42,6,0,0,21,439,0,4,0,5,0,0,0,0,9,116,667,2206,10421,6692,1802,464,350,22718,Mt Gravatt
30304,20,87,1222,5520,2744,817,214,179,10803,0,33,107,114,25,3,3,15,300,8,50,186,279,21,4,3,24,575,8,83,293,393,46,7,6,39,875,17,303,533,151,5,3,3,60,1075,14,54,198,11,0,0,3,12,292,0,0,0,0,0,0,0,0,0,0,16,5,15,0,3,0,0,39,31,373,736,177,5,6,6,72,1406,0,5,6,5,3,0,0,0,19,0,0,0,3,3,0,0,0,6,59,548,2257,6098,2801,830,226,290,13109,Nathan
30305,22,40,331,4504,7878,1437,204,169,14585,4,10,128,283,132,12,3,26,598,3,4,117,1064,107,31,9,24,1359,7,14,245,1347,239,43,12,50,1957,3,30,108,268,8,3,3,29,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,3,0,0,16,3,36,112,268,11,6,3,29,468,3,8,4,4,3,0,0,32,54,0,0,0,0,3,0,0,0,3,35,98,692,6123,8134,1486,219,280,17067,Rocklea - Acacia Ridge
30501,16,153,839,2043,1127,371,142,99,4790,7,64,94,50,19,5,7,8,254,6,133,361,352,69,13,9,22,965,13,197,455,402,88,18,16,30,1219,169,1417,1341,319,48,10,37,134,3475,161,1002,1892,371,24,6,7,96,3559,293,2261,5515,2226,170,17,14,254,10750,0,9,5,7,0,3,0,5,29,623,4689,8753,2923,242,36,58,489,17813,5,29,25,16,3,3,0,8,89,4,13,10,7,3,0,3,3,43,661,5081,10082,5391,1463,428,219,629,23954,Brisbane Inner
30502,6,75,1223,3823,2419,843,191,99,8679,4,18,105,128,13,3,0,4,275,12,122,804,1073,56,11,3,30,2111,16,140,909,1201,69,14,3,34,2386,35,414,902,252,16,4,14,42,1679,8,211,955,187,7,0,0,25,1393,5,27,212,122,6,0,0,7,379,0,7,5,4,3,0,0,0,19,48,659,2074,565,32,4,14,74,3470,3,7,11,6,3,0,4,0,34,0,0,0,3,3,0,0,0,6,73,881,4217,5598,2526,861,212,207,14575,Brisbane Inner - East
30503,12,146,2065,6373,4308,1676,403,198,15181,3,83,234,240,32,3,6,7,608,8,98,781,1041,92,21,12,30,2083,11,181,1015,1281,124,24,18,37,2691,102,1294,3128,515,38,10,10,128,5225,94,615,3265,536,25,0,8,100,4643,40,501,1396,610,36,4,3,39,2629,0,14,14,6,4,0,0,0,38,236,2424,7803,1667,103,14,21,267,12535,0,13,20,12,3,8,0,0,56,0,9,5,5,4,0,0,0,23,259,2773,10908,9338,4542,1722,442,502,30486,Brisbane Inner - North
30504,16,132,1793,5409,3589,1301,319,140,12699,4,50,105,50,14,0,0,7,230,10,51,379,575,41,8,3,14,1081,14,101,484,625,55,8,3,21,1311,33,641,1389,345,32,7,3,43,2493,10,171,1625,247,6,5,0,26,2090,13,242,871,362,18,4,3,30,1543,4,21,6,0,3,0,0,0,34,60,1075,3891,954,59,16,6,99,6160,15,15,8,14,6,3,3,7,71,0,7,3,0,0,0,0,0,10,105,1330,6179,7002,3709,1328,331,267,20251,Brisbane Inner - West
30601,17,97,805,5924,5487,776,140,146,13392,0,27,425,184,37,8,0,9,690,3,24,308,122,86,22,10,4,579,3,51,733,306,123,30,10,13,1269,9,181,1057,158,21,0,0,37,1463,0,45,546,183,13,0,0,17,804,3,51,191,59,4,0,3,5,316,4,8,0,3,0,0,0,0,15,16,285,1794,403,38,0,3,59,2598,24,42,18,25,7,3,0,13,132,0,0,4,3,0,0,0,0,7,60,475,3354,6661,5655,809,153,231,17398,Cairns - North
30602,54,310,1860,11589,7432,1216,307,447,23215,22,203,1054,286,26,9,3,80,1683,4,123,459,174,69,18,5,41,893,26,326,1513,460,95,27,8,121,2576,144,1121,2905,435,29,0,8,198,4840,81,419,1190,400,6,4,3,62,2165,13,124,596,273,10,0,0,27,1043,0,7,9,3,0,3,4,4,30,238,1671,4700,1111,45,7,15,291,8078,71,151,75,50,20,0,5,33,405,3,8,33,6,8,4,3,3,68,392,2466,8181,13216,7600,1254,338,895,34342,Cairns - South
30603,71,322,1560,5520,2265,384,68,255,10445,3,16,84,20,8,0,4,5,140,0,14,38,5,0,0,0,4,61,3,30,122,25,8,0,4,9,201,8,142,589,115,7,0,3,48,912,0,5,6,3,0,0,0,3,17,0,0,26,13,0,0,0,3,42,0,0,0,3,4,0,0,0,7,8,147,621,134,11,0,3,54,978,79,145,57,53,17,9,0,36,396,0,3,3,5,0,0,0,0,11,161,647,2363,5737,2301,393,75,354,12031,Innisfail - Cassowary Coast
30604,21,127,476,1405,710,76,17,50,2882,0,26,146,70,3,3,0,8,256,0,13,107,72,10,0,3,4,209,0,39,253,142,13,3,3,12,465,8,65,363,49,6,3,0,13,507,3,10,28,3,0,0,0,0,44,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,75,391,55,6,3,0,13,554,21,53,27,21,8,0,3,14,147,0,0,5,0,3,3,0,0,11,53,294,1152,1623,740,85,23,89,4059,Port Douglas - Daintree
30306,37,52,407,5148,5175,1365,306,187,12677,9,35,235,339,75,28,8,22,751,7,3,157,1200,41,0,3,23,1434,16,38,392,1539,116,28,11,45,2185,0,50,40,75,6,0,4,9,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,50,40,75,6,0,4,13,188,10,59,14,3,0,0,0,8,94,0,0,0,4,0,0,0,0,4,63,199,853,6769,5297,1393,321,253,15148,Sunnybank
