SA4_MAIN11,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot,SA4_NAME11
506,186,13495,1143,14824,767,24653,1633,27053,268,14317,953,15538,221,17012,1732,18965,359,31725,3051,35135,459,27743,2389,30591,612,25394,1881,27887,932,21592,1408,23932,1018,12058,757,13833,1157,5388,509,7054,833,1147,271,2251,6812,194524,15727,217063,100,12706,1048,13854,367,23726,1470,25563,171,13573,792,14536,139,16660,1037,17836,309,30816,1968,33093,473,28189,1603,30265,715,26582,1387,28684,953,22517,1134,24604,1070,12610,717,14397,1959,6597,645,9201,2301,1691,537,4529,8557,195667,12338,216562,286,26201,2191,28678,1134,48379,3103,52616,439,27890,1745,30074,360,33672,2769,36801,668,62541,5019,68228,932,55932,3992,60856,1327,51976,3268,56571,1885,44109,2542,48536,2088,24668,1474,28230,3116,11985,1154,16255,3134,2838,808,6780,15369,390191,28065,433625,Perth - South East
507,113,11640,831,12584,709,21709,1218,23636,256,11495,628,12379,163,11578,930,12671,266,21995,1871,24132,351,23443,1717,25511,523,21977,1488,23988,826,17013,1037,18876,858,10174,559,11591,1106,5200,410,6716,722,1089,191,2002,5893,157313,10880,174086,92,11029,765,11886,331,21109,1125,22565,146,11273,606,12025,125,11514,574,12213,235,22640,1155,24030,415,25012,1292,26719,580,23397,973,24950,787,18261,790,19838,815,10886,534,12235,1757,6170,540,8467,1906,1525,299,3730,7189,162816,8653,178658,205,22669,1596,24470,1040,42818,2343,46201,402,22768,1234,24404,288,23092,1504,24884,501,44635,3026,48162,766,48455,3009,52230,1103,45374,2461,48938,1613,35274,1827,38714,1673,21060,1093,23826,2863,11370,950,15183,2628,2614,490,5732,13082,320129,19533,352744,Perth - South West
508,60,7395,1077,8532,321,13342,1626,15289,99,5731,793,6623,86,6752,1670,8508,117,16450,4238,20805,182,16653,3505,20340,294,14898,2831,18023,500,10130,1579,12209,459,4415,495,5369,416,1534,211,2161,186,231,66,483,2720,97531,18091,118342,35,6980,1037,8052,158,12900,1604,14662,50,5253,571,5874,54,6003,786,6843,113,14332,1823,16268,209,13513,1577,15299,294,11848,1269,13411,421,7902,760,9083,394,3566,327,4287,500,1450,203,2153,434,266,75,775,2662,84013,10032,96707,95,14375,2114,16584,479,26242,3230,29951,149,10984,1364,12497,140,12755,2456,15351,230,30782,6061,37073,391,30166,5082,35639,588,26746,4100,31434,921,18032,2339,21292,853,7981,822,9656,916,2984,414,4314,620,497,141,1258,5382,181544,28123,215049,Western Australia - Outback
509,66,4110,274,4450,260,8581,494,9335,93,3603,274,3970,61,2792,343,3196,108,5767,624,6499,183,7616,700,8499,282,9067,672,10021,460,8546,542,9548,454,5549,307,6310,459,2580,199,3238,331,442,70,843,2757,58653,4499,65909,25,3889,262,4176,130,8264,458,8852,62,3200,162,3424,38,2505,128,2671,113,6304,296,6713,185,8108,427,8720,310,8834,411,9555,425,8121,368,8914,370,5202,222,5794,598,2525,196,3319,704,590,98,1392,2960,57542,3028,63530,91,7999,536,8626,390,16845,952,18187,155,6803,436,7394,99,5297,471,5867,221,12071,920,13212,368,15724,1127,17219,592,17901,1083,19576,885,16667,910,18462,824,10751,529,12104,1057,5105,395,6557,1035,1032,168,2235,5717,116195,7527,129439,Western Australia - Wheat Belt
597,0,0,0,0,0,0,0,0,0,3,3,6,0,27,6,33,0,119,23,142,3,83,14,100,0,60,7,67,0,26,4,30,0,0,3,3,3,0,0,3,0,0,0,0,6,318,60,384,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,7,3,10,0,5,0,5,0,4,0,4,0,3,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,31,3,34,0,0,0,0,0,0,0,0,0,3,3,6,0,33,6,39,0,126,26,152,3,88,14,105,0,64,7,71,0,29,4,33,0,6,3,9,3,0,0,3,0,0,0,0,6,349,63,418,Migratory - Offshore - Shipping (WA)
599,0,113,14,127,0,151,26,177,0,87,34,121,3,269,66,338,9,708,202,919,14,542,176,732,17,490,175,682,51,560,113,724,19,321,46,386,3,43,20,66,7,4,0,11,123,3288,872,4283,0,116,18,134,0,137,28,165,0,86,24,110,3,236,35,274,9,533,89,631,9,318,87,414,15,342,57,414,24,535,54,613,10,192,20,222,7,20,5,32,0,0,5,5,77,2515,422,3014,0,229,32,261,0,288,54,342,0,173,58,231,6,505,101,612,18,1241,291,1550,23,860,263,1146,32,832,232,1096,75,1095,167,1337,29,513,66,608,10,63,25,98,7,4,5,16,200,5803,1294,7297,Special Purpose Codes SA4 (WA)
601,87,6424,437,6948,492,12442,599,13533,180,6533,304,7017,138,6713,477,7328,273,11654,766,12693,349,12403,687,13439,602,13156,649,14407,826,11685,609,13120,765,7084,388,8237,822,3557,267,4646,629,772,114,1515,5163,92423,5297,102883,65,6144,411,6620,215,11902,553,12670,106,6390,271,6767,93,6788,339,7220,226,12518,561,13305,452,13623,537,14612,589,14444,554,15587,852,12504,510,13866,765,7841,392,8998,1381,4332,378,6091,1616,1227,193,3036,6360,97713,4699,108772,152,12568,848,13568,707,24344,1152,26203,286,12923,575,13784,231,13501,816,14548,499,24172,1327,25998,801,26026,1224,28051,1191,27600,1203,29994,1678,24189,1119,26986,1530,14925,780,17235,2203,7889,645,10737,2245,1999,307,4551,11523,190136,9996,211655,Hobart
602,68,4039,276,4383,355,8125,350,8830,128,4618,192,4938,78,3801,186,4065,142,6591,308,7041,239,7868,343,8450,407,8825,398,9630,718,8205,391,9314,590,5423,263,6276,625,2499,199,3323,410,523,89,1022,3760,60517,2995,67272,38,3829,244,4111,159,8040,368,8567,83,4341,176,4600,70,3781,142,3993,131,7235,282,7648,254,8765,314,9333,414,9362,306,10082,626,8504,307,9437,572,5698,273,6543,895,2929,217,4041,1079,760,95,1934,4321,63244,2724,70289,106,7868,520,8494,514,16165,718,17397,211,8959,368,9538,148,7582,328,8058,273,13826,590,14689,493,16633,657,17783,821,18187,704,19712,1344,16709,698,18751,1162,11121,536,12819,1520,5428,416,7364,1489,1283,184,2956,8081,123761,5719,137561,Launceston and North East
603,21,998,63,1082,104,2235,102,2441,26,938,40,1004,20,646,37,703,55,1378,83,1516,102,2168,114,2384,173,2563,114,2850,281,2642,147,3070,217,1881,109,2207,160,659,49,868,75,96,20,191,1234,16204,878,18316,5,967,74,1046,41,2148,85,2274,13,827,27,867,14,570,25,609,42,1565,62,1669,95,2221,89,2405,161,2532,98,2791,241,2624,116,2981,167,1549,75,1791,160,559,38,757,180,95,15,290,1119,15657,704,17480,26,1965,137,2128,145,4383,187,4715,39,1765,67,1871,34,1216,62,1312,97,2943,145,3185,197,4389,203,4789,334,5095,212,5641,522,5266,263,6051,384,3430,184,3998,320,1218,87,1625,255,191,35,481,2353,31861,1582,35796,South East
604,55,3310,220,3585,240,6724,318,7282,113,3564,160,3837,71,2567,127,2765,144,4938,260,5342,246,6172,310,6728,408,7077,354,7839,627,6403,310,7340,561,4503,254,5318,455,2046,189,2690,292,414,79,785,3212,47718,2581,53511,27,3115,225,3367,147,6575,308,7030,59,3358,141,3558,53,2607,124,2784,131,5503,203,5837,244,6806,266,7316,377,7561,257,8195,548,6723,247,7518,458,4602,248,5308,689,2345,221,3255,767,585,121,1473,3500,49780,2361,55641,82,6425,445,6952,387,13299,626,14312,172,6922,301,7395,124,5174,251,5549,275,10441,463,11179,490,12978,576,14044,785,14638,611,16034,1175,13126,557,14858,1019,9105,502,10626,1144,4391,410,5945,1059,999,200,2258,6712,97498,4942,109152,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,16,0,16,0,13,5,18,0,20,3,23,0,14,0,14,0,5,0,5,0,0,0,0,0,0,0,0,0,72,8,80,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,9,0,9,0,3,4,7,0,3,0,3,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,29,4,33,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,7,0,25,0,25,0,16,9,25,0,23,3,26,0,19,0,19,0,8,0,8,0,0,0,0,0,0,0,0,0,101,12,113,Migratory - Offshore - Shipping (Tas.)
699,0,18,3,21,0,24,3,27,3,34,7,44,3,48,9,60,0,98,33,131,6,75,23,104,4,63,17,84,8,69,10,87,3,34,6,43,5,6,0,11,0,0,0,0,32,469,111,612,0,17,3,20,0,29,3,32,3,44,6,53,0,36,7,43,3,62,10,75,3,50,4,57,8,58,0,66,3,58,10,71,7,26,0,33,0,9,3,12,0,0,0,0,27,389,46,462,0,35,6,41,0,53,6,59,6,78,13,97,3,84,16,103,3,160,43,206,9,125,27,161,12,121,17,150,11,127,20,158,10,60,6,76,5,15,3,23,0,0,0,0,59,858,157,1074,Special Purpose Codes SA4 (Tas.)
701,56,3972,592,4620,221,7125,983,8329,68,3613,654,4335,52,4400,842,5294,81,8907,1814,10802,124,8400,1446,9970,188,7419,1140,8747,265,5627,829,6721,263,2382,321,2966,224,583,142,949,77,62,27,166,1619,52490,8790,62899,19,3769,497,4285,110,7141,892,8143,34,3244,412,3690,31,3700,436,4167,87,9103,1066,10256,135,8441,1003,9579,160,7281,815,8256,233,4982,550,5765,215,1965,219,2399,272,519,97,888,163,69,27,259,1459,50214,6014,57687,75,7741,1089,8905,331,14266,1875,16472,102,6857,1066,8025,83,8100,1278,9461,168,18010,2880,21058,259,16841,2449,19549,348,14700,1955,17003,498,10609,1379,12486,478,4347,540,5365,496,1102,239,1837,240,131,54,425,3078,102704,14804,120586,Darwin
702,21,3745,416,4182,124,7187,710,8021,46,3110,347,3503,45,3102,457,3604,84,6461,981,7526,120,5677,834,6631,190,4923,632,5745,260,3462,415,4137,206,1244,168,1618,120,277,55,452,32,39,17,88,1248,39227,5032,45507,20,3547,402,3969,59,6735,649,7443,37,2926,290,3253,29,3252,335,3616,78,6830,665,7573,131,5969,630,6730,190,4884,466,5540,295,3107,279,3681,259,962,135,1356,179,287,63,529,92,58,30,180,1369,38557,3944,43870,41,7292,818,8151,183,13922,1359,15464,83,6036,637,6756,74,6354,792,7220,162,13291,1646,15099,251,11646,1464,13361,380,9807,1098,11285,555,6569,694,7818,465,2206,303,2974,299,564,118,981,124,97,47,268,2617,77784,8976,89377,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,3,0,3,3,15,0,18,0,27,0,27,0,17,0,17,0,12,0,12,0,8,0,8,0,3,0,3,0,0,0,0,0,0,0,0,3,85,0,88,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,7,0,7,0,0,0,0,0,3,4,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,19,4,23,0,0,0,0,0,3,0,3,0,6,0,6,3,15,0,18,0,34,0,34,0,17,0,17,0,15,4,19,0,8,0,8,0,6,0,6,0,0,0,0,0,0,0,0,3,104,4,111,Migratory - Offshore - Shipping (NT)
799,0,28,3,31,5,32,5,42,0,4,7,11,0,55,13,68,3,157,39,199,4,117,25,146,6,103,27,136,18,189,36,243,13,116,7,136,0,10,0,10,0,0,0,0,49,811,162,1022,0,28,4,32,0,39,4,43,0,19,3,22,0,67,5,72,0,146,20,166,0,72,15,87,3,114,18,135,18,155,26,199,4,71,10,85,0,6,0,6,0,0,0,0,25,717,105,847,0,56,7,63,5,71,9,85,0,23,10,33,0,122,18,140,3,303,59,365,4,189,40,233,9,217,45,271,36,344,62,442,17,187,17,221,0,16,0,16,0,0,0,0,74,1528,267,1869,Special Purpose Codes SA4 (NT)
801,133,11626,617,12376,741,20228,836,21805,248,11489,592,12329,151,14298,1151,15600,334,26795,1786,28915,407,24386,1293,26086,529,21651,1060,23240,636,17417,752,18805,668,9291,451,10410,821,4093,279,5193,633,886,139,1658,5301,162160,8956,176417,67,10858,513,11438,368,19613,682,20663,135,10974,499,11608,135,14073,859,15067,324,27529,1326,29179,453,25324,957,26734,681,23209,800,24690,730,18576,610,19916,773,10043,420,11236,1355,4748,366,6469,1611,1261,298,3170,6632,166208,7330,180170,200,22484,1130,23814,1109,39841,1518,42468,383,22463,1091,23937,286,28371,2010,30667,658,54324,3112,58094,860,49710,2250,52820,1210,44860,1860,47930,1366,35993,1362,38721,1441,19334,871,21646,2176,8841,645,11662,2244,2147,437,4828,11933,328368,16286,356587,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
899,0,11,0,11,0,16,0,16,0,30,3,33,0,35,4,39,5,73,6,84,0,54,7,61,4,24,11,39,3,23,10,36,0,9,0,9,0,0,0,0,0,0,0,0,12,275,41,328,0,18,0,18,0,15,0,15,0,24,3,27,0,41,4,45,0,70,0,70,4,41,3,48,3,33,3,39,3,24,0,27,0,5,3,8,3,0,0,3,3,0,0,3,16,271,16,303,0,29,0,29,0,31,0,31,0,54,6,60,0,76,8,84,5,143,6,154,4,95,10,109,7,57,14,78,6,47,10,63,0,14,3,17,3,0,0,3,3,0,0,3,28,546,57,631,Special Purpose Codes SA4 (ACT)
901,3,66,9,78,3,170,8,181,3,68,39,110,3,57,138,198,3,148,428,579,0,145,129,274,0,204,33,237,5,193,12,210,11,58,8,77,3,10,0,13,0,0,0,0,34,1119,804,1957,0,56,8,64,0,165,13,178,0,50,4,54,0,62,4,66,0,130,8,138,3,157,9,169,6,171,4,181,6,115,9,130,5,35,3,43,9,10,0,19,0,0,0,0,29,951,62,1042,3,122,17,142,3,335,21,359,3,118,43,164,3,119,142,264,3,278,436,717,3,302,138,443,6,375,37,418,11,308,21,340,16,93,11,120,12,20,0,32,0,0,0,0,63,2070,866,2999,Other Territories
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,Migratory - Offshore - Shipping (OT)
999,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,5,0,5,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,24,0,24,Special Purpose Codes SA4 (OT)
