sla_code_2006_,sla_name_2006_,ier_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
805051449,City,964,413,3,30,ACT,7,1,7,964,964,722,0
805051889,Dickson,976,525,4,38,ACT,8,1,8,931,1040,1948,0
805052169,Duntroon,1062,1156,9,83,ACT,55,6,53,1062,1062,1684,0
805053609,Hackett,1050,1101,8,79,ACT,43,5,42,1000,1117,2882,0
805055049,Kowen,1100,1294,10,93,ACT,79,8,76,1100,1100,49,0
805055229,Lyneham,988,632,5,46,ACT,11,2,11,870,1058,4320,0
805055769,Majura,1010,839,7,61,ACT,25,3,25,1003,1019,117,0
805100459,Belconnen Town Centre,909,145,2,11,ACT,4,1,4,731,1022,3057,0
805100549,Belconnen - SSD Bal,1133,1356,10,98,ACT,92,9,89,1133,1133,43,0
805100729,Bruce,1130,1353,10,97,ACT,91,9,88,1098,1195,3387,23
805101179,Charnwood,946,266,2,20,ACT,6,1,6,889,1049,3020,0
805102259,Evatt,1073,1216,9,88,ACT,61,6,59,1021,1173,5496,0
805156939,Phillip,987,616,5,45,ACT,10,1,10,921,1048,1909,0
805102619,Florey,1015,875,7,63,ACT,26,3,26,935,1060,5107,0
805103249,Giralang,1072,1209,9,87,ACT,60,6,58,1043,1126,3303,0
805103879,Hawker,1107,1309,10,94,ACT,83,8,80,860,1206,2827,0
805102709,Flynn,1095,1280,10,92,ACT,75,8,73,1042,1145,3550,0
805102889,Fraser,1116,1331,10,96,ACT,89,9,86,1079,1145,2157,0
805103969,Higgins,1025,942,7,68,ACT,29,3,28,1002,1042,3024,0
805104779,Kaleen,1087,1258,10,91,ACT,68,7,66,959,1147,7586,0
805204059,Holder,1074,1219,9,88,ACT,64,7,62,1012,1140,2610,0
805105139,Latham,1052,1110,8,80,ACT,44,5,43,1001,1106,3687,0
805151719,Curtin,1092,1274,10,92,ACT,74,8,72,985,1166,5132,0
805105409,McKellar,1082,1246,9,90,ACT,67,7,65,1009,1113,2604,0
805156849,Pearce,1066,1181,9,85,ACT,56,6,54,990,1182,2511,0
805152439,Farrer,1108,1312,10,94,ACT,84,9,81,980,1172,3362,0
805153069,Garran,1114,1325,10,95,ACT,87,9,84,1060,1226,3176,0
805158109,Torrens,1074,1222,9,88,ACT,65,7,63,931,1151,2266,0
805201089,Chapman,1193,1393,10,100,ACT,102,10,99,1118,1219,2693,0
805105949,Melba,1074,1217,9,88,ACT,62,6,60,975,1169,3265,0
805106669,Page,988,634,5,46,ACT,12,2,12,926,1045,2694,0
805154239,Hughes,1061,1154,9,83,ACT,54,6,52,962,1156,2898,0
805154419,Isaacs,1143,1368,10,98,ACT,95,10,92,1035,1172,2424,0
805155319,Lyons,979,557,4,40,ACT,9,1,9,781,1035,2442,1
805155859,Mawson,1033,1006,8,73,ACT,34,4,33,923,1130,2862,0
805156489,O'Malley,1224,1395,10,100,ACT,103,10,100,1219,1235,685,0
805202079,Duffy,1096,1287,10,93,ACT,77,8,75,1030,1153,2942,0
805202529,Fisher,1060,1148,9,83,ACT,52,6,51,949,1143,2977,0
805208739,Weston,1059,1144,9,82,ACT,49,5,48,938,1190,3176,0
805250819,Calwell,1090,1267,10,91,ACT,71,7,69,977,1146,5927,0
805251549,Conder,1092,1272,10,92,ACT,73,8,71,997,1203,5052,0
805253339,Gowrie,1088,1263,10,91,ACT,70,7,68,1078,1095,3225,0
805208829,Weston Creek-Stromlo - SSD Bal,1006,809,6,58,ACT,23,3,23,1006,1006,15,0
805357929,Symonston,875,104,1,8,ACT,2,1,2,867,880,469,0
805358919,Yarralumla,1096,1286,10,93,ACT,76,8,74,1055,1152,2905,0
805352789,Forrest,1179,1388,10,100,ACT,100,10,97,1080,1220,1191,0
805252349,Fadden,1185,1390,10,100,ACT,101,10,98,1165,1210,3214,0
805251359,Chisholm,1054,1120,9,81,ACT,46,5,45,934,1092,5379,0
805400239,Amaroo,1138,1362,10,98,ACT,93,9,90,1070,1185,5504,0
805253159,Gilmore,1040,1043,8,75,ACT,38,4,37,1026,1053,2905,0
805253289,Gordon,1075,1223,9,88,ACT,66,7,64,971,1172,7869,0
805254509,Isabella Plains,1049,1096,8,79,ACT,42,5,41,963,1113,4316,0
805254869,Kambah,1060,1147,9,83,ACT,51,5,50,891,1229,15579,0
805253379,Greenway,1027,964,7,70,ACT,30,3,29,1000,1056,1130,0
805256579,Oxley,1039,1038,8,75,ACT,37,4,36,1011,1049,1790,0
805255489,Macarthur,1162,1381,10,99,ACT,97,10,94,1135,1210,1583,0
805256129,Monash,1087,1260,10,91,ACT,69,7,67,989,1140,5548,0
805357119,Red Hill,1091,1271,10,92,ACT,72,7,70,805,1216,3144,0
805257289,Richardson,1003,785,6,57,ACT,22,3,22,936,1050,3231,0
805258019,Theodore,1060,1145,9,83,ACT,50,5,49,929,1134,4108,0
805258189,Tuggeranong - SSD Bal,988,636,5,46,ACT,13,2,13,988,988,66,15
805406249,Ngunnawal,1038,1029,8,74,ACT,35,4,34,944,1124,8938,0
805258379,Wanniassa,1053,1111,8,80,ACT,45,5,44,798,1167,7931,0
805406719,Palmerston,1066,1182,9,85,ACT,57,6,55,968,1147,5708,0
810059009,Remainder of ACT,1069,1199,9,86,ACT,58,6,56,1015,1100,269,0
910051009,Jervis Bay Territory,846,88,1,7,OT ,1,3,26,730,965,371,0
910052009,Territory of Christmas Island,955,338,3,25,OT ,3,8,76,860,1060,1348,0
910053009,Territory of Cocos (Keeling) Islands,900,130,1,10,OT ,2,6,51,868,964,571,0
805354959,Kingston,1048,1091,8,79,ACT,41,4,40,585,1089,2451,0
805352979,Fyshwick,1111,1319,10,95,ACT,85,9,82,1111,1111,54,0
805350369,Barton,1115,1328,10,96,ACT,88,9,85,1093,1131,940,0
805351809,Deakin,1112,1320,10,95,ACT,86,9,83,1014,1206,2607,0
805353429,Griffith,1047,1085,8,78,ACT,40,4,39,794,1144,3905,0
805353789,Harman,993,686,5,50,ACT,16,2,16,993,993,96,0
805356219,Narrabundah,1002,781,6,56,ACT,21,3,21,867,1134,5526,0
805356309,Oaks Estate,823,80,1,6,ACT,1,1,1,823,823,243,0
805406279,Nicholls,1163,1382,10,99,ACT,98,10,95,1073,1240,6992,0
805357029,Pialligo,1100,1293,10,93,ACT,78,8,76,1100,1100,111,0
805403519,Gungahlin,1141,1365,10,98,ACT,94,10,91,1037,1184,3856,0
805403529,Gungahlin-Hall - SSD Bal,1001,771,6,56,ACT,19,2,19,1001,1001,17,0
805403689,Hall,1104,1302,10,94,ACT,80,8,77,1104,1104,336,0
