LGA_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
53920,0,4,4,57,47,104,0,0,0,23,29,52,0,0,0,681,681,1362,8,0,8,0,0,0,0,0,0,0,0,0,9,0,9,3,0,3,201,231,432,209,246,455,22,19,41,0,3,3,0,3,3,72,72,144,52,46,98,0,0,0,1337,1377,2714,3,0,3,0,0,0,0,0,0,12,6,18,0,3,3,12,9,21,303,222,525,6,13,19,162,113,275,1823,1738,3561,Halls Creek (S)
51750,54,61,115,1052,1320,2372,0,0,0,35,43,78,0,0,0,908,1055,1963,14,19,33,28,42,70,3,4,7,3,0,3,21,30,51,3,3,6,11,13,24,29,25,54,110,134,244,0,5,5,0,10,10,209,300,509,62,67,129,5,5,10,2493,3075,5568,46,38,84,30,34,64,20,27,47,0,0,0,24,23,47,24,23,47,1201,1083,2284,49,29,78,569,424,993,4486,4794,9280,Claremont (T)
51820,735,863,1598,6813,7701,14514,0,0,0,764,909,1673,25,42,67,14387,15153,29540,83,85,168,639,639,1278,150,189,339,69,84,153,177,188,365,18,29,47,158,174,332,515,587,1102,870,890,1760,67,114,181,63,72,135,1042,1253,2295,1225,1313,2538,88,84,172,27153,29506,56659,327,304,631,433,441,874,27,43,70,10,9,19,268,304,572,278,313,591,11717,10123,21840,507,288,795,3505,3120,6625,44682,45001,89683,Cockburn (C)
51890,24,23,47,1002,1046,2048,0,0,0,81,66,147,0,0,0,1062,952,2014,31,23,54,14,3,17,17,39,56,10,11,21,16,19,35,3,0,3,10,8,18,18,16,34,63,59,122,22,33,55,11,14,25,191,234,425,81,73,154,10,13,23,2642,2609,5251,6,3,9,10,4,14,0,0,0,0,0,0,19,15,34,19,15,34,1539,1190,2729,52,25,77,612,352,964,4904,4221,9125,Collie (S)
53990,51,71,122,2440,2711,5151,0,0,0,207,204,411,0,0,0,2792,2803,5595,58,70,128,30,32,62,97,113,210,57,65,122,43,58,101,0,0,0,17,19,36,43,54,97,216,226,442,21,31,52,37,31,68,395,451,846,367,454,821,29,36,65,6849,7358,14207,8,10,18,19,14,33,3,8,11,0,0,0,31,47,78,31,47,78,3410,2941,6351,100,61,161,1189,1069,2258,11660,11579,23239,Harvey (S)
54060,9,15,24,493,526,1019,0,0,0,3,11,14,0,0,0,337,348,685,3,3,6,3,4,7,0,4,4,0,4,4,10,8,18,0,0,0,3,3,6,8,3,11,48,45,93,9,10,19,9,10,19,73,114,187,36,44,80,3,3,6,1038,1140,2178,3,0,3,0,6,6,0,0,0,0,0,0,3,0,3,3,0,3,574,454,1028,28,18,46,167,113,280,1822,1746,3568,Irwin (S)
54130,3,4,7,128,123,251,0,0,0,10,6,16,0,0,0,92,92,184,0,0,0,0,0,0,0,0,0,0,3,3,6,5,11,0,0,0,0,0,0,3,3,6,14,12,26,0,0,0,3,3,6,42,37,79,17,18,35,0,0,0,315,302,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,131,321,3,3,6,58,46,104,569,486,1055,Jerramungup (S)
52170,25,49,74,942,1040,1982,0,0,0,23,25,48,0,0,0,715,818,1533,5,3,8,41,43,84,3,6,9,5,3,8,11,28,39,0,0,0,3,4,7,14,13,27,81,105,186,3,0,3,0,0,0,125,171,296,42,46,88,7,4,11,2020,2309,4329,13,10,23,3,3,6,19,8,27,0,0,0,11,14,25,11,14,25,1132,989,2121,42,26,68,459,473,932,3724,3881,7605,Cottesloe (T)
52240,3,6,9,165,149,314,0,0,0,35,38,73,0,0,0,57,71,128,0,0,0,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,3,0,3,3,6,9,12,8,20,0,4,4,4,8,12,16,16,32,18,13,31,0,0,0,321,319,640,0,0,0,3,0,3,0,0,0,0,0,0,5,5,10,5,5,10,170,114,284,6,3,9,70,55,125,578,502,1080,Cranbrook (S)
52310,0,4,4,99,95,194,0,0,0,29,31,60,0,0,0,54,73,127,0,0,0,0,0,0,3,9,12,0,0,0,6,0,6,0,0,0,0,0,0,0,3,3,10,11,21,3,3,6,3,3,6,40,46,86,7,7,14,3,0,3,257,281,538,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,127,99,226,7,5,12,43,40,83,434,435,869,Cuballing (S)
54170,740,1022,1762,16633,18578,35211,0,0,0,1411,1475,2886,37,46,83,18386,19988,38374,349,462,811,897,942,1839,252,301,553,234,270,504,428,440,868,139,125,264,181,184,365,947,1191,2138,1916,2042,3958,113,155,268,68,114,182,2544,3340,5884,1790,2066,3856,100,118,218,46425,51837,98262,462,443,905,617,646,1263,100,116,216,3,4,7,408,486,894,411,490,901,20492,17357,37849,783,405,1188,5334,4724,10058,75364,77040,152404,Joondalup (C)
54200,194,286,480,5316,5907,11223,0,0,0,595,615,1210,101,67,168,6143,6637,12780,139,172,311,143,140,283,90,113,203,74,83,157,142,146,288,7,13,20,55,81,136,245,277,522,580,635,1215,57,57,114,227,289,516,729,991,1720,809,993,1802,111,132,243,15563,17348,32911,95,98,193,339,314,653,16,16,32,4,6,10,85,140,225,89,146,235,7608,6504,14112,304,221,525,2325,2101,4426,26533,27034,53567,Kalamunda (S)
63610,111,161,272,3569,4294,7863,0,0,0,170,169,339,13,21,34,2691,3031,5722,10,24,34,90,73,163,80,105,185,34,50,84,91,111,202,3,0,3,42,51,93,241,251,492,603,631,1234,21,29,50,41,47,88,515,703,1218,604,719,1323,39,50,89,8857,10359,19216,32,39,71,35,37,72,23,28,51,3,0,3,68,98,166,71,98,169,5835,5326,11161,209,137,346,1268,1267,2535,16441,17452,33893,Kingborough (M)
63810,22,36,58,1148,1250,2398,0,0,0,171,209,380,16,12,28,815,887,1702,11,11,22,4,10,14,13,25,38,23,23,46,17,20,37,0,0,0,0,5,5,29,39,68,117,117,234,11,14,25,12,11,23,348,418,766,152,150,302,5,4,9,2892,3205,6097,6,4,10,6,6,12,0,3,3,0,0,0,6,15,21,6,15,21,1460,1244,2704,33,25,58,455,415,870,4880,4953,9833,Latrobe (M)
64010,224,274,498,7436,9052,16488,0,0,0,640,719,1359,91,115,206,5122,5584,10706,130,167,297,86,101,187,160,198,358,87,117,204,124,139,263,47,30,77,59,69,128,301,343,644,974,1122,2096,158,207,365,45,66,111,1389,1870,3259,714,860,1574,45,48,93,17608,20807,38415,198,208,406,175,103,278,13,22,35,3,5,8,162,158,320,165,163,328,9518,8627,18145,377,178,555,2811,2722,5533,31089,33104,64193,Launceston (C)
64210,38,57,95,2512,2902,5414,0,0,0,248,285,533,67,78,145,1609,1796,3405,28,34,62,20,15,35,43,48,91,66,69,135,30,43,73,5,3,8,12,19,31,47,55,102,258,289,547,33,45,78,15,22,37,632,742,1374,204,246,450,46,65,111,5875,6756,12631,8,9,17,4,3,7,3,4,7,0,3,3,23,38,61,23,41,64,2414,2138,4552,70,38,108,699,708,1407,9134,9754,18888,Meander Valley (M)
52380,3,0,3,27,17,44,0,0,0,0,0,0,0,0,0,38,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,0,5,5,0,0,0,74,57,131,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,43,33,76,4,0,4,32,24,56,156,117,273,Cue (S)
52450,0,4,4,183,163,346,0,0,0,5,10,15,52,38,90,132,115,247,4,3,7,3,0,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,7,5,12,10,14,24,3,3,6,3,0,3,48,63,111,15,16,31,3,0,3,468,436,904,0,0,0,3,0,3,4,0,4,0,0,0,0,3,3,0,3,3,163,125,288,4,0,4,53,47,100,695,615,1310,Cunderdin (S)
52520,0,4,4,144,153,297,0,0,0,24,23,47,67,66,133,110,84,194,0,5,5,0,4,4,0,0,0,3,4,7,4,0,4,0,0,0,4,0,4,0,6,6,14,6,20,0,3,3,3,0,3,67,61,128,22,21,43,0,0,0,462,436,898,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,157,105,262,3,3,6,51,36,87,679,587,1266,Dalwallinu (S)
52590,7,5,12,471,430,901,0,0,0,18,17,35,0,0,0,287,265,552,5,6,11,9,4,13,3,5,8,0,0,0,13,13,26,0,0,0,0,0,0,5,5,10,31,31,62,0,0,0,7,9,16,59,79,138,36,28,64,3,3,6,947,895,1842,3,0,3,4,7,11,0,0,0,0,0,0,0,4,4,0,4,4,506,367,873,18,8,26,238,177,415,1723,1463,3186,Dandaragan (S)
52660,35,48,83,1328,1634,2962,0,0,0,151,149,300,0,0,0,1335,1364,2699,5,18,23,11,6,17,38,49,87,30,29,59,32,30,62,0,0,0,26,14,40,29,47,76,109,96,205,15,18,33,23,31,54,233,276,509,184,206,390,11,16,27,3560,3983,7543,6,3,9,46,43,89,0,0,0,0,0,0,5,23,28,5,23,28,1933,1599,3532,62,48,110,541,470,1011,6188,6217,12405,Dardanup (S)
52730,37,59,96,495,551,1046,0,0,0,27,38,65,0,0,0,290,310,600,5,0,5,6,0,6,43,51,94,0,11,11,14,12,26,0,3,3,0,4,4,5,3,8,47,38,85,6,8,14,4,3,7,102,131,233,60,65,125,0,7,7,1104,1235,2339,5,3,8,0,3,3,3,3,6,0,0,0,18,49,67,18,49,67,1099,1023,2122,41,35,76,248,229,477,2555,2639,5194,Denmark (S)
52800,17,23,40,241,185,426,0,0,0,55,45,100,0,0,0,605,675,1280,31,29,60,0,0,0,12,8,20,0,4,4,13,7,20,0,0,0,581,620,1201,78,114,192,39,27,66,0,3,3,20,28,48,268,312,580,111,131,242,7,6,13,2061,2194,4255,5,5,10,13,3,16,0,0,0,34,33,67,0,5,5,34,38,72,718,562,1280,43,36,79,2078,605,2683,4969,3466,8435,Derby-West Kimberley (S)
52870,32,31,63,547,652,1199,0,0,0,25,28,53,0,0,0,522,505,1027,14,14,28,3,3,6,20,38,58,8,8,16,18,19,37,0,0,0,13,4,17,11,12,23,43,60,103,7,6,13,11,26,37,121,131,252,69,67,136,0,3,3,1432,1576,3008,8,3,11,17,11,28,0,0,0,0,0,0,16,15,31,16,15,31,896,807,1703,19,21,40,258,178,436,2678,2642,5320,Donnybrook-Balingup (S)
54480,0,0,0,59,65,124,0,0,0,16,4,20,0,0,0,41,27,68,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,3,3,6,5,11,0,0,0,0,0,0,34,44,78,17,14,31,0,0,0,181,162,343,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,83,66,149,0,0,0,11,6,17,275,237,512,Kent (S)
54550,5,7,12,322,333,655,0,0,0,27,29,56,0,0,0,184,179,363,3,0,3,5,0,5,0,8,8,0,6,6,19,12,31,0,0,0,3,0,3,3,4,7,15,13,28,0,6,6,0,3,3,70,100,170,21,19,40,5,4,9,677,716,1393,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,3,3,6,207,206,413,3,0,3,86,66,152,984,998,1982,Kojonup (S)
54620,3,0,3,168,139,307,0,0,0,10,9,19,0,0,0,93,80,173,9,12,21,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,3,3,18,24,42,0,0,0,3,0,3,38,33,71,21,14,35,0,0,0,369,314,683,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,131,90,221,13,0,13,83,37,120,602,444,1046,Kondinin (S)
54690,0,0,0,80,68,148,0,0,0,0,0,0,0,0,0,41,38,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,16,9,25,8,4,12,0,0,0,153,125,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,68,132,0,0,0,18,7,25,235,200,435,Koorda (S)
52940,0,0,0,95,103,198,0,0,0,0,3,3,0,0,0,42,47,89,3,3,6,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,6,15,0,4,4,0,0,0,48,53,101,9,6,15,0,0,0,214,234,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,69,176,5,3,8,23,22,45,349,328,677,Dowerin (S)
53010,4,0,4,83,76,159,0,0,0,4,3,7,0,0,0,68,63,131,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,0,4,4,4,3,7,40,38,78,6,0,6,0,0,0,217,203,420,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,85,59,144,0,0,0,18,15,33,324,280,604,Dumbleyung (S)
53080,7,6,13,92,77,169,0,0,0,10,9,19,0,0,0,126,102,228,8,7,15,0,0,0,4,3,7,3,6,9,15,5,20,0,0,0,0,0,0,0,0,0,15,9,24,3,0,3,3,3,6,18,16,34,12,11,23,0,0,0,309,248,557,4,0,4,3,4,7,0,0,0,0,0,0,3,3,6,3,3,6,159,139,298,6,6,12,160,85,245,651,491,1142,Dundas (S)
53150,35,59,94,558,676,1234,0,0,0,39,54,93,0,0,0,932,1109,2041,3,5,8,22,17,39,12,19,31,0,0,0,14,13,27,0,0,0,0,3,3,12,15,27,75,100,175,3,3,6,0,0,0,105,132,237,50,57,107,6,9,15,1831,2212,4043,9,8,17,14,7,21,4,3,7,0,0,0,30,32,62,30,32,62,1078,976,2054,48,25,73,303,257,560,3352,3579,6931,East Fremantle (T)
53220,85,69,154,1006,485,1491,0,0,0,187,153,340,3,0,3,1428,764,2192,6,11,17,30,18,48,4,8,12,15,3,18,71,70,141,3,0,3,13,13,26,63,50,113,149,64,213,9,5,14,91,90,181,198,86,284,138,97,235,21,12,33,3435,1929,5364,25,13,38,51,14,65,7,3,10,146,142,288,35,19,54,181,161,342,2108,930,3038,136,29,165,2011,762,2773,8039,3910,11949,East Pilbara (S)
53290,29,56,85,1268,1278,2546,0,0,0,94,96,190,0,0,0,1032,1136,2168,42,66,108,10,4,14,54,79,133,8,14,22,132,128,260,0,0,0,24,29,53,128,136,264,130,140,270,17,15,32,54,67,121,297,368,665,292,355,647,12,8,20,3594,3919,7513,3,3,6,3,4,7,3,6,9,0,0,0,15,25,40,15,25,40,2203,1974,4177,60,39,99,826,714,1540,6736,6740,13476,Esperance (S)
53360,17,22,39,244,221,465,0,0,0,10,8,18,0,0,0,216,237,453,3,4,7,4,3,7,6,4,10,0,0,0,12,5,17,0,0,0,0,4,4,5,11,16,36,23,59,3,3,6,0,3,3,41,28,69,35,35,70,0,0,0,615,589,1204,3,4,7,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,470,378,848,21,3,24,156,109,265,1285,1108,2393,Exmouth (S)
53430,205,299,504,1707,2004,3711,0,0,0,128,122,250,0,0,0,3493,3854,7347,12,30,42,130,111,241,45,54,99,5,9,14,60,76,136,3,3,6,16,24,40,35,54,89,193,232,425,14,10,24,11,14,25,247,336,583,219,291,510,10,19,29,6328,7243,13571,39,45,84,96,79,175,46,46,92,0,5,5,90,94,184,90,99,189,4697,4471,9168,259,127,386,1243,1170,2413,13003,13579,26582,Fremantle (C)
53520,117,166,283,3521,4036,7557,0,0,0,199,179,378,0,0,0,5199,5637,10836,66,65,131,36,38,74,101,156,257,24,26,50,108,134,242,0,0,0,45,67,112,224,269,493,318,287,605,52,80,132,86,113,199,622,715,1337,436,539,975,17,22,39,11054,12363,23417,29,25,54,204,209,413,11,4,15,9,3,12,52,75,127,61,78,139,4522,3844,8366,172,108,280,1915,1564,3479,18085,18361,36446,Geraldton-Greenough (C)
53570,23,29,52,582,588,1170,0,0,0,26,29,55,0,0,0,429,430,859,4,12,16,16,8,24,17,18,35,5,10,15,17,14,31,0,0,0,5,7,12,12,13,25,53,52,105,3,3,6,8,12,20,109,124,233,62,87,149,3,3,6,1351,1410,2761,0,0,0,6,6,12,0,4,4,0,0,0,0,8,8,0,8,8,671,554,1225,14,8,22,367,235,602,2432,2254,4686,Gingin (S)
53640,4,0,4,141,133,274,0,0,0,74,53,127,55,48,103,78,87,165,0,0,0,0,0,0,0,0,0,0,4,4,6,4,10,0,0,0,0,3,3,0,0,0,13,9,22,3,0,3,0,0,0,29,38,67,16,12,28,0,0,0,415,391,806,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,171,140,311,5,3,8,70,65,135,668,603,1271,Gnowangerup (S)
54760,0,3,3,142,141,283,0,0,0,6,4,10,0,0,0,96,92,188,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,7,9,16,0,0,0,3,0,3,38,33,71,5,4,9,0,3,3,297,294,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,77,177,5,0,5,30,19,49,432,393,825,Kulin (S)
54830,148,197,345,2570,2875,5445,0,0,0,204,239,443,0,0,0,2876,2988,5864,33,41,74,108,119,227,149,181,330,45,58,103,71,92,163,3,8,11,55,50,105,180,201,381,259,296,555,53,61,114,28,30,58,306,359,665,442,508,950,33,34,67,7415,8140,15555,89,81,170,109,114,223,10,5,15,3,4,7,103,107,210,106,111,217,4423,3986,8409,205,139,344,2367,1582,3949,14872,14355,29227,Kwinana (T)
54900,3,0,3,216,191,407,0,0,0,8,4,12,0,0,0,143,136,279,0,0,0,3,3,6,7,3,10,0,0,0,4,9,13,0,0,0,0,4,4,4,3,7,21,13,34,0,0,0,0,0,0,64,65,129,25,24,49,0,0,0,495,455,950,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,165,141,306,4,0,4,57,36,93,724,636,1360,Lake Grace (S)
53710,0,0,0,111,134,245,0,0,0,5,4,9,0,0,0,134,128,262,3,0,3,3,3,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,13,7,20,3,0,3,11,9,20,38,39,77,19,15,34,0,0,0,340,342,682,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,107,98,205,3,5,8,40,46,86,493,494,987,Goomalling (S)
64610,13,23,36,2178,2335,4513,0,0,0,185,197,382,3,3,6,864,842,1706,14,15,29,9,4,13,11,15,26,12,20,32,21,21,42,0,0,0,0,4,4,42,55,97,169,152,321,15,32,47,11,15,26,337,399,736,168,164,332,4,3,7,4043,4276,8319,0,0,0,8,5,13,0,0,0,0,0,0,10,16,26,10,16,26,1498,1362,2860,32,13,45,515,415,930,6119,6110,12229,Northern Midlands (M)
64810,26,39,65,1962,2130,4092,0,0,0,51,68,119,3,8,11,1167,1256,2423,22,27,49,21,13,34,21,38,59,11,10,21,36,20,56,0,0,0,5,7,12,41,46,87,99,94,193,20,24,44,13,8,21,179,222,401,132,145,277,3,3,6,3786,4119,7905,0,4,4,3,6,9,3,0,3,0,0,0,20,25,45,20,25,45,1962,1817,3779,78,38,116,653,615,1268,6531,6663,13194,Sorell (M)
65010,12,12,24,1236,1159,2395,0,0,0,11,11,22,0,0,0,559,601,1160,5,6,11,3,0,3,5,0,5,0,3,3,5,11,16,0,0,0,3,3,6,14,10,24,55,52,107,7,9,16,3,0,3,116,126,242,20,26,46,0,4,4,2042,2021,4063,0,3,3,0,0,0,0,0,0,3,0,3,8,13,21,11,13,24,700,629,1329,26,17,43,306,257,563,3097,2952,6049,Southern Midlands (M)
53780,1787,2046,3833,8317,9151,17468,0,0,0,1187,1345,2532,25,20,45,11215,12072,23287,191,207,398,306,323,629,179,245,424,187,230,417,222,266,488,122,107,229,242,251,493,775,886,1661,1231,1298,2529,146,189,335,232,255,487,1137,1492,2629,1813,2082,3895,202,207,409,27729,30626,58355,992,848,1840,2905,2689,5594,20,14,34,8,10,18,584,522,1106,592,532,1124,13249,11288,24537,588,302,890,5891,4486,10377,53753,52831,106584,Gosnells (C)
54280,124,120,244,2223,2197,4420,0,0,0,359,401,760,3,0,3,3543,3552,7095,174,235,409,53,47,100,75,99,174,129,162,291,125,120,245,4,4,8,42,46,88,129,125,254,389,340,729,47,60,107,58,78,136,475,566,1041,532,574,1106,63,68,131,8423,8674,17097,142,83,225,86,75,161,10,12,22,7,8,15,56,58,114,63,66,129,4498,3588,8086,189,87,276,2755,2113,4868,16290,14818,31108,Kalgoorlie/Boulder (C)
55040,9,15,24,227,121,348,0,0,0,21,14,35,4,0,4,252,126,378,14,14,28,7,4,11,0,3,3,7,3,10,13,12,25,0,0,0,4,10,14,4,0,4,32,9,41,3,4,7,16,18,34,27,19,46,36,22,58,0,5,5,667,384,1051,3,0,3,8,0,8,0,0,0,3,3,6,7,0,7,10,3,13,466,209,675,22,9,31,492,214,706,1677,834,2511,Leonora (S)
54340,26,30,56,311,361,672,0,0,0,193,209,402,0,0,0,341,362,703,0,0,0,9,5,14,26,21,47,7,7,14,59,51,110,0,0,0,18,21,39,14,21,35,32,25,57,11,9,20,4,9,13,89,95,184,82,101,183,0,3,3,1196,1300,2496,4,5,9,193,190,383,0,0,0,0,0,0,0,6,6,0,6,6,479,419,898,10,8,18,174,142,316,2082,2100,4182,Katanning (S)
54410,0,0,0,164,173,337,0,0,0,7,10,17,0,0,0,97,122,219,5,5,10,0,0,0,0,0,0,0,0,0,3,3,6,5,3,8,0,0,0,7,7,14,10,18,28,5,6,11,6,11,17,56,65,121,14,12,26,0,0,0,379,435,814,0,3,3,0,0,0,3,0,3,0,0,0,0,3,3,0,3,3,156,100,256,4,0,4,56,42,98,598,583,1181,Kellerberrin (S)
54970,0,4,4,99,31,130,0,0,0,15,10,25,0,0,0,148,55,203,113,111,224,4,0,4,4,0,4,0,0,0,9,4,13,0,0,0,14,7,21,0,3,3,24,3,27,3,3,6,7,9,16,23,3,26,16,10,26,0,0,0,479,249,728,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,220,70,290,9,4,13,131,53,184,846,380,1226,Laverton (S)
55110,266,408,674,8686,9937,18623,0,0,0,745,835,1580,4,5,9,6555,7404,13959,91,123,214,96,107,203,240,303,543,123,136,259,218,257,475,5,4,9,69,78,147,265,346,611,892,896,1788,88,141,229,53,68,121,1116,1509,2625,937,1075,2012,41,59,100,20224,23283,43507,81,70,151,101,87,188,20,17,37,3,4,7,105,220,325,108,224,332,9343,8367,17710,340,237,577,3609,3118,6727,34092,35811,69903,Mandurah (C)
55180,30,39,69,909,982,1891,0,0,0,104,85,189,0,3,3,963,993,1956,10,8,18,57,47,104,18,38,56,6,8,14,12,29,41,0,0,0,0,9,9,18,13,31,69,56,125,5,8,13,33,43,76,193,236,429,137,98,235,0,3,3,2534,2659,5193,13,8,21,17,3,20,6,3,9,0,0,0,13,29,42,13,29,42,1520,1340,2860,45,39,84,462,423,885,4640,4543,9183,Manjimup (S)
55250,7,8,15,112,50,162,0,0,0,7,3,10,0,0,0,120,67,187,0,4,4,0,0,0,3,3,6,0,0,0,5,5,10,0,0,0,0,4,4,0,0,0,12,3,15,5,0,5,39,54,93,19,14,33,22,17,39,3,0,3,347,224,571,0,0,0,0,0,0,0,0,0,4,8,12,3,3,6,7,11,18,227,165,392,14,7,21,220,140,360,822,555,1377,Meekatharra (S)
55320,1303,1622,2925,7967,9672,17639,0,0,0,968,1176,2144,76,80,156,12205,14061,26266,124,176,300,415,468,883,106,141,247,49,52,101,237,277,514,21,26,47,129,143,272,381,425,806,1409,1614,3023,44,76,120,49,60,109,1752,2404,4156,1207,1430,2637,62,58,120,27201,32339,59540,631,587,1218,519,480,999,61,42,103,4,0,4,375,390,765,379,390,769,11947,10690,22637,483,246,729,3537,3244,6781,46061,49640,95701,Melville (C)
55390,0,0,0,22,16,38,0,0,0,4,6,10,0,0,0,13,10,23,27,34,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,6,0,4,4,0,0,0,73,73,146,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,5,6,11,71,47,118,4,0,4,54,53,107,207,179,386,Menzies (S)
55460,12,6,18,368,382,750,0,0,0,5,8,13,0,0,0,331,316,647,25,31,56,0,3,3,11,10,21,0,0,0,5,6,11,0,0,0,4,3,7,3,4,7,32,18,50,6,4,10,28,35,63,118,125,243,46,56,102,0,0,0,982,1001,1983,0,3,3,5,4,9,0,0,0,0,0,0,7,6,13,7,6,13,546,378,924,20,10,30,165,138,303,1737,1546,3283,Merredin (S)
55530,0,0,0,59,63,122,0,0,0,0,3,3,0,0,0,69,61,130,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,16,17,33,3,3,6,0,0,0,160,153,313,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,73,50,123,0,0,0,24,17,41,260,220,480,Mingenew (S)
55600,4,3,7,317,344,661,0,0,0,35,34,69,0,0,0,304,356,660,4,0,4,3,0,3,5,5,10,3,3,6,8,5,13,0,0,0,0,0,0,0,0,0,23,16,39,3,3,6,9,10,19,69,69,138,23,31,54,8,5,13,814,881,1695,3,3,6,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,292,238,530,5,3,8,124,100,224,1246,1231,2477,Moora (S)
