lga_name_2016,lga_code_2016,i_4000more_1aw_othnw,i_4000more_bnw,i_4000more_lfsta_ns,i_4000more_tot,part_inc_stated_be_wft,part_inc_stated_be_wpt,part_inc_stated_be_baw,part_inc_stated_1eft_othpt,part_inc_stated_1eft_othaw,part_inc_stated_1eft_othnw,part_inc_stated_1ept_othaw,part_inc_stated_1ept_othnw,part_inc_stated_1aw_othnw,part_inc_stated_bnw,part_inc_stated_lfsta_ns,part_inc_stated_tot,all_inc_ns_be_wft,all_inc_ns_be_wpt,all_inc_ns_be_baw,all_inc_ns_1eft_othpt,all_inc_ns_1eft_othaw,all_inc_ns_1eft_othnw,all_inc_ns_1ept_othaw,all_inc_ns_1ept_othnw,all_inc_ns_1aw_othnw,all_inc_ns_bnw,all_inc_ns_lfsta_ns,all_inc_ns_tot,tot_be_wft,tot_be_wpt,tot_be_baw,tot_1eft_othpt,tot_1eft_othaw,tot_1eft_othnw,tot_1ept_othaw,tot_1ept_othnw,tot_1aw_othnw,tot_bnw,tot_lfsta_ns,tot_tot
Kalgoorlie/Boulder (C),54280,3,8,0,571,51,3,6,38,11,35,7,8,3,19,322,503,6,0,3,3,3,0,0,0,4,0,17,40,818,50,42,1032,143,866,41,96,58,127,337,3609
Karratha (C),54310,8,3,0,706,47,4,3,47,3,30,0,7,7,14,167,322,7,0,3,3,0,6,0,0,3,7,9,41,553,49,36,740,98,724,27,68,56,112,188,2647
Goomalling (S),53710,0,0,0,9,3,0,0,3,0,0,0,0,0,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,42,3,25,4,9,0,3,6,101
Gosnells (C),53780,7,31,4,1127,191,35,21,186,13,197,12,58,26,141,1079,1968,17,0,8,24,3,19,0,0,5,18,50,137,2754,575,133,3775,412,3838,147,1012,219,1539,1159,15563
Greater Geraldton (C),53800,3,5,0,364,77,10,9,84,10,49,10,12,8,37,497,803,7,0,3,9,0,3,0,0,3,3,12,38,724,149,38,1162,146,729,68,162,63,297,521,4048
Halls Creek (S),53920,0,0,0,4,0,0,0,0,0,3,0,3,0,10,7,38,0,0,0,0,0,0,0,0,0,3,8,18,18,7,0,17,5,23,0,16,3,93,22,209
Harvey (S),53990,5,3,0,288,58,11,4,79,3,41,4,12,6,14,374,612,3,3,5,3,0,0,0,0,0,3,8,37,544,98,25,1016,101,704,50,139,73,191,396,3344
Irwin (S),54060,0,0,0,26,11,3,0,6,0,3,3,0,0,0,50,91,0,0,0,0,0,0,0,0,0,0,4,4,64,21,3,83,4,57,12,14,7,22,58,340
Jerramungup (S),54130,0,0,0,7,8,3,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,39,7,21,3,6,0,3,4,111
Joondalup (C),54170,39,57,3,4396,379,70,22,492,49,227,24,87,28,126,1775,3282,24,4,19,34,8,13,3,7,9,16,43,175,4031,797,173,7772,679,4241,274,990,255,1175,1838,22247
Kalamunda (S),54200,9,26,0,923,117,20,9,136,13,78,4,30,13,49,614,1086,5,0,7,11,4,4,0,0,6,12,12,54,1325,284,52,2238,209,1563,80,309,101,493,635,7291
Katanning (S),54340,0,0,0,27,20,0,0,5,0,7,0,3,0,4,23,61,0,0,0,0,0,0,0,0,0,0,0,3,76,15,4,106,9,79,3,20,4,45,24,380
Kellerberrin (S),54410,0,0,0,7,3,0,0,5,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,4,18,4,0,34,4,29,0,7,4,15,6,116
Kent (S),54480,0,0,0,9,3,3,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,26,3,9,0,0,0,0,4,76
Kojonup (S),54550,0,0,0,23,6,0,0,9,0,0,0,0,0,0,11,34,0,0,0,0,0,0,0,0,0,0,0,4,44,9,3,75,10,24,3,3,4,8,16,205
Kondinin (S),54620,0,0,0,5,3,0,0,6,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,3,28,4,0,35,0,10,0,3,0,3,6,89
Koorda (S),54690,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,16,4,13,0,0,0,6,8,48
Kulin (S),54760,0,0,0,6,3,0,0,3,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,29,0,15,0,0,0,0,9,82
Laverton (S),54970,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,18,0,39
Leonora (S),55040,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,11,0,31,0,3,0,6,13,87
Mandurah (C),55110,12,19,0,886,125,25,10,127,21,98,12,42,15,72,1042,1595,3,0,6,4,3,3,4,3,7,4,32,67,1261,285,66,2185,208,1746,124,476,182,653,1083,8261
Manjimup (S),55180,0,4,0,43,27,8,5,16,4,3,3,3,0,12,69,152,0,0,0,0,0,0,0,0,0,3,8,9,175,38,15,285,26,132,15,42,16,75,77,895
Meekatharra (S),55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,5,0,3,0,12,5,41
Melville (C),55320,26,77,3,3393,199,46,4,216,23,128,11,44,17,95,1082,1857,6,3,9,16,3,8,0,0,0,5,19,75,2234,516,68,4143,342,2504,114,628,142,920,1116,12725
Mukinbudin (S),55950,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,22,0,12,0,0,0,0,8,61
Menzies (S),55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,13,3,28
Mingenew (S),55530,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,3,4,0,0,3,3,4,49
Mundaring (S),56090,9,8,0,674,77,18,3,87,9,54,5,19,10,31,448,766,3,0,0,11,0,3,0,0,3,3,13,41,843,188,36,1444,135,892,64,226,83,276,473,4655
Morawa (S),55670,0,0,0,3,3,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,18,0,12,0,0,4,10,6,70
Moora (S),55600,0,0,0,13,9,0,0,7,0,0,0,0,0,4,12,43,0,0,0,0,0,0,0,0,0,3,0,5,61,3,4,88,7,53,3,5,8,17,12,262
Ngaanyatjarraku (S),56620,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,24,0,0,0,0,0,0,0,0,0,3,35,43,10,8,3,5,0,13,0,18,4,68,40,171
Nungarin (S),56860,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,3,6,0,0,0,0,7,26
Peppermint Grove (S),56930,0,6,0,114,0,3,0,11,0,14,0,4,0,0,16,49,0,0,0,0,0,0,0,0,0,0,0,3,27,7,0,60,6,63,0,12,3,15,15,203
Mosman Park (T),55740,0,6,0,424,17,0,0,17,3,21,0,3,3,8,68,141,0,0,0,4,0,0,0,0,0,0,3,8,181,39,12,322,22,216,8,64,7,53,69,991
Mount Magnet (S),55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,5,0,0,4,8,0,31
Mount Marshall (S),55880,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,14,0,4,0,0,4,67
Ravensthorpe (S),57420,0,0,0,13,7,0,0,3,0,0,0,0,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,43,5,31,4,3,0,5,13,149
Murchison (S),56160,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,12
Murray (S),56230,4,8,0,188,32,8,6,37,3,24,5,4,3,13,225,367,3,0,0,0,0,0,0,0,3,3,10,20,264,62,18,439,41,371,26,86,39,150,236,1743
Nannup (S),56300,0,0,0,5,4,0,0,6,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,3,19,11,0,33,0,14,0,10,0,8,7,99
Rockingham (C),57490,25,25,0,1588,238,21,16,238,26,188,16,55,17,113,2000,2939,15,3,4,10,12,14,3,3,3,11,27,109,2687,397,137,4147,473,3701,201,737,304,993,2057,15835
Southern Midlands (M),65010,0,0,0,24,17,6,0,25,0,3,0,8,0,14,29,98,0,0,0,0,0,0,0,0,0,3,3,12,145,33,11,200,21,87,8,51,11,68,38,672
Tasman (M),65210,0,0,0,0,3,0,0,5,0,4,0,0,0,8,9,37,0,0,0,0,0,0,0,0,0,0,3,3,15,7,5,37,3,28,4,20,0,37,14,166
Waratah/Wynyard (M),65410,0,3,0,59,20,3,0,26,6,20,3,8,7,18,89,198,3,0,0,4,0,0,0,0,0,5,4,12,233,54,7,418,39,221,24,88,24,149,96,1342
West Coast (M),65610,0,0,0,7,4,0,0,13,4,12,0,0,0,8,26,61,0,0,0,0,0,0,0,0,0,0,3,7,33,14,3,91,11,101,7,27,3,42,30,370
West Tamar (M),65810,3,3,0,172,41,9,3,56,0,33,4,10,3,9,135,306,3,0,0,0,0,0,4,0,0,0,6,23,429,124,28,853,98,414,38,127,34,192,149,2490
Narembeen (S),56370,0,0,0,7,3,0,0,7,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,20,9,18,0,3,3,3,5,78
Narrogin (S),56460,0,0,0,42,10,0,0,15,0,6,0,7,0,3,38,76,3,0,0,0,0,0,0,0,0,0,3,11,85,21,7,164,14,73,10,19,4,43,51,489
Nedlands (C),56580,6,24,0,1424,36,9,0,81,3,51,3,13,0,18,248,467,0,0,0,10,0,0,0,3,0,3,10,33,541,115,17,1007,66,657,16,155,23,141,256,3000
Northam (S),56730,3,0,0,61,23,3,0,21,3,16,3,9,6,18,92,186,3,0,0,4,0,0,0,0,0,0,5,13,171,37,7,277,29,200,16,57,15,103,98,1010
Northampton (S),56790,0,0,0,19,4,7,0,9,0,0,0,4,0,0,31,52,0,0,0,0,0,0,0,0,0,0,0,5,41,16,5,89,11,46,3,13,4,29,32,282
Sandstone (S),57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpentine-Jarrahdale (S),57700,10,0,0,361,55,8,7,57,9,51,3,18,7,19,341,572,3,0,0,5,0,0,0,0,3,3,11,35,674,119,23,1101,112,872,39,195,75,184,360,3753
Shark Bay (S),57770,0,0,0,4,0,0,0,0,0,0,0,3,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,19,0,21,0,3,3,0,9,79
South Perth (C),57840,12,26,0,1417,45,12,5,57,3,41,4,10,3,22,301,506,0,3,3,3,0,0,3,0,0,5,14,34,793,162,26,1265,116,953,38,224,47,295,312,4244
Stirling (C),57910,24,102,3,4852,266,77,19,360,36,228,21,89,27,175,1598,2893,15,7,5,27,7,14,4,8,9,23,69,194,3846,1047,166,7210,783,4892,238,1360,272,1965,1707,23482
Subiaco (C),57980,4,10,0,652,21,12,0,27,4,17,0,5,3,10,131,229,3,0,0,0,0,0,0,0,0,0,3,13,292,80,11,517,68,458,10,103,16,107,135,1811
Swan (C),58050,13,20,0,1449,235,50,11,289,21,156,10,68,20,131,1395,2387,19,3,13,38,3,13,0,0,10,23,46,168,3323,622,166,4807,535,3848,194,879,273,1240,1477,17362
Tammin (S),58190,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,10,0,3,0,3,0,45
Three Springs (S),58260,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,17,4,15,0,0,3,6,0,61
Perenjori (S),57000,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,16,5,13,0,0,0,0,0,48
Perth (C),57080,3,5,0,170,12,0,0,5,0,12,0,0,3,3,88,131,0,0,0,0,0,0,0,0,0,0,5,6,117,22,9,116,30,289,14,52,23,77,93,843
Pingelly (S),57140,0,0,0,0,3,0,0,6,0,0,0,0,0,3,10,24,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,30,3,18,0,4,0,16,8,89
Plantagenet (S),57210,0,0,0,24,15,0,0,8,0,12,0,8,0,3,35,81,0,0,0,0,0,0,0,0,0,0,3,4,67,26,9,130,9,92,5,45,7,49,42,477
Port Hedland (T),57280,5,0,0,428,32,4,3,14,3,18,0,4,4,3,104,192,0,0,0,3,0,3,0,0,0,4,3,23,364,36,33,385,66,418,19,30,48,56,115,1566
Quairading (S),57350,0,0,0,5,3,0,0,6,0,0,0,0,0,4,13,25,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,25,0,12,0,3,3,12,13,71
Toodyay (S),58330,0,0,0,32,12,0,0,9,0,6,0,0,3,7,59,91,0,0,0,6,0,0,0,0,0,0,0,4,71,17,6,84,8,71,7,24,10,38,58,392
Westonia (S),59030,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,4,0,0,0,3,0,26
Trayning (S),58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,25
No usual address (Tas.),69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Daly (R),74680,0,0,0,3,0,0,0,0,0,0,0,3,0,18,0,24,0,0,0,0,0,0,0,0,0,0,5,10,25,8,3,8,3,56,0,16,3,205,6,338
Unincorporated NT,79399,0,0,0,123,29,0,3,4,0,0,0,0,4,3,44,88,4,0,0,0,0,0,0,0,0,0,16,25,236,14,16,167,20,107,10,15,13,15,65,680
No usual address (NT),79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Gascoyne (S),58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14
Victoria Park (T),58510,4,5,0,490,31,7,0,31,0,23,3,8,4,16,247,361,3,0,0,4,0,3,0,0,0,0,3,15,512,133,24,857,111,683,34,186,38,192,250,3022
Migratory - Offshore - Shipping (Tas.),69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice Springs (T),70200,3,0,4,310,87,3,0,40,7,17,0,5,3,17,208,386,3,0,3,0,0,5,0,0,0,4,19,38,925,67,20,568,116,373,23,46,21,125,235,2530
Devonport (C),61610,0,3,0,84,27,9,4,50,6,30,5,5,3,33,119,291,0,0,0,3,0,0,0,0,0,4,3,14,395,111,22,726,81,382,24,141,29,280,131,2317
Dorset (M),61810,0,0,0,12,9,0,0,33,0,6,0,0,0,9,22,80,0,0,0,0,0,0,0,0,0,0,3,3,89,23,9,211,17,115,12,22,3,73,30,605
Victoria Plains (S),58540,0,0,0,3,5,0,0,3,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,34,4,23,0,4,0,5,8,105
Flinders (M) (Tas.),62010,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,24,8,10,0,3,0,8,4,78
George Town (M),62210,0,0,0,17,10,0,0,13,0,7,0,0,3,11,42,87,0,0,3,0,0,0,0,0,0,0,3,12,80,20,6,145,12,99,4,51,11,106,45,585
Glamorgan/Spring Bay (M),62410,0,0,0,9,7,0,0,16,0,4,0,0,0,3,26,56,0,0,0,0,0,0,0,0,0,0,3,3,40,19,5,95,6,35,3,11,5,36,32,290
Glenorchy (C),62610,3,6,0,125,74,10,0,83,7,49,0,13,7,43,160,448,0,0,3,7,0,0,0,3,3,9,8,36,809,252,29,1290,166,700,66,286,70,550,175,4404
Hobart (C),62810,0,12,4,929,75,13,4,89,7,30,0,19,3,35,306,577,3,3,0,4,0,0,0,0,0,3,4,21,985,308,39,1647,161,642,52,241,39,291,327,4731
Huon Valley (M),63010,0,0,0,54,23,12,3,36,0,18,0,11,6,15,84,204,0,0,0,0,0,3,0,3,0,4,3,19,256,118,14,460,36,284,25,147,28,196,98,1675
Kentish (M),63210,0,0,0,17,11,4,0,19,0,4,0,4,3,12,37,92,0,0,3,0,0,0,0,0,0,0,3,9,83,35,10,193,19,81,6,50,14,81,39,619
King Island (M),63410,0,0,0,9,7,0,0,3,0,0,0,3,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,30,8,3,45,6,16,0,4,3,3,6,127
Kingborough (M),63610,0,8,3,375,68,22,3,105,9,25,3,24,3,19,236,519,0,0,5,0,0,0,0,0,0,3,9,16,776,305,31,1513,169,647,54,235,40,238,258,4263
Latrobe (M) (Tas.),63810,0,0,0,41,23,6,3,23,4,6,0,8,5,8,69,147,0,0,0,3,0,0,0,0,0,0,0,5,199,45,16,348,33,159,22,54,24,79,77,1053
Launceston (C),64010,5,8,3,372,107,16,0,117,4,49,5,28,3,57,305,698,4,0,4,14,0,4,0,0,5,14,12,48,1072,311,38,2026,194,990,94,378,86,658,352,6206
Meander Valley (M),64210,0,3,0,86,49,9,3,55,5,22,0,9,4,12,105,280,4,0,3,3,0,0,0,0,3,3,10,27,386,89,27,766,60,339,25,100,36,159,131,2119
Vincent (C),58570,5,5,0,937,32,8,4,44,8,22,4,9,0,13,210,340,0,0,0,6,0,0,3,0,0,0,4,15,520,132,25,1064,150,589,30,141,33,190,223,3092
Wagin (S),58610,0,0,0,9,6,0,0,8,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,35,12,0,50,3,18,3,5,0,19,5,151
Wandering (S),58680,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,16,0,12,0,0,0,0,3,47
Wanneroo (C),58760,27,35,3,2392,344,78,34,426,47,270,31,93,40,193,2246,3794,30,8,24,37,9,21,3,6,15,24,57,217,4782,1026,257,7790,832,5363,340,1283,389,1823,2369,26266
Waroona (S),58820,0,0,0,38,5,0,0,19,4,13,0,3,0,3,51,99,3,0,0,0,0,0,0,0,0,0,4,12,50,12,6,118,17,96,0,22,7,43,58,433
West Arthur (S),58890,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,32,0,8,3,3,0,3,6,76
Northern Midlands (M),64610,0,0,0,36,18,3,0,42,3,13,0,3,3,8,60,168,0,0,0,5,0,0,0,0,0,3,0,17,240,67,11,465,36,224,16,88,13,115,67,1343
Sorell (M),64810,0,0,0,57,20,9,0,42,3,12,0,13,3,22,70,188,0,0,0,0,0,0,0,0,0,4,8,12,249,98,19,508,53,215,23,94,25,134,80,1498
Palmerston (C),72800,4,4,3,725,97,3,4,45,6,39,3,3,9,14,302,518,10,0,10,3,0,8,0,0,0,3,19,50,1548,65,59,890,189,919,43,100,72,165,332,4386
Roper Gulf (R),73600,0,0,0,3,9,4,4,4,0,9,0,10,13,52,14,112,0,0,4,0,0,0,0,5,0,11,6,23,57,19,17,28,4,85,0,63,28,308,34,647
Tiwi Islands (R),74050,0,3,0,3,0,0,0,0,0,0,0,3,0,11,3,18,0,0,0,0,0,0,0,0,0,3,0,10,20,4,3,16,0,26,0,28,7,140,8,252
Victoria Daly (R),74550,0,0,0,6,5,0,0,3,0,0,0,3,4,18,9,49,0,0,0,3,0,3,0,0,0,5,3,15,23,10,0,18,0,32,0,27,9,96,18,233
Katherine (T),72200,0,0,0,76,40,0,0,8,0,10,3,0,0,15,87,155,3,0,0,0,0,0,0,0,0,0,13,18,311,11,12,185,40,153,6,15,7,78,98,930
Litchfield (M),72300,3,8,3,470,77,9,0,29,14,35,7,9,8,11,157,352,7,0,5,6,0,0,0,0,3,0,11,33,865,75,40,519,122,367,35,81,33,108,178,2425
Wickepin (S),59100,0,0,0,9,3,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,24,3,19,0,7,0,0,0,68
Wagait (S),74560,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,3,0,0,3,0,3,5,44
West Arnhem (R),74660,0,0,0,17,7,0,3,0,0,16,0,4,0,42,7,79,4,0,0,0,0,0,0,0,0,10,32,48,63,11,18,37,6,119,3,33,6,317,48,658
Williams (S),59170,0,0,0,7,6,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,19,8,3,40,4,16,0,10,0,3,3,103
Wiluna (S),59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,18
Migratory - Offshore - Shipping (NT),79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unincorporated ACT,89399,39,149,21,11617,918,75,37,548,106,342,23,106,49,240,2565,5002,50,4,23,31,13,22,0,0,7,16,71,241,14630,1699,511,13370,2499,7442,533,1672,427,2476,2758,48008
No usual address (ACT),89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migratory - Offshore - Shipping (ACT),89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unincorp. Other Territories,99399,0,0,0,33,15,0,3,5,0,3,0,0,0,6,22,68,0,0,0,0,0,0,3,0,0,0,3,7,119,20,10,102,13,74,5,16,9,27,34,430
No usual address (OT),99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migratory - Offshore - Shipping (OT),99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wongan-Ballidu (S),59310,0,0,0,7,5,0,0,10,0,3,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,57,10,33,0,6,4,3,8,144
Woodanilling (S),59320,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,3,8,0,0,0,3,0,46
Wyalkatchem (S),59330,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,0,9,0,5,0,3,0,37
Wyndham-East Kimberley (S),59340,0,0,0,64,3,0,0,11,3,0,0,0,0,7,52,83,0,0,0,0,0,0,0,0,0,0,5,6,158,22,11,134,20,89,9,15,14,87,64,608
Yalgoo (S),59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,9
Yilgarn (S),59360,0,0,0,6,3,0,0,3,0,4,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,24,0,22,4,6,3,3,6,85
York (S),59370,0,0,0,16,3,3,0,0,0,6,0,0,0,0,33,54,3,0,0,0,0,0,0,0,0,0,3,4,39,16,4,90,6,49,4,11,3,30,39,295
No usual address (WA),59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migratory - Offshore - Shipping (WA),59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Break O'Day (M),60210,0,0,0,12,9,6,0,9,4,10,0,3,0,9,29,84,0,0,0,0,0,0,0,0,0,0,0,8,63,36,3,106,19,63,8,36,10,82,34,456
Brighton (M),60410,0,0,0,48,36,3,6,21,3,24,3,12,0,23,70,204,0,0,0,0,0,0,0,3,0,8,11,20,364,76,19,557,59,303,27,118,32,204,79,1835
Burnie (C),60610,0,3,0,92,24,10,0,39,6,19,0,6,0,19,107,228,3,0,0,0,3,0,0,0,0,8,11,22,311,97,11,558,60,328,28,131,33,192,122,1872
Central Coast (M) (Tas.),60810,0,0,0,111,36,4,7,42,5,25,8,16,3,11,135,289,0,0,4,3,0,0,0,3,3,7,11,25,346,94,25,733,83,322,33,131,21,186,157,2138
Central Highlands (M) (Tas.),61010,0,0,0,8,3,3,0,6,0,7,0,3,0,4,10,28,0,0,0,0,0,0,0,0,0,0,0,0,19,8,4,52,3,35,4,14,0,18,10,171
Circular Head (M),61210,0,0,0,23,27,6,3,28,3,14,0,3,7,6,31,120,0,0,0,0,0,0,0,0,0,0,5,6,165,38,13,304,29,147,9,37,21,53,32,853
Clarence (C),61410,0,5,0,520,100,17,3,137,9,46,16,32,12,50,281,702,3,0,3,7,0,3,0,3,0,8,12,43,1203,266,39,2237,253,743,84,324,47,462,305,5964
Derwent Valley (M),61510,0,0,0,26,25,3,0,25,3,15,0,0,3,14,30,115,0,0,0,0,0,4,0,0,0,7,3,10,184,38,7,306,31,169,20,85,22,161,39,1054
Barkly (R),70420,0,0,0,16,7,0,0,0,0,4,0,5,0,28,21,68,0,3,0,0,0,0,0,0,0,9,6,23,99,20,3,44,10,66,0,51,5,266,39,613
Belyuen (S),70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,12
Central Desert (R),70620,0,0,0,0,0,0,0,0,0,0,0,3,3,13,7,32,0,0,0,0,0,0,0,0,0,3,4,11,34,11,3,9,3,55,0,30,11,210,12,375
Coomalie (S),70700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,3,17,3,0,13,6,9,0,4,3,8,6,71
Darwin (C),71000,11,15,0,1614,195,23,13,74,22,84,6,21,21,42,540,1037,11,0,9,11,6,5,0,0,5,6,22,81,2631,230,102,1802,384,1660,82,289,133,425,577,8311
East Arnhem (R),71300,0,0,0,0,14,3,0,3,0,8,0,16,0,30,11,76,3,6,4,3,0,4,0,16,8,101,55,208,46,41,4,34,3,129,3,106,13,443,66,890
MacDonnell (R),72330,0,0,0,3,4,3,0,3,0,3,0,4,0,29,5,57,0,0,0,0,0,3,0,0,0,9,12,24,31,23,4,33,4,57,3,47,14,198,16,418
